"Harvest","If the last item this Pokemon used is a Berry, there is a 50% chance it gets restored at the end of each turn. If Sunny Day is active, this chance is 100%.",
"Healer","30% chance each of this Pokemon's adjacent allies has its non-volatile status condition cured at the end of each turn.",
"Heatproof","The power of Fire-type attacks against this Pokemon is halved. This Pokemon takes half of the usual burn damage, rounded down.",
"Heavy Metal","This Pokemon's weight is doubled. This effect is calculated after the effect of Autotomize, and before the effect of Float Stone.",
"Honey Gather","No competitive use.",
"Huge Power","This Pokemon's Attack is doubled.",
"Hustle","This Pokemon's Attack is multiplied by 1.5 and the accuracy of its physical attacks is multiplied by 0.8.",
"Hydration","This Pokemon has its non-volatile status condition cured at the end of each turn if Rain Dance is active.",
"Hyper Cutter","Prevents other Pokemon from lowering this Pokemon's Attack stat stage.",
"Ice Body","If Hail is active, this Pokemon restores 1/16 of its maximum HP, rounded down, at the end of each turn. This Pokemon takes no damage from Hail.",
"Illuminate","No competitive use.",
"Illusion","When this Pokemon switches in, it appears as the last unfainted Pokemon in its party until it takes direct damage from another Pokemon's attack. This Pokemon's actual level and HP are displayed instead of those of the mimicked Pokemon.",
"Immunity","This Pokemon cannot be poisoned. Gaining this Ability while poisoned cures it.",
"Imposter","On switch-in, this Pokemon Transforms into the opposing Pokemon that is facing it. If there is no Pokemon at that position, this Pokemon does not Transform.",
"Infiltrator","This Pokemon's moves ignore the opposing side's Reflect, Light Screen, Safeguard, and Mist.",
"Inner Focus","This Pokemon cannot be made to flinch.",
"Insomnia","This Pokemon cannot fall asleep. Gaining this Ability while asleep cures it.",
"Intimidate","On switch-in, this Pokemon lowers the Attack of adjacent opposing Pokemon by 1 stage. Pokemon behind a substitute are immune.",
"Iron Barbs","Pokemon making contact with this Pokemon lose 1/8 of their maximum HP, rounded down.",
"Iron Fist","This Pokemon's punch-based attacks have their power multiplied by 1.2.",
"Justified","This Pokemon's Attack is raised by 1 stage after it is damaged by a Dark-type move.",
"Keen Eye","Prevents other Pokemon from lowering this Pokemon's accuracy stat stage.",
"Klutz","This Pokemon's held item has no effect. This Pokemon cannot use Fling successfully. Macho Brace, Power Anklet, Power Band, Power Belt, Power Bracer, Power Lens, and Power Weight still have their effects.",
"Leaf Guard","If Sunny Day is active, this Pokemon cannot become affected by a non-volatile status condition or Yawn, and Rest will fail for it.",
"Levitate","This Pokemon is immune to Ground-type attacks and the effects of Spikes, Toxic Spikes, and the Arena Trap Ability. The effects of Gravity, Ingrain, Smack Down, and Iron Ball nullify the immunity.",
"Light Metal","This Pokemon's weight is halved, rounded down to a tenth of a kilogram. This effect is calculated after the effect of Autotomize, and before the effect of Float Stone. A Pokemon's weight will not drop below 0.1 kg.",
"Lightning Rod","This Pokemon is immune to Electric-type moves and raises its Special Attack by 1 stage when hit by an Electric-type move. If this Pokemon is not the target of a single-target Electric-type move used by another Pokemon, this Pokemon redirects that move to itself if it is within the range of that move. If multiple Pokemon could redirect with this Ability, it goes to the one with the highest Speed, or in the case of a tie to the one that has had this Ability active longer.",
"Limber","This Pokemon cannot be paralyzed. Gaining this Ability while paralyzed cures it.",
"Liquid Ooze","This Pokemon damages those draining HP from it for as much as they would heal.",
"Magic Bounce","This Pokemon is unaffected by certain non-damaging moves directed at it and will instead use such moves against the original user. Moves reflected in this way are unable to be reflected again by this or Magic Coat's effect. Spikes, Stealth Rock, and Toxic Spikes can only be reflected once per side, by the leftmost Pokemon under this or Magic Coat's effect. The Lightning Rod and Storm Drain Abilities redirect their respective moves before this Ability takes effect.",
"Magic Guard","This Pokemon can only be damaged by direct attacks. Curse and Substitute on use, Belly Drum, Pain Split, Struggle recoil, and confusion damage are considered direct damage.",
"Magma Armor","This Pokemon cannot be frozen. Gaining this Ability while frozen cures it.",
"Magnet Pull","Prevents adjacent opposing Steel-type Pokemon from choosing to switch out, unless they are holding a Shed Shell.",
"Marvel Scale","If this Pokemon has a non-volatile status condition, its Defense is multiplied by 1.5.",
"Minus","If an active ally has this Ability or the Plus Ability, this Pokemon's Special Attack is multiplied by 1.5.",
"Mold Breaker","This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are Battle Armor, Big Pecks, Clear Body, Contrary, Damp, Dry Skin, Filter, Flash Fire, Flower Gift, Friend Guard, Heatproof, Heavy Metal, Hyper Cutter, Immunity, Inner Focus, Insomnia, Keen Eye, Leaf Guard, Levitate, Light Metal, Lightning Rod, Limber, Magic Bounce, Magma Armor, Marvel Scale, Motor Drive, Multiscale, Oblivious, Own Tempo, Sand Veil, Sap Sipper, Shell Armor, Shield Dust, Simple, Snow Cloak, Solid Rock, Soundproof, Sticky Hold, Storm Drain, Sturdy, Suction Cups, Tangled Feet, Telepathy, Thick Fat, Unaware, Vital Spirit, Volt Absorb, Water Absorb, Water Veil, White Smoke, Wonder Guard, and Wonder Skin. This affects every other Pokemon on the field, whether or not it is a target of this Pokemon's move, and whether or not their Ability is beneficial to this Pokemon.",
"Moody","This Pokemon has a random stat raised by 2 stages and another stat lowered by 1 stage at the end of each turn.",
"Motor Drive","This Pokemon is immune to Electric-type moves and raises its Speed by 1 stage when hit by an Electric-type move.",
"Moxie","This Pokemon's Attack is raised by 1 stage if it attacks and knocks out another Pokemon.",
"Multiscale","If this Pokemon is at full HP, damage taken from attacks is halved.",
"Multitype","If this Pokemon is an Arceus, its type changes to match its held Plate.",
"Mummy","Pokemon making contact with this Pokemon have their Ability changed to Mummy. Does not affect Pokemon with the Multitype or Mummy Abilities.",
"Natural Cure","This Pokemon has its non-volatile status condition cured when it switches out.",
"No Guard","Every move used by or against this Pokemon will always hit.",
"Normalize","This Pokemon's moves are changed to be Normal type. This effect comes before other effects that change a move's type.",
"Oblivious","This Pokemon cannot be infatuated. Gaining this Ability while infatuated cures it.",
"Overcoat","This Pokemon is immune to damage from Sandstorm or Hail.",
"Overgrow","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its offensive stat is multiplied by 1.5 while using a Grass-type attack.",
"Own Tempo","This Pokemon cannot be confused. Gaining this Ability while confused cures it.",
"Pickpocket","If this Pokemon has no item and is hit by a contact move, it steals the attacker's item. This effect applies after all hits from a multi-hit move. This effect is prevented if the move had a secondary effect removed by the Sheer Force Ability.",
"Pickup","At the end of each turn, if this Pokemon is not holding an item and at least one adjacent Pokemon used an item during this turn, one of those Pokemon is selected at random and this Pokemon obtains that Pokemon's last used item. An item is not considered the last used if it was a popped Air Balloon, if the item was picked up by another Pokemon with this Ability, or if the item was lost to Bug Bite, Covet, Incinerate, Knock Off, Pluck, or Thief. Items thrown with Fling can be picked up.",
"Plus","If an active ally has this Ability or the Minus Ability, this Pokemon's Special Attack is multiplied by 1.5.",
"Poison Heal","If this Pokemon is poisoned, it restores 1/8 of its maximum HP, rounded down, at the end of each turn instead of losing HP.",
"Poison Point","30% chance a Pokemon making contact with this Pokemon will be poisoned.",
"Poison Touch","This Pokemon's contact moves have a 30% chance of poisoning. This effect comes after a move's inherent secondary effect chance.",
"Prankster","This Pokemon's non-damaging moves have their priority increased by 1.",
"Pressure","If this Pokemon is the target of an opposing Pokemon's move, that move loses one additional PP. Imprison and Snatch also lose one additional PP when used by an opposing Pokemon.",
"Pure Power","This Pokemon's Attack is doubled.",
"Quick Feet","If this Pokemon has a non-volatile status condition, its Speed is multiplied by 1.5. This Pokemon ignores the paralysis effect of quartering Speed.",
"Rain Dish","If Rain Dance is active, this Pokemon restores 1/16 of its maximum HP, rounded down, at the end of each turn.",
"Rattled","This Pokemon's Speed is raised by 1 stage if hit by a Bug-, Dark-, or Ghost-type attack.",
"Reckless","This Pokemon's attacks with recoil or crash damage have their power multiplied by 1.2. Does not affect Struggle.",
"Regenerator","This Pokemon restores 1/3 of its maximum HP, rounded down, when it switches out.",
"Rivalry","This Pokemon's attacks have their power multiplied by 1.25 against targets of the same gender or multiplied by 0.75 against targets of the opposite gender. There is no modifier if either this Pokemon or the target is genderless.",
"Rock Head","This Pokemon does not take recoil damage, except Struggle. Does not affect Life Orb damage or crash damage.",
"Rough Skin","Pokemon making contact with this Pokemon lose 1/8 of their maximum HP, rounded down.",
"Run Away","No competitive use.",
"Sand Force","If Sandstorm is active, this Pokemon's Ground-, Rock-, and Steel-type attacks have their power multiplied by 1.3. This Pokemon takes no damage from Sandstorm.",
"Sand Rush","If Sandstorm is active, this Pokemon's Speed is doubled. This Pokemon takes no damage from Sandstorm.",
"Sand Stream","On switch-in, this Pokemon summons Sandstorm.",
"Sand Veil","If Sandstorm is active, the accuracy of moves used against this Pokemon is multiplied by 0.8. This Pokemon takes no damage from Sandstorm.",
"Sap Sipper","This Pokemon is immune to Grass-type moves and raises its Attack by 1 stage when hit by a Grass-type move.",
"Scrappy","This Pokemon can hit Ghost types with Normal- and Fighting-type moves.",
"Serene Grace","This Pokemon's moves have their secondary effect chance doubled. This effect stacks with the Rainbow effect, except for secondary effects that cause the target to flinch.",
"Shadow Tag","Prevents adjacent opposing Pokemon from choosing to switch out, unless they are holding a Shed Shell or also have this Ability.",
"Shed Skin","This Pokemon has a 33% chance to have its non-volatile status condition cured at the end of each turn.",
"Sheer Force","This Pokemon's attacks with secondary effects have their power multiplied by 1.3, but the secondary effects are removed. If a secondary effect was removed, it also removes the user's Life Orb recoil and Shell Bell recovery, and prevents the target's Color Change, Pickpocket, Red Card, and Eject Button from activating.",
"Shell Armor","This Pokemon cannot be struck by a critical hit.",
"Shield Dust","This Pokemon is not affected by the secondary effect of another Pokemon's attack.",
"Simple","When one of this Pokemon's stat stages is raised or lowered, the amount is doubled.",
"Skill Link","This Pokemon's multi-hit attacks always hit the maximum number of times. Triple Kick does not check accuracy for the second and third hits.",
"Slow Start","On switch-in, this Pokemon's Attack and Speed are halved for 5 turns.",
"Sniper","If this Pokemon strikes with a critical hit, the damage is multiplied by 1.5.",
"Snow Cloak","If Hail is active, the accuracy of moves used against this Pokemon is multiplied by 0.8. This Pokemon takes no damage from Hail.",
"Snow Warning","On switch-in, this Pokemon summons Hail.",
"Solar Power","If Sunny Day is active, this Pokemon's Special Attack is multiplied by 1.5 and it loses 1/8 of its maximum HP, rounded down, at the end of each turn.",
"Solid Rock","This Pokemon receives 3/4 damage from supereffective attacks.",
"Soundproof","This Pokemon is immune to sound-based moves, except Heal Bell.",
"Speed Boost","This Pokemon's Speed is raised by 1 stage at the end of each full turn it has been on the field.",
"Stall","This Pokemon moves last among Pokemon using the same or greater priority moves.",
"Static","30% chance a Pokemon making contact with this Pokemon will be paralyzed.",
"Steadfast","If this Pokemon flinches, its Speed is raised by 1 stage.",
"Stench","This Pokemon's attacks without a chance to make the target flinch gain a 10% chance to make the target flinch.",
"Sticky Hold","This Pokemon cannot lose its held item due to another Pokemon's Ability or attack, unless the attack knocks out this Pokemon. A Sticky Barb will be transferred to other Pokemon regardless of this Ability.",
"Storm Drain","This Pokemon is immune to Water-type moves and raises its Special Attack by 1 stage when hit by a Water-type move. If this Pokemon is not the target of a single-target Water-type move used by another Pokemon, this Pokemon redirects that move to itself if it is within the range of that move. If multiple Pokemon could redirect with this Ability, it goes to the one with the highest Speed, or in the case of a tie to the one that has had this Ability active longer.",
"Sturdy","If this Pokemon is at full HP, it survives one hit with at least 1 HP. OHKO moves fail when used against this Pokemon.",
"Suction Cups","This Pokemon cannot be forced to switch out by another Pokemon's attack or item.",
"Super Luck","This Pokemon's critical hit ratio is raised by 1 stage.",
"Swarm","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its offensive stat is multiplied by 1.5 while using a Bug-type attack.",
"Swift Swim","If Rain Dance is active, this Pokemon's Speed is doubled.",
"Synchronize","If another Pokemon burns, paralyzes, poisons, or badly poisons this Pokemon, that Pokemon receives the same non-volatile status condition.",
"Tangled Feet","This Pokemon's evasiveness is doubled as long as it is confused.",
"Technician","This Pokemon's moves of 60 power or less have their power multiplied by 1.5, including Struggle. This effect comes after a move's effect changes its own power.",
"Telepathy","This Pokemon does not take damage from attacks made by its allies.",
"Teravolt","This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are Battle Armor, Big Pecks, Clear Body, Contrary, Damp, Dry Skin, Filter, Flash Fire, Flower Gift, Friend Guard, Heatproof, Heavy Metal, Hyper Cutter, Immunity, Inner Focus, Insomnia, Keen Eye, Leaf Guard, Levitate, Light Metal, Lightning Rod, Limber, Magic Bounce, Magma Armor, Marvel Scale, Motor Drive, Multiscale, Oblivious, Own Tempo, Sand Veil, Sap Sipper, Shell Armor, Shield Dust, Simple, Snow Cloak, Solid Rock, Soundproof, Sticky Hold, Storm Drain, Sturdy, Suction Cups, Tangled Feet, Telepathy, Thick Fat, Unaware, Vital Spirit, Volt Absorb, Water Absorb, Water Veil, White Smoke, Wonder Guard, and Wonder Skin. This affects every other Pokemon on the field, whether or not it is a target of this Pokemon's move, and whether or not their Ability is beneficial to this Pokemon.",
"Thick Fat","If a Pokemon uses a Fire- or Ice-type attack against this Pokemon, that Pokemon's offensive stat is halved when calculating the damage to this Pokemon.",
"Tinted Lens","This Pokemon's attacks that are not very effective on a target deal double damage.",
"Torrent","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its offensive stat is multiplied by 1.5 while using a Water-type attack.",
"Toxic Boost","While this Pokemon is poisoned, the power of its physical attacks is multiplied by 1.5.",
"Trace","On switch-in, this Pokemon copies a random adjacent opposing Pokemon's Ability. Abilities that cannot be copied are Flower Gift, Forecast, Illusion, Imposter, Multitype, Trace, and Zen Mode. If no opposing Pokemon has an Ability that can be copied, this Ability will activate as soon as one does.",
"Truant","This Pokemon skips every other turn instead of using a move.",
"Turboblaze","This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are Battle Armor, Big Pecks, Clear Body, Contrary, Damp, Dry Skin, Filter, Flash Fire, Flower Gift, Friend Guard, Heatproof, Heavy Metal, Hyper Cutter, Immunity, Inner Focus, Insomnia, Keen Eye, Leaf Guard, Levitate, Light Metal, Lightning Rod, Limber, Magic Bounce, Magma Armor, Marvel Scale, Motor Drive, Multiscale, Oblivious, Own Tempo, Sand Veil, Sap Sipper, Shell Armor, Shield Dust, Simple, Snow Cloak, Solid Rock, Soundproof, Sticky Hold, Storm Drain, Sturdy, Suction Cups, Tangled Feet, Telepathy, Thick Fat, Unaware, Vital Spirit, Volt Absorb, Water Absorb, Water Veil, White Smoke, Wonder Guard, and Wonder Skin. This affects every other Pokemon on the field, whether or not it is a target of this Pokemon's move, and whether or not their Ability is beneficial to this Pokemon.",
"Unaware","This Pokemon ignores other Pokemon's Attack, Special Attack, and accuracy stat stages when taking damage, and ignores other Pokemon's Defense, Special Defense, and evasiveness stat stages when dealing damage.",
"Unburden","If this Pokemon loses its held item for any reason, its Speed is doubled as long as it remains active, has this Ability, and is not holding an item.",
"Unnerve","While this Pokemon is active, it prevents opposing Pokemon from using their Berries. This Ability activates before hazards and other Abilities take effect.",
"Victory Star","This Pokemon and its allies' moves have their accuracy multiplied by 1.1.",
"Vital Spirit","This Pokemon cannot fall asleep. Gaining this Ability while asleep cures it.",
"Volt Absorb","This Pokemon is immune to Electric-type moves and restores 1/4 of its maximum HP, rounded down, when hit by an Electric-type move.",
"Water Absorb","This Pokemon is immune to Water-type moves and restores 1/4 of its maximum HP, rounded down, when hit by a Water-type move.",
"Water Veil","This Pokemon cannot be burned. Gaining this Ability while burned cures it.",
"Weak Armor","If a physical attack hits this Pokemon, its Defense is lowered by 1 stage and its Speed is raised by 1 stage.",
"White Smoke","Prevents other Pokemon from lowering this Pokemon's stat stages.",
"Wonder Guard","This Pokemon can only be damaged by supereffective moves and indirect damage.",
"Wonder Skin","Non-damaging moves that check accuracy have their accuracy changed to 50% when used against this Pokemon. This effect comes before other effects that modify accuracy.",
"Zen Mode","If this Pokemon is a Darmanitan, it changes to Zen Mode if it has 1/2 or less of its maximum HP at the end of a turn. If Darmanitan's HP is above 1/2 of its maximum HP at the end of a turn, it changes back to Standard Mode. If Darmanitan loses this Ability while in Zen Mode, it reverts to Standard Mode immediately.",
