"Flower Veil (花幕)","Grass-type Pokemon on this Pokemon's side cannot have their stat stages lowered by other Pokemon or have a non-volatile status condition inflicted on them by other Pokemon.",
"Forecast (阴晴不定)","If this Pokemon is a Castform, its type changes to the current weather condition's type, except Sandstorm.",
"Forewarn (预知梦)","On switch-in, this Pokemon is alerted to the move with the highest power, at random, known by an opposing Pokemon. This effect considers OHKO moves to have 150 power, Counter, Mirror Coat, and Metal Burst to have 120 power, every other attacking move with an unspecified power to have 80 power, and non-damaging moves to have 1 power.",
"Friend Guard (友情防守)","This Pokemon's allies receive 3/4 damage from other Pokemon's attacks.",
"Frisk (察觉)","On switch-in, this Pokemon identifies the held items of all opposing Pokemon.",
"Fur Coat (毛皮大衣)","This Pokemon's Defense is doubled.",
"Gale Wings (疾风之翼)","This Pokemon's Flying-type moves have their priority increased by 1.",
"Gluttony (贪吃鬼)","When this Pokemon is holding a Berry that usually activates with 1/4 or less of its maximum HP, it is eaten at 1/2 or less of its maximum HP instead.",
"Gooey (黏滑)","Pokemon making contact with this Pokemon have their Speed lowered by 1 stage.",
"Grass Pelt (草之毛皮)","If Grassy Terrain is active, this Pokemon's Defense is multiplied by 1.5.",
"Guts (毅力)","If this Pokemon has a non-volatile status condition, its Attack is multiplied by 1.5. This Pokemon's physical attacks ignore the burn effect of halving damage.",
"Harvest (收获)","If the last item this Pokemon used is a Berry, there is a 50% chance it gets restored at the end of each turn. If Sunny Day is active, this chance is 100%.",
"Healer (治愈之心)","30% chance each of this Pokemon's adjacent allies has its non-volatile status condition cured at the end of each turn.",
"Heatproof (耐热)","The power of Fire-type attacks against this Pokemon is halved. This Pokemon takes half of the usual burn damage, rounded down.",
"Heavy Metal (重金属)","This Pokemon's weight is doubled. This effect is calculated after the effect of Autotomize, and before the effect of Float Stone.",
"Honey Gather (采蜜)","No competitive use.",
"Huge Power (大力士)","This Pokemon's Attack is doubled.",
"Hustle (活力)","This Pokemon's Attack is multiplied by 1.5 and the accuracy of its physical attacks is multiplied by 0.8.",
"Hydration (湿润之躯)","This Pokemon has its non-volatile status condition cured at the end of each turn if Rain Dance is active.",
"Hyper Cutter (怪力钳)","Prevents other Pokemon from lowering this Pokemon's Attack stat stage.",
"Ice Body (冰冻之躯)","If Hail is active, this Pokemon restores 1/16 of its maximum HP, rounded down, at the end of each turn. This Pokemon takes no damage from Hail.",
"Illuminate (发光)","Prevents other Pokemon from lowering this Pokemon's accuracy stat stage. This Pokemon ignores a target's evasiveness stat stage.",
"Illusion (幻觉)","When this Pokemon switches in, it appears as the last unfainted Pokemon in its party until it takes direct damage from another Pokemon's attack. This Pokemon's actual level and HP are displayed instead of those of the mimicked Pokemon.",
"Immunity (免疫)","This Pokemon cannot be poisoned. Gaining this Ability while poisoned cures it.",
"Imposter (变身者)","On switch-in, this Pokemon Transforms into the opposing Pokemon that is facing it. If there is no Pokemon at that position, this Pokemon does not Transform.",
"Infiltrator (穿透)","This Pokemon's moves ignore substitutes and the opposing side's Reflect, Light Screen, Safeguard, and Mist.",
"Inner Focus (精神力)","This Pokemon cannot be made to flinch.",
"Insomnia (不眠)","This Pokemon cannot fall asleep. Gaining this Ability while asleep cures it.",
"Intimidate (威吓)","On switch-in, this Pokemon lowers the Attack of adjacent opposing Pokemon by 1 stage. Pokemon behind a substitute are immune.",
"Iron Barbs (铁刺)","Pokemon making contact with this Pokemon lose 1/8 of their maximum HP, rounded down.",
"Iron Fist (铁拳)","This Pokemon's punch-based attacks have their power multiplied by 1.2.",
"Justified (正义之心)","This Pokemon's Attack is raised by 1 stage after it is damaged by a Dark-type move.",
"Keen Eye (锐利目光)","Prevents other Pokemon from lowering this Pokemon's accuracy stat stage. This Pokemon ignores a target's evasiveness stat stage.",
"Klutz (笨拙)","This Pokemon's held item has no effect. This Pokemon cannot use Fling successfully. Macho Brace, Power Anklet, Power Band, Power Belt, Power Bracer, Power Lens, and Power Weight still have their effects.",
"Leaf Guard (叶子防守)","If Sunny Day is active, this Pokemon cannot become affected by a non-volatile status condition or Yawn, and Rest will fail for it.",
"Levitate (飘浮)","This Pokemon is immune to Ground-type attacks and the effects of Spikes, Toxic Spikes, Sticky Web, and the Arena Trap Ability. The effects of Gravity, Ingrain, Smack Down, Thousand Arrows, and Iron Ball nullify the immunity. Thousand Arrows can hit this Pokemon as if it did not have this Ability.",
"Light Metal (轻金属)","This Pokemon's weight is halved, rounded down to a tenth of a kilogram. This effect is calculated after the effect of Autotomize, and before the effect of Float Stone. A Pokemon's weight will not drop below 0.1 kg.",
"Lightning Rod (避雷针)","This Pokemon is immune to Electric-type moves and raises its Special Attack by 1 stage when hit by an Electric-type move. If this Pokemon is not the target of a single-target Electric-type move used by another Pokemon, this Pokemon redirects that move to itself if it is within the range of that move. If multiple Pokemon could redirect with this Ability, it goes to the one with the highest Speed, or in the case of a tie to the one that has had this Ability active longer.",
"Limber (柔软)","This Pokemon cannot be paralyzed. Gaining this Ability while paralyzed cures it.",
"Liquid Ooze (污泥浆)","This Pokemon damages those draining HP from it for as much as they would heal.",
"Magic Bounce (魔法镜)","This Pokemon is unaffected by certain non-damaging moves directed at it and will instead use such moves against the original user. Moves reflected in this way are unable to be reflected again by this or Magic Coat's effect. Spikes, Stealth Rock, Sticky Web, and Toxic Spikes can only be reflected once per side, by the leftmost Pokemon under this or Magic Coat's effect. The Lightning Rod and Storm Drain Abilities redirect their respective moves before this Ability takes effect.",
"Magic Guard (魔法防守)","This Pokemon can only be damaged by direct attacks. Curse and Substitute on use, Belly Drum, Pain Split, Struggle recoil, and confusion damage are considered direct damage.",
"Magician (魔术师)","If this Pokemon has no item, it steals the item off a Pokemon it hits with an attack. Does not affect Doom Desire and Future Sight.",
"Magma Armor (熔岩铠甲)","This Pokemon cannot be frozen. Gaining this Ability while frozen cures it.",
"Magnet Pull (磁力)","Prevents adjacent opposing Steel-type Pokemon from choosing to switch out, unless they are holding a Shed Shell or are a Ghost type.",
"Marvel Scale (神奇鳞片)","If this Pokemon has a non-volatile status condition, its Defense is multiplied by 1.5.",
"Mega Launcher (超级发射器)","This Pokemon's pulse moves have their power multiplied by 1.5. Heal Pulse restores 3/4 of a target's maximum HP, rounded half down.",
"Minus (负电)","If an active ally has this Ability or the Plus Ability, this Pokemon's Special Attack is multiplied by 1.5.",
"Mold Breaker (破格)","This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are Aroma Veil, Aura Break, Battle Armor, Big Pecks, Bulletproof, Clear Body, Contrary, Damp, Dark Aura, Dry Skin, Fairy Aura, Filter, Flash Fire, Flower Gift, Flower Veil, Friend Guard, Fur Coat, Grass Pelt, Heatproof, Heavy Metal, Hyper Cutter, Immunity, Inner Focus, Insomnia, Keen Eye, Leaf Guard, Levitate, Light Metal, Lightning Rod, Limber, Magic Bounce, Magma Armor, Marvel Scale, Motor Drive, Multiscale, Oblivious, Overcoat, Own Tempo, Sand Veil, Sap Sipper, Shell Armor, Shield Dust, Simple, Snow Cloak, Solid Rock, Soundproof, Sticky Hold, Storm Drain, Sturdy, Suction Cups, Sweet Veil, Tangled Feet, Telepathy, Thick Fat, Unaware, Vital Spirit, Volt Absorb, Water Absorb, Water Veil, White Smoke, Wonder Guard, and Wonder Skin. This affects every other Pokemon on the field, whether or not it is a target of this Pokemon's move, and whether or not their Ability is beneficial to this Pokemon.",
"Moody (心情不定)","This Pokemon has a random stat raised by 2 stages and another stat lowered by 1 stage at the end of each turn.",
"Motor Drive (电气引擎)","This Pokemon is immune to Electric-type moves and raises its Speed by 1 stage when hit by an Electric-type move.",
"Moxie (自信过度)","This Pokemon's Attack is raised by 1 stage if it attacks and knocks out another Pokemon.",
"Multiscale (多重鳞片)","If this Pokemon is at full HP, damage taken from attacks is halved.",
"Multitype (多属性)","If this Pokemon is an Arceus, its type changes to match its held Plate.",
"Mummy (木乃伊)","Pokemon making contact with this Pokemon have their Ability changed to Mummy. Does not affect Pokemon with the Multitype, Mummy, or Stance Change Abilities.",
"Natural Cure (自然回复)","This Pokemon has its non-volatile status condition cured when it switches out.",
"No Guard (无防守)","Every move used by or against this Pokemon will always hit.",
"Normalize (一般皮肤)","This Pokemon's moves are changed to be Normal type. This effect comes before other effects that change a move's type.",
"Oblivious (迟钝)","This Pokemon cannot be infatuated or taunted. Gaining this Ability while infatuated or taunted cures it.",
"Overcoat (防尘)","This Pokemon is immune to powder moves, damage from Sandstorm or Hail, and the effects of Rage Powder and the Effect Spore Ability.",
"Overgrow (茂盛)","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its offensive stat is multiplied by 1.5 while using a Grass-type attack.",
"Own Tempo (我行我素)","This Pokemon cannot be confused. Gaining this Ability while confused cures it.",
"Parental Bond (亲子爱)","This Pokemon's damaging moves become multi-hit moves that hit twice. The second hit has its damage halved. Does not affect Doom Desire, Endeavor, Explosion, Final Gambit, Fling, Future Sight, Ice Ball, Rollout, Self-Destruct, any multi-hit move, any move that has multiple targets, or any two-turn move.",
"Pickpocket (顺手牵羊)","If this Pokemon has no item and is hit by a contact move, it steals the attacker's item. This effect applies after all hits from a multi-hit move. This effect is prevented if the move had a secondary effect removed by the Sheer Force Ability.",
"Pickup (捡拾)","If this Pokemon has no item, it finds one used by an adjacent Pokemon this turn.",
"Pixilate (妖精皮肤)","This Pokemon's Normal-type moves become Fairy-type moves and have their power multiplied by 1.3. This effect comes after other effects that change a move's type, but before Ion Deluge and Electrify's effects.",
"Plus (正电)","If an active ally has this Ability or the Minus Ability, this Pokemon's Special Attack is multiplied by 1.5.",
"Poison Heal (毒疗)","If this Pokemon is poisoned, it restores 1/8 of its maximum HP, rounded down, at the end of each turn instead of losing HP.",
"Poison Point (毒刺)","30% chance a Pokemon making contact with this Pokemon will be poisoned.",
"Poison Touch (毒手)","This Pokemon's contact moves have a 30% chance of poisoning. This effect comes after a move's inherent secondary effect chance.",
"Prankster (恶作剧之心)","This Pokemon's non-damaging moves have their priority increased by 1.",
"Pressure (压迫感)","If this Pokemon is the target of an opposing Pokemon's move, that move loses one additional PP. Imprison and Snatch also lose one additional PP when used by an opposing Pokemon, but Sticky Web does not.",
"Primordial Sea (始源之海)","On switch-in, the weather becomes Primordial Sea, which includes all the effects of Rain Dance and prevents damaging Fire-type moves from executing. This weather remains in effect until this Ability is no longer active for any Pokemon, or the weather is changed by the Delta Stream or Desolate Land Abilities.",
"Protean (变幻自如)","This Pokemon's type changes to match the type of the move it is about to use. This effect comes after all effects that change a move's type.",
"Pure Power (瑜伽之力)","This Pokemon's Attack is doubled.",
"Quick Feet (飞毛腿)","If this Pokemon has a non-volatile status condition, its Speed is multiplied by 1.5. This Pokemon ignores the paralysis effect of quartering Speed.",
"Rain Dish (雨盘)","If Rain Dance is active, this Pokemon restores 1/16 of its maximum HP, rounded down, at the end of each turn.",
"Rattled (胆怯)","This Pokemon's Speed is raised by 1 stage if hit by a Bug-, Dark-, or Ghost-type attack.",
"Reckless (舍身)","This Pokemon's attacks with recoil or crash damage have their power multiplied by 1.2. Does not affect Struggle.",
"Refrigerate (冰冻皮肤)","This Pokemon's Normal-type moves become Ice-type moves and have their power multiplied by 1.3. This effect comes after other effects that change a move's type, but before Ion Deluge and Electrify's effects.",
"Regenerator (再生力)","This Pokemon restores 1/3 of its maximum HP, rounded down, when it switches out.",
"Rivalry (斗争心)","This Pokemon's attacks have their power multiplied by 1.25 against targets of the same gender or multiplied by 0.75 against targets of the opposite gender. There is no modifier if either this Pokemon or the target is genderless.",
"Rock Head (坚硬脑袋)","This Pokemon does not take recoil damage, except Struggle. Does not affect Life Orb damage or crash damage.",
"Rough Skin (粗糙皮肤)","Pokemon making contact with this Pokemon lose 1/8 of their maximum HP, rounded down.",
"Run Away (逃跑)","No competitive use.",
"Sand Force (沙之力)","If Sandstorm is active, this Pokemon's Ground-, Rock-, and Steel-type attacks have their power multiplied by 1.3. This Pokemon takes no damage from Sandstorm.",
"Sand Rush (拨沙)","If Sandstorm is active, this Pokemon's Speed is doubled. This Pokemon takes no damage from Sandstorm.",
"Sand Stream (扬沙)","On switch-in, this Pokemon summons Sandstorm.",
"Sand Veil (沙隐)","If Sandstorm is active, the accuracy of moves used against this Pokemon is multiplied by 0.8. This Pokemon takes no damage from Sandstorm.",
"Sap Sipper (食草)","This Pokemon is immune to Grass-type moves and raises its Attack by 1 stage when hit by a Grass-type move.",
"Scrappy (胆量)","This Pokemon can hit Ghost types with Normal- and Fighting-type moves.",
"Serene Grace (天恩)","This Pokemon's moves have their secondary effect chance doubled. This effect stacks with the Rainbow effect, except for secondary effects that cause the target to flinch.",
"Shadow Tag (踩影)","Prevents adjacent opposing Pokemon from choosing to switch out, unless they are holding a Shed Shell, are a Ghost type, or also have this Ability.",
"Shed Skin (蜕皮)","This Pokemon has a 33% chance to have its non-volatile status condition cured at the end of each turn.",
"Sheer Force (强行)","This Pokemon's attacks with secondary effects have their power multiplied by 1.3, but the secondary effects are removed. If a secondary effect was removed, it also removes the user's Life Orb recoil and Shell Bell recovery, and prevents the target's Color Change, Pickpocket, Red Card, Eject Button, Kee Berry, and Maranga Berry from activating.",
"Shell Armor (硬壳盔甲)","This Pokemon cannot be struck by a critical hit.",
"Shield Dust (鳞粉)","This Pokemon is not affected by the secondary effect of another Pokemon's attack.",
"Simple (单纯)","When one of this Pokemon's stat stages is raised or lowered, the amount is doubled.",
"Skill Link (连续攻击)","This Pokemon's multi-hit attacks always hit the maximum number of times. Triple Kick does not check accuracy for the second and third hits.",
"Slow Start (慢启动)","On switch-in, this Pokemon's Attack and Speed are halved for 5 turns.",
"Sniper (狙击手)","If this Pokemon strikes with a critical hit, the damage is multiplied by 1.5.",
"Snow Cloak (雪隐)","If Hail is active, the accuracy of moves used against this Pokemon is multiplied by 0.8. This Pokemon takes no damage from Hail.",
"Snow Warning (降雪)","On switch-in, this Pokemon summons Hail.",
"Solar Power (太阳之力)","If Sunny Day is active, this Pokemon's Special Attack is multiplied by 1.5 and it loses 1/8 of its maximum HP, rounded down, at the end of each turn.",
"Solid Rock (坚硬岩石)","This Pokemon receives 3/4 damage from supereffective attacks.",
"Soundproof (隔音)","This Pokemon is immune to sound-based moves, including Heal Bell.",
"Speed Boost (加速)","This Pokemon's Speed is raised by 1 stage at the end of each full turn it has been on the field.",
"Stall (慢出)","This Pokemon moves last among Pokemon using the same or greater priority moves.",
"Stance Change (战斗切换)","If this Pokemon is an Aegislash, it changes to Blade Forme before attempting to use an attacking move, and changes to Shield Forme before attempting to use King's Shield.",
"Static (静电)","30% chance a Pokemon making contact with this Pokemon will be paralyzed.",
"Steadfast (不屈之心)","If this Pokemon flinches, its Speed is raised by 1 stage.",
"Stench (恶臭)","This Pokemon's attacks without a chance to make the target flinch gain a 10% chance to make the target flinch.",
"Sticky Hold (黏着)","This Pokemon cannot lose its held item due to another Pokemon's Ability or attack, unless the attack knocks out this Pokemon. A Sticky Barb will be transferred to other Pokemon regardless of this Ability.",
"Storm Drain (引水)","This Pokemon is immune to Water-type moves and raises its Special Attack by 1 stage when hit by a Water-type move. If this Pokemon is not the target of a single-target Water-type move used by another Pokemon, this Pokemon redirects that move to itself if it is within the range of that move. If multiple Pokemon could redirect with this Ability, it goes to the one with the highest Speed, or in the case of a tie to the one that has had this Ability active longer.",
"Strong Jaw (强壮之颚)","This Pokemon's bite-based attacks have their power multiplied by 1.5.",
"Sturdy (结实)","If this Pokemon is at full HP, it survives one hit with at least 1 HP. OHKO moves fail when used against this Pokemon.",
"Suction Cups (吸盘)","This Pokemon cannot be forced to switch out by another Pokemon's attack or item.",
"Super Luck (超幸运)","This Pokemon's critical hit ratio is raised by 1 stage.",
"Swarm (虫之预感)","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its offensive stat is multiplied by 1.5 while using a Bug-type attack.",
"Sweet Veil (甜幕)","This Pokemon and its allies cannot fall asleep, but those already asleep do not wake up immediately. This Pokemon and its allies cannot use Rest successfully or become affected by Yawn, and those previously affected will not fall asleep.",
"Swift Swim (悠游自如)","If Rain Dance is active, this Pokemon's Speed is doubled.",
"Symbiosis (共生)","If an ally uses its item, this Pokemon gives its item to that ally immediately. Does not activate if the ally's item was stolen or knocked off.",
"Synchronize (同步)","If another Pokemon burns, paralyzes, poisons, or badly poisons this Pokemon, that Pokemon receives the same non-volatile status condition.",
"Tangled Feet (蹒跚)","This Pokemon's evasiveness is doubled as long as it is confused.",
"Technician (技术高手)","This Pokemon's moves of 60 power or less have their power multiplied by 1.5, including Struggle. This effect comes after a move's effect changes its own power.",
"Telepathy (心灵感应)","This Pokemon does not take damage from attacks made by its allies.",
"Teravolt (兆级电压)","This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are Aroma Veil, Aura Break, Battle Armor, Big Pecks, Bulletproof, Clear Body, Contrary, Damp, Dark Aura, Dry Skin, Fairy Aura, Filter, Flash Fire, Flower Gift, Flower Veil, Friend Guard, Fur Coat, Grass Pelt, Heatproof, Heavy Metal, Hyper Cutter, Immunity, Inner Focus, Insomnia, Keen Eye, Leaf Guard, Levitate, Light Metal, Lightning Rod, Limber, Magic Bounce, Magma Armor, Marvel Scale, Motor Drive, Multiscale, Oblivious, Overcoat, Own Tempo, Sand Veil, Sap Sipper, Shell Armor, Shield Dust, Simple, Snow Cloak, Solid Rock, Soundproof, Sticky Hold, Storm Drain, Sturdy, Suction Cups, Sweet Veil, Tangled Feet, Telepathy, Thick Fat, Unaware, Vital Spirit, Volt Absorb, Water Absorb, Water Veil, White Smoke, Wonder Guard, and Wonder Skin. This affects every other Pokemon on the field, whether or not it is a target of this Pokemon's move, and whether or not their Ability is beneficial to this Pokemon.",
"Thick Fat (厚脂肪)","If a Pokemon uses a Fire- or Ice-type attack against this Pokemon, that Pokemon's offensive stat is halved when calculating the damage to this Pokemon.",
"Tinted Lens (有色眼镜)","This Pokemon's attacks that are not very effective on a target deal double damage.",
"Torrent (激流)","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its offensive stat is multiplied by 1.5 while using a Water-type attack.",
"Tough Claws (硬爪)","This Pokemon's contact moves have their power multiplied by 1.3.",
"Toxic Boost (中毒激升)","While this Pokemon is poisoned, the power of its physical attacks is multiplied by 1.5.",
"Trace (复制)","On switch-in, this Pokemon copies a random adjacent opposing Pokemon's Ability. Abilities that cannot be copied are Flower Gift, Forecast, Illusion, Imposter, Multitype, Stance Change, Trace, and Zen Mode. If no opposing Pokemon has an Ability that can be copied, this Ability will activate as soon as one does.",
"Truant (懒惰)","This Pokemon skips every other turn instead of using a move.",
"Turboblaze (涡轮火焰)","This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are Aroma Veil, Aura Break, Battle Armor, Big Pecks, Bulletproof, Clear Body, Contrary, Damp, Dark Aura, Dry Skin, Fairy Aura, Filter, Flash Fire, Flower Gift, Flower Veil, Friend Guard, Fur Coat, Grass Pelt, Heatproof, Heavy Metal, Hyper Cutter, Immunity, Inner Focus, Insomnia, Keen Eye, Leaf Guard, Levitate, Light Metal, Lightning Rod, Limber, Magic Bounce, Magma Armor, Marvel Scale, Motor Drive, Multiscale, Oblivious, Overcoat, Own Tempo, Sand Veil, Sap Sipper, Shell Armor, Shield Dust, Simple, Snow Cloak, Solid Rock, Soundproof, Sticky Hold, Storm Drain, Sturdy, Suction Cups, Sweet Veil, Tangled Feet, Telepathy, Thick Fat, Unaware, Vital Spirit, Volt Absorb, Water Absorb, Water Veil, White Smoke, Wonder Guard, and Wonder Skin. This affects every other Pokemon on the field, whether or not it is a target of this Pokemon's move, and whether or not their Ability is beneficial to this Pokemon.",
"Unaware (纯朴)","This Pokemon ignores other Pokemon's Attack, Special Attack, and accuracy stat stages when taking damage, and ignores other Pokemon's Defense, Special Defense, and evasiveness stat stages when dealing damage.",
"Unburden (轻装)","If this Pokemon loses its held item for any reason, its Speed is doubled as long as it remains active, has this Ability, and is not holding an item.",
"Unnerve (紧张感)","While this Pokemon is active, it prevents opposing Pokemon from using their Berries. This Ability activates before hazards and other Abilities take effect.",
"Victory Star (胜利之星)","This Pokemon and its allies' moves have their accuracy multiplied by 1.1.",
"Vital Spirit (干劲)","This Pokemon cannot fall asleep. Gaining this Ability while asleep cures it.",
"Volt Absorb (蓄电)","This Pokemon is immune to Electric-type moves and restores 1/4 of its maximum HP, rounded down, when hit by an Electric-type move.",
"Water Absorb (储水)","This Pokemon is immune to Water-type moves and restores 1/4 of its maximum HP, rounded down, when hit by a Water-type move.",
"Water Veil (水幕)","This Pokemon cannot be burned. Gaining this Ability while burned cures it.",
"Weak Armor (碎裂铠甲)","If a physical attack hits this Pokemon, its Defense is lowered by 1 stage and its Speed is raised by 1 stage.",
"White Smoke (白色烟雾)","Prevents other Pokemon from lowering this Pokemon's stat stages.",
"Wonder Guard (神奇守护)","This Pokemon can only be damaged by supereffective moves and indirect damage.",
"Wonder Skin (奇迹皮肤)","Non-damaging moves that check accuracy have their accuracy changed to 50% when used against this Pokemon. This effect comes before other effects that modify accuracy.",
"Zen Mode (达摩模式)","If this Pokemon is a Darmanitan, it changes to Zen Mode if it has 1/2 or less of its maximum HP at the end of a turn. If Darmanitan's HP is above 1/2 of its maximum HP at the end of a turn, it changes back to Standard Mode. If Darmanitan loses this Ability while in Zen Mode, it reverts to Standard Mode immediately.",
