68,"Machamp (怪力)","Fighting","",90,130,80,65,85,55,505,"Guts (毅力)","No Guard (无防守)","","",
69,"Bellsprout (喇叭芽)","Grass","Poison",50,75,35,70,30,40,300,"Chlorophyll (叶绿素)","","","",
70,"Weepinbell (口呆花)","Grass","Poison",65,90,50,85,45,55,390,"Chlorophyll (叶绿素)","","","",
71,"Victreebel (大食花)","Grass","Poison",80,105,65,100,60,70,480,"Chlorophyll (叶绿素)","","","",
72,"Tentacool (玛瑙水母)","Water","Poison",40,40,35,50,100,70,335,"Clear Body (恒净之躯)","Liquid Ooze (污泥浆)","","",
73,"Tentacruel (毒刺水母)","Water","Poison",80,70,65,80,120,100,515,"Clear Body (恒净之躯)","Liquid Ooze (污泥浆)","","",
74,"Geodude (小拳石)","Rock","Ground",40,80,100,30,30,20,300,"Rock Head (坚硬脑袋)","Sturdy (结实)","","",
75,"Graveler (隆隆石)","Rock","Ground",55,95,115,45,45,35,390,"Rock Head (坚硬脑袋)","Sturdy (结实)","","",
76,"Golem (隆隆岩)","Rock","Ground",80,110,130,55,65,45,485,"Rock Head (坚硬脑袋)","Sturdy (结实)","","",
77,"Ponyta (小火马)","Fire","",50,85,55,65,65,90,410,"Run Away (逃跑)","Flash Fire (引火)","","",
78,"Rapidash (烈焰马)","Fire","",65,100,70,80,80,105,500,"Run Away (逃跑)","Flash Fire (引火)","","",
79,"Slowpoke (呆呆兽)","Water","Psychic",90,65,65,40,40,15,315,"Oblivious (迟钝)","Own Tempo (我行我素)","","",
80,"Slowbro (呆壳兽)","Water","Psychic",95,75,110,100,80,30,490,"Oblivious (迟钝)","Own Tempo (我行我素)","","",
81,"Magnemite (小磁怪)","Electric","Steel",25,35,70,95,55,45,325,"Magnet Pull (磁力)","Sturdy (结实)","","",
82,"Magneton (三合一磁怪)","Electric","Steel",50,60,95,120,70,70,465,"Magnet Pull (磁力)","Sturdy (结实)","","",
83,"Farfetch'd (大葱鸭)","Normal","Flying",52,65,55,58,62,60,352,"Keen Eye (锐利目光)","Inner Focus (精神力)","","",
84,"Doduo (嘟嘟)","Normal","Flying",35,85,45,35,35,75,310,"Run Away (逃跑)","Early Bird (早起)","","",
85,"Dodrio (嘟嘟利)","Normal","Flying",60,110,70,60,60,100,460,"Run Away (逃跑)","Early Bird (早起)","","",
86,"Seel (小海狮)","Water","",65,45,55,45,70,45,325,"Thick Fat (厚脂肪)","Hydration (湿润之躯)","","",
87,"Dewgong (白海狮)","Water","Ice",90,70,80,70,95,70,475,"Thick Fat (厚脂肪)","Hydration (湿润之躯)","","",
88,"Grimer (臭泥)","Poison","",80,80,50,40,50,25,325,"Stench (恶臭)","Sticky Hold (黏着)","","",
89,"Muk (臭臭泥)","Poison","",105,105,75,65,100,50,500,"Stench (恶臭)","Sticky Hold (黏着)","","",
90,"Shellder (大舌贝)","Water","",30,65,100,45,25,40,305,"Shell Armor (硬壳盔甲)","Skill Link (连续攻击)","","",
91,"Cloyster (刺甲贝)","Water","Ice",50,95,180,85,45,70,525,"Shell Armor (硬壳盔甲)","Skill Link (连续攻击)","","",
92,"Gastly (鬼斯)","Ghost","Poison",30,35,30,100,35,80,310,"Levitate (飘浮)","","","",
93,"Haunter (鬼斯通)","Ghost","Poison",45,50,45,115,55,95,405,"Levitate (飘浮)","","","",
94,"Gengar (耿鬼)","Ghost","Poison",60,65,60,130,75,110,500,"Levitate (飘浮)","","","",
95,"Onix (大岩蛇)","Rock","Ground",35,45,160,30,45,70,385,"Rock Head (坚硬脑袋)","Sturdy (结实)","","",
96,"Drowzee (催眠貘)","Psychic","",60,48,45,43,90,42,328,"Insomnia (不眠)","Forewarn (预知梦)","","",
97,"Hypno (引梦貘人)","Psychic","",85,73,70,73,115,67,483,"Insomnia (不眠)","Forewarn (预知梦)","","",
98,"Krabby (大钳蟹)","Water","",30,105,90,25,25,50,325,"Hyper Cutter (怪力钳)","Shell Armor (硬壳盔甲)","","",
99,"Kingler (巨钳蟹)","Water","",55,130,115,50,50,75,475,"Hyper Cutter (怪力钳)","Shell Armor (硬壳盔甲)","","",
100,"Voltorb (霹雳电球)","Electric","",40,30,50,55,55,100,330,"Soundproof (隔音)","Static (静电)","","",
101,"Electrode (顽皮雷弹)","Electric","",60,50,70,80,80,140,480,"Soundproof (隔音)","Static (静电)","","",
102,"Exeggcute (蛋蛋)","Grass","Psychic",60,40,80,60,45,40,325,"Chlorophyll (叶绿素)","","","",
103,"Exeggutor (椰蛋树)","Grass","Psychic",95,95,85,125,65,55,520,"Chlorophyll (叶绿素)","","","",
104,"Cubone (卡拉卡拉)","Ground","",50,50,95,40,50,35,320,"Rock Head (坚硬脑袋)","Lightning Rod (避雷针)","","",
105,"Marowak (嘎啦嘎啦)","Ground","",60,80,110,50,80,45,425,"Rock Head (坚硬脑袋)","Lightning Rod (避雷针)","","",
106,"Hitmonlee (飞腿郎)","Fighting","",50,120,53,35,110,87,455,"Limber (柔软)","Reckless (舍身)","","",
107,"Hitmonchan (快拳郎)","Fighting","",50,105,79,35,110,76,455,"Keen Eye (锐利目光)","Iron Fist (铁拳)","","",
108,"Lickitung (大舌头)","Normal","",90,55,75,60,75,30,385,"Own Tempo (我行我素)","Oblivious (迟钝)","","",
109,"Koffing (瓦斯弹)","Poison","",40,65,95,60,45,35,340,"Levitate (飘浮)","","","",
110,"Weezing (双弹瓦斯)","Poison","",65,90,120,85,70,60,490,"Levitate (飘浮)","","","",
111,"Rhyhorn (独角犀牛)","Ground","Rock",80,85,95,30,30,25,345,"Lightning Rod (避雷针)","Rock Head (坚硬脑袋)","","",
112,"Rhydon (钻角犀兽)","Ground","Rock",105,130,120,45,45,40,485,"Lightning Rod (避雷针)","Rock Head (坚硬脑袋)","","",
113,"Chansey (吉利蛋)","Normal","",250,5,5,35,105,50,450,"Natural Cure (自然回复)","Serene Grace (天恩)","","",
114,"Tangela (蔓藤怪)","Grass","",65,55,115,100,40,60,435,"Chlorophyll (叶绿素)","Leaf Guard (叶子防守)","","",
115,"Kangaskhan (袋兽)","Normal","",105,95,80,40,80,90,490,"Early Bird (早起)","Scrappy (胆量)","","",
116,"Horsea (墨海马)","Water","",30,40,70,70,25,60,295,"Swift Swim (悠游自如)","Sniper (狙击手)","","",
117,"Seadra (海刺龙)","Water","",55,65,95,95,45,85,440,"Poison Point (毒刺)","Sniper (狙击手)","","",
118,"Goldeen (角金鱼)","Water","",45,67,60,35,50,63,320,"Swift Swim (悠游自如)","Water Veil (水幕)","","",
119,"Seaking (金鱼王)","Water","",80,92,65,65,80,68,450,"Swift Swim (悠游自如)","Water Veil (水幕)","","",
120,"Staryu (海星星)","Water","",30,45,55,70,55,85,340,"Illuminate (发光)","Natural Cure (自然回复)","","",
121,"Starmie (宝石海星)","Water","Psychic",60,75,85,100,85,115,520,"Illuminate (发光)","Natural Cure (自然回复)","","",
122,"Mr. Mime (魔墙人偶)","Psychic","",40,45,65,100,120,90,460,"Soundproof (隔音)","Filter (过滤)","","",
123,"Scyther (飞天螳螂)","Bug","Flying",70,110,80,55,80,105,500,"Swarm (虫之预感)","Technician (技术高手)","","",
124,"Jynx (迷唇姐)","Ice","Psychic",65,50,35,115,95,95,455,"Oblivious (迟钝)","Forewarn (预知梦)","","",
125,"Electabuzz (电击兽)","Electric","",65,83,57,95,85,105,490,"Static (静电)","","","",
126,"Magmar (鸭嘴火兽)","Fire","",65,95,57,100,85,93,495,"Flame Body (火焰之躯)","","","",
127,"Pinsir (凯罗斯)","Bug","",65,125,100,55,70,85,500,"Hyper Cutter (怪力钳)","Mold Breaker (破格)","","",
128,"Tauros (肯泰罗)","Normal","",75,100,95,40,70,110,490,"Intimidate (威吓)","Anger Point (愤怒穴位)","","",
129,"Magikarp (鲤鱼王)","Water","",20,10,55,15,20,80,200,"Swift Swim (悠游自如)","","","",
130,"Gyarados (暴鲤龙)","Water","Flying",95,125,79,60,100,81,540,"Intimidate (威吓)","","","",
131,"Lapras (拉普拉斯)","Water","Ice",130,85,80,85,95,60,535,"Water Absorb (储水)","Shell Armor (硬壳盔甲)","","",
132,"Ditto (百变怪)","Normal","",48,48,48,48,48,48,288,"Limber (柔软)","","","",
133,"Eevee (伊布)","Normal","",55,55,50,45,65,55,325,"Run Away (逃跑)","Adaptability (适应力)","","",
134,"Vaporeon (水伊布)","Water","",130,65,60,110,95,65,525,"Water Absorb (储水)","","","",
135,"Jolteon (雷伊布)","Electric","",65,65,60,110,95,130,525,"Volt Absorb (蓄电)","","","",
136,"Flareon (火伊布)","Fire","",65,130,60,95,110,65,525,"Flash Fire (引火)","","","",
137,"Porygon (多边兽)","Normal","",65,60,70,85,75,40,395,"Trace (复制)","Download (下载)","","",
138,"Omanyte (菊石兽)","Rock","Water",35,40,100,90,55,35,355,"Swift Swim (悠游自如)","Shell Armor (硬壳盔甲)","","",
139,"Omastar (多刺菊石兽)","Rock","Water",70,60,125,115,70,55,495,"Swift Swim (悠游自如)","Shell Armor (硬壳盔甲)","","",
140,"Kabuto (化石盔)","Rock","Water",30,80,90,55,45,55,355,"Swift Swim (悠游自如)","Battle Armor (战斗盔甲)","","",
141,"Kabutops (镰刀盔)","Rock","Water",60,115,105,65,70,80,495,"Swift Swim (悠游自如)","Battle Armor (战斗盔甲)","","",
142,"Aerodactyl (化石翼龙)","Rock","Flying",80,105,65,60,75,130,515,"Rock Head (坚硬脑袋)","Pressure (压迫感)","","",
143,"Snorlax (卡比兽)","Normal","",160,110,65,65,110,30,540,"Immunity (免疫)","Thick Fat (厚脂肪)","","",
144,"Articuno (急冻鸟)","Ice","Flying",90,85,100,95,125,85,580,"Pressure (压迫感)","","","",
145,"Zapdos (闪电鸟)","Electric","Flying",90,90,85,125,90,100,580,"Pressure (压迫感)","","","",
146,"Moltres (火焰鸟)","Fire","Flying",90,100,90,125,85,90,580,"Pressure (压迫感)","","","",
147,"Dratini (迷你龙)","Dragon","",41,64,45,50,50,50,300,"Shed Skin (蜕皮)","","","",
148,"Dragonair (哈克龙)","Dragon","",61,84,65,70,70,70,420,"Shed Skin (蜕皮)","","","",
149,"Dragonite (快龙)","Dragon","Flying",91,134,95,100,100,80,600,"Inner Focus (精神力)","","","",
150,"Mewtwo (超梦)","Psychic","",106,110,90,154,90,130,680,"Pressure (压迫感)","","","",
151,"Mew (梦幻)","Psychic","",100,100,100,100,100,100,600,"Synchronize (同步)","","","",
152,"Chikorita (菊草叶)","Grass","",45,49,65,49,65,45,318,"Overgrow (茂盛)","","","",
153,"Bayleef (月桂叶)","Grass","",60,62,80,63,80,60,405,"Overgrow (茂盛)","","","",
154,"Meganium (大竺葵)","Grass","",80,82,100,83,100,80,525,"Overgrow (茂盛)","","","",
155,"Cyndaquil (火球鼠)","Fire","",39,52,43,60,50,65,309,"Blaze (猛火)","","","",
156,"Quilava (火岩鼠)","Fire","",58,64,58,80,65,80,405,"Blaze (猛火)","","","",
157,"Typhlosion (火暴兽)","Fire","",78,84,78,109,85,100,534,"Blaze (猛火)","","","",
158,"Totodile (小锯鳄)","Water","",50,65,64,44,48,43,314,"Torrent (激流)","","","",
159,"Croconaw (蓝鳄)","Water","",65,80,80,59,63,58,405,"Torrent (激流)","","","",
160,"Feraligatr (大力鳄)","Water","",85,105,100,79,83,78,530,"Torrent (激流)","","","",
161,"Sentret (尾立)","Normal","",35,46,34,35,45,20,215,"Run Away (逃跑)","Keen Eye (锐利目光)","","",
162,"Furret (大尾立)","Normal","",85,76,64,45,55,90,415,"Run Away (逃跑)","Keen Eye (锐利目光)","","",
163,"Hoothoot (咕咕)","Normal","Flying",60,30,30,36,56,50,262,"Insomnia (不眠)","Keen Eye (锐利目光)","","",
164,"Noctowl (猫头夜鹰)","Normal","Flying",100,50,50,76,96,70,442,"Insomnia (不眠)","Keen Eye (锐利目光)","","",
165,"Ledyba (芭瓢虫)","Bug","Flying",40,20,30,40,80,55,265,"Swarm (虫之预感)","Early Bird (早起)","","",
166,"Ledian (安瓢虫)","Bug","Flying",55,35,50,55,110,85,390,"Swarm (虫之预感)","Early Bird (早起)","","",
167,"Spinarak (圆丝蛛)","Bug","Poison",40,60,40,40,40,30,250,"Swarm (虫之预感)","Insomnia (不眠)","","",
168,"Ariados (阿利多斯)","Bug","Poison",70,90,70,60,60,40,390,"Swarm (虫之预感)","Insomnia (不眠)","","",
169,"Crobat (叉字蝠)","Poison","Flying",85,90,80,70,80,130,535,"Inner Focus (精神力)","","","",
170,"Chinchou (灯笼鱼)","Water","Electric",75,38,38,56,56,67,330,"Volt Absorb (蓄电)","Illuminate (发光)","","",
171,"Lanturn (电灯怪)","Water","Electric",125,58,58,76,76,67,460,"Volt Absorb (蓄电)","Illuminate (发光)","","",
172,"Pichu (皮丘)","Electric","",20,40,15,35,35,60,205,"Static (静电)","","","",
172,"Pichu-Spiky-eared","Electric","",20,40,15,35,35,60,205,"Static (静电)","","","",
173,"Cleffa (皮宝宝)","Normal","",50,25,28,45,55,15,218,"Cute Charm (迷人之躯)","Magic Guard (魔法防守)","","",
174,"Igglybuff (宝宝丁)","Normal","",90,30,15,40,20,15,210,"Cute Charm (迷人之躯)","","","",
175,"Togepi (波克比)","Normal","",35,20,65,40,65,20,245,"Hustle (活力)","Serene Grace (天恩)","","",
176,"Togetic (波克基古)","Normal","Flying",55,40,85,80,105,40,405,"Hustle (活力)","Serene Grace (天恩)","","",
177,"Natu (天然雀)","Psychic","Flying",40,50,45,70,45,70,320,"Synchronize (同步)","Early Bird (早起)","","",
178,"Xatu (天然鸟)","Psychic","Flying",65,75,70,95,70,95,470,"Synchronize (同步)","Early Bird (早起)","","",
179,"Mareep (咩利羊)","Electric","",55,40,40,65,45,35,280,"Static (静电)","","","",
180,"Flaaffy (茸茸羊)","Electric","",70,55,55,80,60,45,365,"Static (静电)","","","",
181,"Ampharos (电龙)","Electric","",90,75,75,115,90,55,500,"Static (静电)","","","",
182,"Bellossom (美丽花)","Grass","",75,80,85,90,100,50,480,"Chlorophyll (叶绿素)","","","",
183,"Marill (玛力露)","Water","",70,20,50,20,50,40,250,"Thick Fat (厚脂肪)","Huge Power (大力士)","","",
184,"Azumarill (玛力露丽)","Water","",100,50,80,50,80,50,410,"Thick Fat (厚脂肪)","Huge Power (大力士)","","",
185,"Sudowoodo (树才怪)","Rock","",70,100,115,30,65,30,410,"Sturdy (结实)","Rock Head (坚硬脑袋)","","",
186,"Politoed (蚊香蛙皇)","Water","",90,75,75,90,100,70,500,"Water Absorb (储水)","Damp (湿气)","","",
187,"Hoppip (毽子草)","Grass","Flying",35,35,40,35,55,50,250,"Chlorophyll (叶绿素)","Leaf Guard (叶子防守)","","",
188,"Skiploom (毽子花)","Grass","Flying",55,45,50,45,65,80,340,"Chlorophyll (叶绿素)","Leaf Guard (叶子防守)","","",
189,"Jumpluff (毽子棉)","Grass","Flying",75,55,70,55,85,110,450,"Chlorophyll (叶绿素)","Leaf Guard (叶子防守)","","",
190,"Aipom (长尾怪手)","Normal","",55,70,55,40,55,85,360,"Run Away (逃跑)","Pickup (捡拾)","","",
191,"Sunkern (向日种子)","Grass","",30,30,30,30,30,30,180,"Chlorophyll (叶绿素)","Solar Power (太阳之力)","","",
192,"Sunflora (向日花怪)","Grass","",75,75,55,105,85,30,425,"Chlorophyll (叶绿素)","Solar Power (太阳之力)","","",
193,"Yanma (蜻蜻蜓)","Bug","Flying",65,65,45,75,45,95,390,"Speed Boost (加速)","Compound Eyes (复眼)","","",
194,"Wooper (乌波)","Water","Ground",55,45,45,25,25,15,210,"Damp (湿气)","Water Absorb (储水)","","",
195,"Quagsire (沼王)","Water","Ground",95,85,85,65,65,35,430,"Damp (湿气)","Water Absorb (储水)","","",
196,"Espeon (太阳伊布)","Psychic","",65,65,60,130,95,110,525,"Synchronize (同步)","","","",
197,"Umbreon (月亮伊布)","Dark","",95,65,110,60,130,65,525,"Synchronize (同步)","","","",
198,"Murkrow (黑暗鸦)","Dark","Flying",60,85,42,85,42,91,405,"Insomnia (不眠)","Super Luck (超幸运)","","",
199,"Slowking (呆呆王)","Water","Psychic",95,75,80,100,110,30,490,"Oblivious (迟钝)","Own Tempo (我行我素)","","",
200,"Misdreavus (梦妖)","Ghost","",60,60,60,85,85,85,435,"Levitate (飘浮)","","","",
201,"Unown (未知图腾)","Psychic","",48,72,48,72,48,48,336,"Levitate (飘浮)","","","",
202,"Wobbuffet (果然翁)","Psychic","",190,33,58,33,58,33,405,"Shadow Tag (踩影)","","","",
203,"Girafarig (麒麟奇)","Normal","Psychic",70,80,65,90,65,85,455,"Inner Focus (精神力)","Early Bird (早起)","","",
204,"Pineco (榛果球)","Bug","",50,65,90,35,35,15,290,"Sturdy (结实)","","","",
205,"Forretress (佛烈托斯)","Bug","Steel",75,90,140,60,60,40,465,"Sturdy (结实)","","","",
206,"Dunsparce (土龙弟弟)","Normal","",100,70,70,65,65,45,415,"Serene Grace (天恩)","Run Away (逃跑)","","",
207,"Gligar (天蝎)","Ground","Flying",65,75,105,35,65,85,430,"Hyper Cutter (怪力钳)","Sand Veil (沙隐)","","",
208,"Steelix (大钢蛇)","Steel","Ground",75,85,200,55,65,30,510,"Rock Head (坚硬脑袋)","Sturdy (结实)","","",
209,"Snubbull (布鲁)","Normal","",60,80,50,40,40,30,300,"Intimidate (威吓)","Run Away (逃跑)","","",
210,"Granbull (布鲁皇)","Normal","",90,120,75,60,60,45,450,"Intimidate (威吓)","Quick Feet (飞毛腿)","","",
211,"Qwilfish (千针鱼)","Water","Poison",65,95,75,55,55,85,430,"Poison Point (毒刺)","Swift Swim (悠游自如)","","",
212,"Scizor (巨钳螳螂)","Bug","Steel",70,130,100,55,80,65,500,"Swarm (虫之预感)","Technician (技术高手)","","",
213,"Shuckle (壶壶)","Bug","Rock",20,10,230,10,230,5,505,"Sturdy (结实)","Gluttony (贪吃鬼)","","",
214,"Heracross (赫拉克罗斯)","Bug","Fighting",80,125,75,40,95,85,500,"Swarm (虫之预感)","Guts (毅力)","","",
215,"Sneasel (狃拉)","Dark","Ice",55,95,55,35,75,115,430,"Inner Focus (精神力)","Keen Eye (锐利目光)","","",
216,"Teddiursa (熊宝宝)","Normal","",60,80,50,50,50,40,330,"Pickup (捡拾)","Quick Feet (飞毛腿)","","",
217,"Ursaring (圈圈熊)","Normal","",90,130,75,75,75,55,500,"Guts (毅力)","Quick Feet (飞毛腿)","","",
218,"Slugma (熔岩虫)","Fire","",40,40,40,70,40,20,250,"Magma Armor (熔岩铠甲)","Flame Body (火焰之躯)","","",
219,"Magcargo (熔岩蜗牛)","Fire","Rock",50,50,120,80,80,30,410,"Magma Armor (熔岩铠甲)","Flame Body (火焰之躯)","","",
220,"Swinub (小山猪)","Ice","Ground",50,50,40,30,30,50,250,"Oblivious (迟钝)","Snow Cloak (雪隐)","","",
221,"Piloswine (长毛猪)","Ice","Ground",100,100,80,60,60,50,450,"Oblivious (迟钝)","Snow Cloak (雪隐)","","",
222,"Corsola (太阳珊瑚)","Water","Rock",55,55,85,65,85,35,380,"Hustle (活力)","Natural Cure (自然回复)","","",
223,"Remoraid (铁炮鱼)","Water","",35,65,35,65,35,65,300,"Hustle (活力)","Sniper (狙击手)","","",
224,"Octillery (章鱼桶)","Water","",75,105,75,105,75,45,480,"Suction Cups (吸盘)","Sniper (狙击手)","","",
225,"Delibird (信使鸟)","Ice","Flying",45,55,45,65,45,75,330,"Vital Spirit (干劲)","Hustle (活力)","","",
226,"Mantine (巨翅飞鱼)","Water","Flying",65,40,70,80,140,70,465,"Swift Swim (悠游自如)","Water Absorb (储水)","","",
227,"Skarmory (盔甲鸟)","Steel","Flying",65,80,140,40,70,70,465,"Keen Eye (锐利目光)","Sturdy (结实)","","",
228,"Houndour (戴鲁比)","Dark","Fire",45,60,30,80,50,65,330,"Early Bird (早起)","Flash Fire (引火)","","",
229,"Houndoom (黑鲁加)","Dark","Fire",75,90,50,110,80,95,500,"Early Bird (早起)","Flash Fire (引火)","","",
