"Gluttony (贪吃鬼)","When this Pokemon is holding a Berry that usually activates with 1/4 or less of its maximum HP, it is eaten at 1/2 or less of its maximum HP instead.",
"Guts (毅力)","If this Pokemon has a non-volatile status condition, its Attack is multiplied by 1.5. This Pokemon's physical attacks ignore the burn effect of halving damage.",
"Heatproof (耐热)","The power of Fire-type attacks against this Pokemon is halved. This Pokemon takes half of the usual burn damage, rounded down.",
"Honey Gather (采蜜)","No competitive use.",
"Huge Power (大力士)","This Pokemon's Attack is doubled.",
"Hustle (活力)","This Pokemon's Attack is multiplied by 1.5 and the accuracy of its physical attacks is multiplied by 0.8.",
"Hydration (湿润之躯)","This Pokemon has its non-volatile status condition cured at the end of each turn if Rain Dance is active.",
"Hyper Cutter (怪力钳)","Prevents other Pokemon from lowering this Pokemon's Attack stat stage.",
"Ice Body (冰冻之躯)","If Hail is active, this Pokemon restores 1/16 of its maximum HP, rounded down, at the end of each turn. This Pokemon takes no damage from Hail.",
"Illuminate (发光)","Prevents other Pokemon from lowering this Pokemon's accuracy stat stage. This Pokemon ignores a target's evasiveness stat stage.",
"Immunity (免疫)","This Pokemon cannot be poisoned. Gaining this Ability while poisoned cures it.",
"Inner Focus (精神力)","This Pokemon cannot be made to flinch.",
"Insomnia (不眠)","This Pokemon cannot fall asleep. Gaining this Ability while asleep cures it.",
"Intimidate (威吓)","On switch-in, this Pokemon lowers the Attack of opposing Pokemon by 1 stage. Pokemon behind a substitute are immune. If U-turn breaks an opposing substitute and this Pokemon switches in as the replacement, the Pokemon that had the substitute is still immune to this Ability.",
"Iron Fist (铁拳)","This Pokemon's punch-based attacks have their power multiplied by 1.2.",
"Keen Eye (锐利目光)","Prevents other Pokemon from lowering this Pokemon's accuracy stat stage.",
"Klutz (笨拙)","This Pokemon's held item has no effect. This Pokemon cannot use Fling successfully. Macho Brace, Power Anklet, Power Band, Power Belt, Power Bracer, Power Lens, and Power Weight still have their effects.",
"Leaf Guard (叶子防守)","If Sunny Day is active, this Pokemon cannot become affected by a non-volatile status condition or Yawn, but can use Rest normally.",
"Levitate (飘浮)","This Pokemon is immune to Ground-type attacks and the effects of Spikes, Toxic Spikes, and the Arena Trap Ability. The effects of Gravity, Ingrain, and Iron Ball nullify the immunity.",
"Lightning Rod (避雷针)","If this Pokemon is not the target of a single-target Electric-type move used by another Pokemon, this Pokemon redirects that move to itself.",
"Limber (柔软)","This Pokemon cannot be paralyzed. Gaining this Ability while paralyzed cures it.",
"Liquid Ooze (污泥浆)","This Pokemon damages those draining HP from it for as much as they would heal. This effect does not consider Dream Eater.",
"Magic Guard (魔法防守)","This Pokemon can only be damaged by direct attacks. Curse and Substitute on use, Belly Drum, Pain Split, Struggle recoil, and confusion damage are considered direct damage. This Pokemon cannot be prevented from moving because of paralysis, and is unaffected by Toxic Spikes on switch-in.",
"Magma Armor (熔岩铠甲)","This Pokemon cannot be frozen. Gaining this Ability while frozen cures it.",
"Magnet Pull (磁力)","Prevents opposing Steel-type Pokemon from choosing to switch out, unless they are holding a Shed Shell.",
"Marvel Scale (神奇鳞片)","If this Pokemon has a non-volatile status condition, its Defense is multiplied by 1.5.",
"Minus (负电)","If an active ally has the Plus Ability, this Pokemon's Special Attack is multiplied by 1.5.",
"Mold Breaker (破格)","This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are Battle Armor, Clear Body, Damp, Dry Skin, Filter, Flash Fire, Flower Gift, Heatproof, Hyper Cutter, Immunity, Inner Focus, Insomnia, Keen Eye, Leaf Guard, Levitate, Lightning Rod, Limber, Magma Armor, Marvel Scale, Motor Drive, Oblivious, Own Tempo, Sand Veil, Shell Armor, Shield Dust, Simple, Snow Cloak, Solid Rock, Soundproof, Sticky Hold, Storm Drain, Sturdy, Suction Cups, Tangled Feet, Thick Fat, Unaware, Vital Spirit, Volt Absorb, Water Absorb, Water Veil, White Smoke, and Wonder Guard. This affects every other Pokemon on the field, whether or not it is a target of this Pokemon's move. The Attack modifier from an ally's Flower Gift Ability is not negated.",
"Motor Drive (电气引擎)","This Pokemon is immune to Electric-type moves and raises its Speed by 1 stage when hit by an Electric-type move.",
"Multitype (多属性)","If this Pokemon is an Arceus, its type changes to match its held Plate. This Pokemon cannot lose its held item due to another Pokemon's attack.",
"Natural Cure (自然回复)","This Pokemon has its non-volatile status condition cured when it switches out.",
"No Guard (无防守)","Every move used by or against this Pokemon will always hit.",
"Normalize (一般皮肤)","This Pokemon's moves are changed to be Normal type. This effect comes after other effects that change a move's type, except Struggle.",
"Oblivious (迟钝)","This Pokemon cannot be infatuated. Gaining this Ability while infatuated cures it.",
"Overgrow (茂盛)","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its Grass-type attacks have their power multiplied by 1.5.",
"Own Tempo (我行我素)","This Pokemon cannot be confused. Gaining this Ability while confused cures it.",
"Pickup (捡拾)","No competitive use.",
"Plus (正电)","If an active ally has the Minus Ability, this Pokemon's Special Attack is multiplied by 1.5.",
"Poison Heal (毒疗)","If this Pokemon is poisoned, it restores 1/8 of its maximum HP, rounded down, at the end of each turn instead of losing HP.",
"Poison Point (毒刺)","30% chance a Pokemon making contact with this Pokemon will be poisoned. This effect does not happen if this Pokemon did not lose HP from the attack.",
"Pressure (压迫感)","If this Pokemon is the target of another Pokemon's move, that move loses one additional PP.",
"Pure Power (瑜伽之力)","This Pokemon's Attack is doubled.",
"Quick Feet (飞毛腿)","If this Pokemon has a non-volatile status condition, its Speed is multiplied by 1.5. This Pokemon ignores the paralysis effect of quartering Speed.",
"Rain Dish (雨盘)","If Rain Dance is active, this Pokemon restores 1/16 of its maximum HP, rounded down, at the end of each turn.",
"Reckless (舍身)","This Pokemon's attacks with recoil or crash damage have their power multiplied by 1.2. Does not affect Struggle.",
"Rivalry (斗争心)","This Pokemon's attacks have their power multiplied by 1.25 against targets of the same gender or multiplied by 0.75 against targets of the opposite gender. There is no modifier if either this Pokemon or the target is genderless.",
"Rock Head (坚硬脑袋)","This Pokemon does not take recoil damage, except Struggle. Does not affect Life Orb damage or crash damage.",
"Rough Skin (粗糙皮肤)","Pokemon making contact with this Pokemon lose 1/8 of their maximum HP, rounded down. This effect does not happen if this Pokemon did not lose HP from the attack.",
"Run Away (逃跑)","No competitive use.",
"Sand Stream (扬沙)","On switch-in, this Pokemon summons Sandstorm.",
"Sand Veil (沙隐)","If Sandstorm is active, the accuracy of moves used against this Pokemon is multiplied by 0.8. This Pokemon takes no damage from Sandstorm.",
"Scrappy (胆量)","This Pokemon can hit Ghost types with Normal- and Fighting-type moves.",
"Serene Grace (天恩)","This Pokemon's moves have their secondary effect chance doubled.",
"Shadow Tag (踩影)","Prevents opposing Pokemon from choosing to switch out, unless they are holding a Shed Shell or also have this Ability.",
"Shed Skin (蜕皮)","This Pokemon has a 33% chance to have its non-volatile status condition cured at the end of each turn.",
"Shell Armor (硬壳盔甲)","This Pokemon cannot be struck by a critical hit.",
"Shield Dust (鳞粉)","This Pokemon is not affected by the secondary effect of another Pokemon's attack.",
"Simple (单纯)","This Pokemon's stat stages are considered doubled during stat calculations. A stat stage cannot be considered more than 6 or less than -6.",
"Skill Link (连续攻击)","This Pokemon's multi-hit attacks always hit the maximum number of times. Does not affect Triple Kick.",
"Slow Start (慢启动)","On switch-in, this Pokemon's Attack and Speed are halved for 5 turns.",
"Sniper (狙击手)","If this Pokemon strikes with a critical hit, the damage is multiplied by 1.5.",
"Snow Cloak (雪隐)","If Hail is active, the accuracy of moves used against this Pokemon is multiplied by 0.8. This Pokemon takes no damage from Hail.",
"Snow Warning (降雪)","On switch-in, this Pokemon summons Hail.",
"Solar Power (太阳之力)","If Sunny Day is active, this Pokemon's Special Attack is multiplied by 1.5 and it loses 1/8 of its maximum HP, rounded down, at the end of each turn.",
"Solid Rock (坚硬岩石)","This Pokemon receives 3/4 damage from supereffective attacks.",
"Soundproof (隔音)","This Pokemon is immune to sound-based moves, including Heal Bell.",
"Speed Boost (加速)","This Pokemon's Speed is raised by 1 stage at the end of each full turn it has been on the field.",
"Stall (慢出)","This Pokemon moves last among Pokemon using the same or greater priority moves.",
"Static (静电)","30% chance a Pokemon making contact with this Pokemon will be paralyzed. This effect does not happen if this Pokemon did not lose HP from the attack.",
"Steadfast (不屈之心)","If this Pokemon flinches, its Speed is raised by 1 stage.",
"Stench (恶臭)","No competitive use.",
"Sticky Hold (黏着)","This Pokemon cannot lose its held item due to another Pokemon's attack, even if the attack knocks out this Pokemon. A Sticky Barb will be transferred to other Pokemon regardless of this Ability.",
"Storm Drain (引水)","If this Pokemon is not the target of a single-target Water-type move used by another Pokemon, this Pokemon redirects that move to itself.",
"Sturdy (结实)","OHKO moves fail when used against this Pokemon.",
"Suction Cups (吸盘)","This Pokemon cannot be forced to switch out by another Pokemon's attack or item.",
"Super Luck (超幸运)","This Pokemon's critical hit ratio is raised by 1 stage.",
"Swarm (虫之预感)","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its Bug-type attacks have their power multiplied by 1.5.",
"Swift Swim (悠游自如)","If Rain Dance is active, this Pokemon's Speed is doubled.",
"Synchronize (同步)","If another Pokemon burns, paralyzes, or poisons this Pokemon, that Pokemon receives the same non-volatile status condition. If another Pokemon badly poisons this Pokemon, that Pokemon becomes poisoned.",
"Tangled Feet (蹒跚)","This Pokemon's evasiveness is doubled as long as it is confused.",
"Technician (技术高手)","This Pokemon's moves of 60 power or less have their power multiplied by 1.5, except Struggle. This effect comes after a move's effect changes its own power, as well as the effects of Charge and Helping Hand.",
"Thick Fat (厚脂肪)","The power of Fire- and Ice-type attacks against this Pokemon is halved.",
"Tinted Lens (有色眼镜)","This Pokemon's attacks that are not very effective on a target deal double damage.",
"Torrent (激流)","When this Pokemon has 1/3 or less of its maximum HP, rounded down, its Water-type attacks have their power multiplied by 1.5.",
"Trace (复制)","On switch-in, this Pokemon copies a random opposing Pokemon's Ability. Abilities that cannot be copied are Forecast, Multitype, and Trace. If no opposing Pokemon has an Ability that can be copied, this Ability will activate as soon as one does.",
"Truant (懒惰)","This Pokemon skips every other turn instead of using a move.",
"Unaware (纯朴)","This Pokemon ignores other Pokemon's Attack, Special Attack, and accuracy stat stages when taking damage, and ignores other Pokemon's Defense, Special Defense, and evasiveness stat stages when dealing damage.",
"Unburden (轻装)","If this Pokemon loses its held item for any reason, its Speed is doubled as long as it remains active, has this Ability, and is not holding an item.",
"Vital Spirit (干劲)","This Pokemon cannot fall asleep. Gaining this Ability while asleep cures it.",
"Volt Absorb (蓄电)","This Pokemon is immune to Electric-type moves and restores 1/4 of its maximum HP, rounded down, when hit by an Electric-type move.",
"Water Absorb (储水)","This Pokemon is immune to Water-type moves and restores 1/4 of its maximum HP, rounded down, when hit by a Water-type move.",
"Water Veil (水幕)","This Pokemon cannot be burned. Gaining this Ability while burned cures it.",
"White Smoke (白色烟雾)","Prevents other Pokemon from lowering this Pokemon's stat stages.",
"Wonder Guard (神奇守护)","This Pokemon is only damaged by Fire Fang, supereffective moves, indirect damage.",
