"String Shot (吐丝)","Bug","Status",0,95,0,40,0,"allAdjacentFoes","Lowers the target's Speed by 1 stage.",
"Struggle (挣扎)","Normal","Physical",50,100,50,10,0,"randomNormal","Deals Normal-type damage. If this move was successful, the user takes damage equal to 1/2 the HP lost by the target, rounded down, but not less than 1 HP. This move is automatically used if none of the user's known moves can be selected.",
"Stun Spore (麻痹粉)","Grass","Status",0,75,0,30,0,"normal","Paralyzes the target.",
"Submission (深渊翻滚)","Fighting","Physical",80,80,64,25,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded down, but not less than 1 HP. If this move breaks the target's substitute, the user does not take any recoil damage.",
"Substitute (替身)","Normal","Status",0,true,0,10,0,"self","The user takes 1/4 of its maximum HP, rounded down, and puts it into a substitute to take its place in battle. The substitute has 1 HP plus the HP used to create it, and is removed once enough damage is inflicted on it or 255 damage is inflicted at once, or if the user switches out or faints. Until the substitute is broken, it receives damage from all attacks made by the opposing Pokemon and shields the user from status effects and stat stage changes caused by the opponent, unless the effect is Disable, Leech Seed, sleep, primary paralysis, or secondary confusion and the user's substitute did not break. The user still takes normal damage from status effects while behind its substitute, unless the effect is confusion damage, which is applied to the opposing Pokemon's substitute instead. If the substitute breaks during a multi-hit attack, the attack ends. Fails if the user does not have enough HP remaining to create a substitute, or if it already has a substitute. The user will create a substitute and then faint if its current HP is exactly 1/4 of its maximum HP.",
"Super Fang (愤怒门牙)","Normal","Physical",1,90,0.9,10,0,"normal","Deals damage to the target equal to half of its current HP, rounded down, but not less than 1 HP. This move ignores type immunity.",
"Supersonic (超音波)","Normal","Status",0,55,0,20,0,"normal","Causes the target to become confused.",
"Surf (冲浪)","Water","Special",95,100,95,15,0,"allAdjacentFoes","No additional effect.",
"Swift (高速星星)","Normal","Physical",60,true,60,20,0,"allAdjacentFoes","This move does not check accuracy and hits even if the target is using Dig or Fly.",
"Swords Dance (剑舞)","Normal","Status",0,true,0,30,0,"self","Raises the user's Attack by 2 stages.",
"Tackle (撞击)","Normal","Physical",35,95,33.25,35,0,"normal","No additional effect.",
"Tail Whip (摇尾巴)","Normal","Status",0,100,0,30,0,"allAdjacentFoes","Lowers the target's Defense by 1 stage.",
"Take Down (猛撞)","Normal","Physical",90,85,76.5,20,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded down, but not less than 1 HP. If this move breaks the target's substitute, the user does not take any recoil damage.",
"Teleport (瞬间移动)","Psychic","Status",0,true,0,20,0,"self","Fails when used.",
"Thrash (大闹一番)","Normal","Physical",90,100,90,20,0,"randomNormal","Whether or not this move is successful, the user spends three or four turns locked into this move and becomes confused immediately after its move on the last turn of the effect, even if it is already confused. If the user is prevented from moving, the effect ends without causing confusion. During the effect, this move's accuracy is overwritten every turn with the current calculated accuracy including stat stage changes, but not to less than 1/256 or more than 255/256.",
"Thunder (打雷)","Electric","Special",120,70,84,10,0,"normal","Has a 10% chance to paralyze the target.",
"Thunder Punch (雷电拳)","Electric","Special",75,100,75,15,0,"normal","Has a 10% chance to paralyze the target.",
"Thunder Shock (电击)","Electric","Special",40,100,40,30,0,"normal","Has a 10% chance to paralyze the target.",
"Thunder Wave (电磁波)","Electric","Status",0,100,0,20,0,"normal","Paralyzes the target. This move does not ignore type immunity.",
"Thunderbolt (十万伏特)","Electric","Special",95,100,95,15,0,"normal","Has a 10% chance to paralyze the target.",
"Toxic (剧毒)","Poison","Status",0,85,0,10,0,"normal","Badly poisons the target.",
"Transform (变身)","Normal","Status",0,true,0,10,0,"normal","The user transforms into the target. The target's current stats, stat stages, types, moves, DVs, species, and sprite are copied. The user's level and HP remain the same and each copied move receives only 5 PP. This move can hit a target using Dig or Fly.",
"Tri Attack (三重攻击)","Normal","Physical",80,100,80,10,0,"normal","No additional effect.",
"Twineedle (双针)","Bug","Physical",25,100,25,20,0,"normal","Hits twice, with the second hit having a 20% chance to poison the target. If the first hit breaks the target's substitute, the move ends.",
"Vine Whip (藤鞭)","Grass","Special",35,100,35,10,0,"normal","No additional effect.",
"Vise Grip (夹住)","Normal","Physical",55,100,55,30,0,"normal","No additional effect.",
"Water Gun (水枪)","Water","Special",40,100,40,25,0,"normal","No additional effect.",
"Waterfall (攀瀑)","Water","Special",80,100,80,15,0,"normal","No additional effect.",
"Whirlwind (吹飞)","Normal","Status",0,85,0,20,0,"normal","No competitive use.",
"Wing Attack (翅膀攻击)","Flying","Physical",35,100,35,35,0,"any","No additional effect.",
"Withdraw (缩入壳中)","Water","Status",0,true,0,40,0,"self","Raises the user's Defense by 1 stage.",
"Wrap (紧束)","Normal","Physical",15,85,12.75,20,0,"normal","The user spends two to five turns using this move. Has a 3/8 chance to last two or three turns, and a 1/8 chance to last four or five turns. The damage calculated for the first turn is used for every other turn. The user cannot select a move and the target cannot execute a move during the effect, but both may switch out. If the user switches out, the target remains unable to execute a move during that turn. If the target switches out, the user uses this move again automatically, and if it had 0 PP at the time, it becomes 63. If the user or the target switch out, or the user is prevented from moving, the effect ends. This move can prevent the target from moving even if it has type immunity, but will not deal damage.",
