68,"Machamp","Fighting","",90,130,80,65,85,55,505,"Guts","No Guard","Steadfast","",
69,"Bellsprout","Grass","Poison",50,75,35,70,30,40,300,"Chlorophyll","","Gluttony","",
70,"Weepinbell","Grass","Poison",65,90,50,85,45,55,390,"Chlorophyll","","Gluttony","",
71,"Victreebel","Grass","Poison",80,105,65,100,60,70,480,"Chlorophyll","","Gluttony","",
72,"Tentacool","Water","Poison",40,40,35,50,100,70,335,"Clear Body","Liquid Ooze","Rain Dish","",
73,"Tentacruel","Water","Poison",80,70,65,80,120,100,515,"Clear Body","Liquid Ooze","Rain Dish","",
74,"Geodude","Rock","Ground",40,80,100,30,30,20,300,"Rock Head","Sturdy","Sand Veil","",
75,"Graveler","Rock","Ground",55,95,115,45,45,35,390,"Rock Head","Sturdy","Sand Veil","",
76,"Golem","Rock","Ground",80,110,130,55,65,45,485,"Rock Head","Sturdy","Sand Veil","",
77,"Ponyta","Fire","",50,85,55,65,65,90,410,"Run Away","Flash Fire","Flame Body","",
78,"Rapidash","Fire","",65,100,70,80,80,105,500,"Run Away","Flash Fire","Flame Body","",
79,"Slowpoke","Water","Psychic",90,65,65,40,40,15,315,"Oblivious","Own Tempo","Regenerator","",
80,"Slowbro","Water","Psychic",95,75,110,100,80,30,490,"Oblivious","Own Tempo","Regenerator","",
81,"Magnemite","Electric","Steel",25,35,70,95,55,45,325,"Magnet Pull","Sturdy","Analytic","",
82,"Magneton","Electric","Steel",50,60,95,120,70,70,465,"Magnet Pull","Sturdy","Analytic","",
83,"Farfetch’d","Normal","Flying",52,65,55,58,62,60,352,"Keen Eye","Inner Focus","Defiant","",
84,"Doduo","Normal","Flying",35,85,45,35,35,75,310,"Run Away","Early Bird","Tangled Feet","",
85,"Dodrio","Normal","Flying",60,110,70,60,60,100,460,"Run Away","Early Bird","Tangled Feet","",
86,"Seel","Water","",65,45,55,45,70,45,325,"Thick Fat","Hydration","Ice Body","",
87,"Dewgong","Water","Ice",90,70,80,70,95,70,475,"Thick Fat","Hydration","Ice Body","",
88,"Grimer","Poison","",80,80,50,40,50,25,325,"Stench","Sticky Hold","Poison Touch","",
89,"Muk","Poison","",105,105,75,65,100,50,500,"Stench","Sticky Hold","Poison Touch","",
90,"Shellder","Water","",30,65,100,45,25,40,305,"Shell Armor","Skill Link","Overcoat","",
91,"Cloyster","Water","Ice",50,95,180,85,45,70,525,"Shell Armor","Skill Link","Overcoat","",
92,"Gastly","Ghost","Poison",30,35,30,100,35,80,310,"Levitate","","","",
93,"Haunter","Ghost","Poison",45,50,45,115,55,95,405,"Levitate","","","",
94,"Gengar","Ghost","Poison",60,65,60,130,75,110,500,"Levitate","","","",
95,"Onix","Rock","Ground",35,45,160,30,45,70,385,"Rock Head","Sturdy","Weak Armor","",
96,"Drowzee","Psychic","",60,48,45,43,90,42,328,"Insomnia","Forewarn","Inner Focus","",
97,"Hypno","Psychic","",85,73,70,73,115,67,483,"Insomnia","Forewarn","Inner Focus","",
98,"Krabby","Water","",30,105,90,25,25,50,325,"Hyper Cutter","Shell Armor","Sheer Force","",
99,"Kingler","Water","",55,130,115,50,50,75,475,"Hyper Cutter","Shell Armor","Sheer Force","",
100,"Voltorb","Electric","",40,30,50,55,55,100,330,"Soundproof","Static","Aftermath","",
101,"Electrode","Electric","",60,50,70,80,80,140,480,"Soundproof","Static","Aftermath","",
102,"Exeggcute","Grass","Psychic",60,40,80,60,45,40,325,"Chlorophyll","","Harvest","",
103,"Exeggutor","Grass","Psychic",95,95,85,125,65,55,520,"Chlorophyll","","Harvest","",
104,"Cubone","Ground","",50,50,95,40,50,35,320,"Rock Head","Lightning Rod","Battle Armor","",
105,"Marowak","Ground","",60,80,110,50,80,45,425,"Rock Head","Lightning Rod","Battle Armor","",
106,"Hitmonlee","Fighting","",50,120,53,35,110,87,455,"Limber","Reckless","Unburden","",
107,"Hitmonchan","Fighting","",50,105,79,35,110,76,455,"Keen Eye","Iron Fist","Inner Focus","",
108,"Lickitung","Normal","",90,55,75,60,75,30,385,"Own Tempo","Oblivious","Cloud Nine","",
109,"Koffing","Poison","",40,65,95,60,45,35,340,"Levitate","","","",
110,"Weezing","Poison","",65,90,120,85,70,60,490,"Levitate","","","",
111,"Rhyhorn","Ground","Rock",80,85,95,30,30,25,345,"Lightning Rod","Rock Head","Reckless","",
112,"Rhydon","Ground","Rock",105,130,120,45,45,40,485,"Lightning Rod","Rock Head","Reckless","",
113,"Chansey","Normal","",250,5,5,35,105,50,450,"Natural Cure","Serene Grace","Healer","",
114,"Tangela","Grass","",65,55,115,100,40,60,435,"Chlorophyll","Leaf Guard","Regenerator","",
115,"Kangaskhan","Normal","",105,95,80,40,80,90,490,"Early Bird","Scrappy","Inner Focus","",
116,"Horsea","Water","",30,40,70,70,25,60,295,"Swift Swim","Sniper","Damp","",
117,"Seadra","Water","",55,65,95,95,45,85,440,"Poison Point","Sniper","Damp","",
118,"Goldeen","Water","",45,67,60,35,50,63,320,"Swift Swim","Water Veil","Lightning Rod","",
119,"Seaking","Water","",80,92,65,65,80,68,450,"Swift Swim","Water Veil","Lightning Rod","",
120,"Staryu","Water","",30,45,55,70,55,85,340,"Illuminate","Natural Cure","Analytic","",
121,"Starmie","Water","Psychic",60,75,85,100,85,115,520,"Illuminate","Natural Cure","Analytic","",
122,"Mr. Mime","Psychic","",40,45,65,100,120,90,460,"Soundproof","Filter","Technician","",
123,"Scyther","Bug","Flying",70,110,80,55,80,105,500,"Swarm","Technician","Steadfast","",
124,"Jynx","Ice","Psychic",65,50,35,115,95,95,455,"Oblivious","Forewarn","Dry Skin","",
125,"Electabuzz","Electric","",65,83,57,95,85,105,490,"Static","","Vital Spirit","",
126,"Magmar","Fire","",65,95,57,100,85,93,495,"Flame Body","","Vital Spirit","",
127,"Pinsir","Bug","",65,125,100,55,70,85,500,"Hyper Cutter","Mold Breaker","Moxie","",
128,"Tauros","Normal","",75,100,95,40,70,110,490,"Intimidate","Anger Point","Sheer Force","",
129,"Magikarp","Water","",20,10,55,15,20,80,200,"Swift Swim","","Rattled","",
130,"Gyarados","Water","Flying",95,125,79,60,100,81,540,"Intimidate","","Moxie","",
131,"Lapras","Water","Ice",130,85,80,85,95,60,535,"Water Absorb","Shell Armor","Hydration","",
132,"Ditto","Normal","",48,48,48,48,48,48,288,"Limber","","Imposter","",
133,"Eevee","Normal","",55,55,50,45,65,55,325,"Run Away","Adaptability","Anticipation","",
134,"Vaporeon","Water","",130,65,60,110,95,65,525,"Water Absorb","","Hydration","",
135,"Jolteon","Electric","",65,65,60,110,95,130,525,"Volt Absorb","","Quick Feet","",
136,"Flareon","Fire","",65,130,60,95,110,65,525,"Flash Fire","","Guts","",
137,"Porygon","Normal","",65,60,70,85,75,40,395,"Trace","Download","Analytic","",
138,"Omanyte","Rock","Water",35,40,100,90,55,35,355,"Swift Swim","Shell Armor","Weak Armor","",
139,"Omastar","Rock","Water",70,60,125,115,70,55,495,"Swift Swim","Shell Armor","Weak Armor","",
140,"Kabuto","Rock","Water",30,80,90,55,45,55,355,"Swift Swim","Battle Armor","Weak Armor","",
141,"Kabutops","Rock","Water",60,115,105,65,70,80,495,"Swift Swim","Battle Armor","Weak Armor","",
142,"Aerodactyl","Rock","Flying",80,105,65,60,75,130,515,"Rock Head","Pressure","Unnerve","",
143,"Snorlax","Normal","",160,110,65,65,110,30,540,"Immunity","Thick Fat","Gluttony","",
144,"Articuno","Ice","Flying",90,85,100,95,125,85,580,"Pressure","","Snow Cloak","",
145,"Zapdos","Electric","Flying",90,90,85,125,90,100,580,"Pressure","","Lightning Rod","",
146,"Moltres","Fire","Flying",90,100,90,125,85,90,580,"Pressure","","Flame Body","",
147,"Dratini","Dragon","",41,64,45,50,50,50,300,"Shed Skin","","Marvel Scale","",
148,"Dragonair","Dragon","",61,84,65,70,70,70,420,"Shed Skin","","Marvel Scale","",
149,"Dragonite","Dragon","Flying",91,134,95,100,100,80,600,"Inner Focus","","Multiscale","",
150,"Mewtwo","Psychic","",106,110,90,154,90,130,680,"Pressure","","Unnerve","",
151,"Mew","Psychic","",100,100,100,100,100,100,600,"Synchronize","","","",
152,"Chikorita","Grass","",45,49,65,49,65,45,318,"Overgrow","","Leaf Guard","",
153,"Bayleef","Grass","",60,62,80,63,80,60,405,"Overgrow","","Leaf Guard","",
154,"Meganium","Grass","",80,82,100,83,100,80,525,"Overgrow","","Leaf Guard","",
155,"Cyndaquil","Fire","",39,52,43,60,50,65,309,"Blaze","","Flash Fire","",
156,"Quilava","Fire","",58,64,58,80,65,80,405,"Blaze","","Flash Fire","",
157,"Typhlosion","Fire","",78,84,78,109,85,100,534,"Blaze","","Flash Fire","",
158,"Totodile","Water","",50,65,64,44,48,43,314,"Torrent","","Sheer Force","",
159,"Croconaw","Water","",65,80,80,59,63,58,405,"Torrent","","Sheer Force","",
160,"Feraligatr","Water","",85,105,100,79,83,78,530,"Torrent","","Sheer Force","",
161,"Sentret","Normal","",35,46,34,35,45,20,215,"Run Away","Keen Eye","Frisk","",
162,"Furret","Normal","",85,76,64,45,55,90,415,"Run Away","Keen Eye","Frisk","",
163,"Hoothoot","Normal","Flying",60,30,30,36,56,50,262,"Insomnia","Keen Eye","Tinted Lens","",
164,"Noctowl","Normal","Flying",100,50,50,76,96,70,442,"Insomnia","Keen Eye","Tinted Lens","",
165,"Ledyba","Bug","Flying",40,20,30,40,80,55,265,"Swarm","Early Bird","Rattled","",
166,"Ledian","Bug","Flying",55,35,50,55,110,85,390,"Swarm","Early Bird","Iron Fist","",
167,"Spinarak","Bug","Poison",40,60,40,40,40,30,250,"Swarm","Insomnia","Sniper","",
168,"Ariados","Bug","Poison",70,90,70,60,60,40,390,"Swarm","Insomnia","Sniper","",
169,"Crobat","Poison","Flying",85,90,80,70,80,130,535,"Inner Focus","","Infiltrator","",
170,"Chinchou","Water","Electric",75,38,38,56,56,67,330,"Volt Absorb","Illuminate","Water Absorb","",
171,"Lanturn","Water","Electric",125,58,58,76,76,67,460,"Volt Absorb","Illuminate","Water Absorb","",
172,"Pichu","Electric","",20,40,15,35,35,60,205,"Static","","Lightning Rod","",
173,"Cleffa","Normal","",50,25,28,45,55,15,218,"Cute Charm","Magic Guard","Friend Guard","",
174,"Igglybuff","Normal","",90,30,15,40,20,15,210,"Cute Charm","","Friend Guard","",
175,"Togepi","Normal","",35,20,65,40,65,20,245,"Hustle","Serene Grace","Super Luck","",
176,"Togetic","Normal","Flying",55,40,85,80,105,40,405,"Hustle","Serene Grace","Super Luck","",
177,"Natu","Psychic","Flying",40,50,45,70,45,70,320,"Synchronize","Early Bird","Magic Bounce","",
178,"Xatu","Psychic","Flying",65,75,70,95,70,95,470,"Synchronize","Early Bird","Magic Bounce","",
179,"Mareep","Electric","",55,40,40,65,45,35,280,"Static","","Plus","",
180,"Flaaffy","Electric","",70,55,55,80,60,45,365,"Static","","Plus","",
181,"Ampharos","Electric","",90,75,75,115,90,55,500,"Static","","Plus","",
182,"Bellossom","Grass","",75,80,85,90,100,50,480,"Chlorophyll","","Healer","",
183,"Marill","Water","",70,20,50,20,50,40,250,"Thick Fat","Huge Power","Sap Sipper","",
184,"Azumarill","Water","",100,50,80,50,80,50,410,"Thick Fat","Huge Power","Sap Sipper","",
185,"Sudowoodo","Rock","",70,100,115,30,65,30,410,"Sturdy","Rock Head","Rattled","",
186,"Politoed","Water","",90,75,75,90,100,70,500,"Water Absorb","Damp","Drizzle","",
187,"Hoppip","Grass","Flying",35,35,40,35,55,50,250,"Chlorophyll","Leaf Guard","Infiltrator","",
188,"Skiploom","Grass","Flying",55,45,50,45,65,80,340,"Chlorophyll","Leaf Guard","Infiltrator","",
189,"Jumpluff","Grass","Flying",75,55,70,55,85,110,450,"Chlorophyll","Leaf Guard","Infiltrator","",
190,"Aipom","Normal","",55,70,55,40,55,85,360,"Run Away","Pickup","Skill Link","",
191,"Sunkern","Grass","",30,30,30,30,30,30,180,"Chlorophyll","Solar Power","Early Bird","",
192,"Sunflora","Grass","",75,75,55,105,85,30,425,"Chlorophyll","Solar Power","Early Bird","",
193,"Yanma","Bug","Flying",65,65,45,75,45,95,390,"Speed Boost","Compound Eyes","Frisk","",
194,"Wooper","Water","Ground",55,45,45,25,25,15,210,"Damp","Water Absorb","Unaware","",
195,"Quagsire","Water","Ground",95,85,85,65,65,35,430,"Damp","Water Absorb","Unaware","",
196,"Espeon","Psychic","",65,65,60,130,95,110,525,"Synchronize","","Magic Bounce","",
197,"Umbreon","Dark","",95,65,110,60,130,65,525,"Synchronize","","Inner Focus","",
198,"Murkrow","Dark","Flying",60,85,42,85,42,91,405,"Insomnia","Super Luck","Prankster","",
199,"Slowking","Water","Psychic",95,75,80,100,110,30,490,"Oblivious","Own Tempo","Regenerator","",
200,"Misdreavus","Ghost","",60,60,60,85,85,85,435,"Levitate","","","",
201,"Unown","Psychic","",48,72,48,72,48,48,336,"Levitate","","","",
202,"Wobbuffet","Psychic","",190,33,58,33,58,33,405,"Shadow Tag","","Telepathy","",
203,"Girafarig","Normal","Psychic",70,80,65,90,65,85,455,"Inner Focus","Early Bird","Sap Sipper","",
204,"Pineco","Bug","",50,65,90,35,35,15,290,"Sturdy","","Overcoat","",
205,"Forretress","Bug","Steel",75,90,140,60,60,40,465,"Sturdy","","Overcoat","",
206,"Dunsparce","Normal","",100,70,70,65,65,45,415,"Serene Grace","Run Away","Rattled","",
207,"Gligar","Ground","Flying",65,75,105,35,65,85,430,"Hyper Cutter","Sand Veil","Immunity","",
208,"Steelix","Steel","Ground",75,85,200,55,65,30,510,"Rock Head","Sturdy","Sheer Force","",
209,"Snubbull","Normal","",60,80,50,40,40,30,300,"Intimidate","Run Away","Rattled","",
210,"Granbull","Normal","",90,120,75,60,60,45,450,"Intimidate","Quick Feet","Rattled","",
211,"Qwilfish","Water","Poison",65,95,75,55,55,85,430,"Poison Point","Swift Swim","Intimidate","",
212,"Scizor","Bug","Steel",70,130,100,55,80,65,500,"Swarm","Technician","Light Metal","",
213,"Shuckle","Bug","Rock",20,10,230,10,230,5,505,"Sturdy","Gluttony","Contrary","",
214,"Heracross","Bug","Fighting",80,125,75,40,95,85,500,"Swarm","Guts","Moxie","",
215,"Sneasel","Dark","Ice",55,95,55,35,75,115,430,"Inner Focus","Keen Eye","Pickpocket","",
216,"Teddiursa","Normal","",60,80,50,50,50,40,330,"Pickup","Quick Feet","Honey Gather","",
217,"Ursaring","Normal","",90,130,75,75,75,55,500,"Guts","Quick Feet","Unnerve","",
218,"Slugma","Fire","",40,40,40,70,40,20,250,"Magma Armor","Flame Body","Weak Armor","",
219,"Magcargo","Fire","Rock",50,50,120,80,80,30,410,"Magma Armor","Flame Body","Weak Armor","",
220,"Swinub","Ice","Ground",50,50,40,30,30,50,250,"Oblivious","Snow Cloak","Thick Fat","",
221,"Piloswine","Ice","Ground",100,100,80,60,60,50,450,"Oblivious","Snow Cloak","Thick Fat","",
222,"Corsola","Water","Rock",55,55,85,65,85,35,380,"Hustle","Natural Cure","Regenerator","",
223,"Remoraid","Water","",35,65,35,65,35,65,300,"Hustle","Sniper","Moody","",
224,"Octillery","Water","",75,105,75,105,75,45,480,"Suction Cups","Sniper","Moody","",
225,"Delibird","Ice","Flying",45,55,45,65,45,75,330,"Vital Spirit","Hustle","Insomnia","",
226,"Mantine","Water","Flying",65,40,70,80,140,70,465,"Swift Swim","Water Absorb","Water Veil","",
227,"Skarmory","Steel","Flying",65,80,140,40,70,70,465,"Keen Eye","Sturdy","Weak Armor","",
228,"Houndour","Dark","Fire",45,60,30,80,50,65,330,"Early Bird","Flash Fire","Unnerve","",
229,"Houndoom","Dark","Fire",75,90,50,110,80,95,500,"Early Bird","Flash Fire","Unnerve","",
230,"Kingdra","Water","Dragon",75,95,95,95,95,85,540,"Swift Swim","Sniper","Damp","",
231,"Phanpy","Ground","",90,60,60,40,40,40,330,"Pickup","","Sand Veil","",
232,"Donphan","Ground","",90,120,120,60,60,50,500,"Sturdy","","Sand Veil","",
233,"Porygon2","Normal","",85,80,90,105,95,60,515,"Trace","Download","Analytic","",
234,"Stantler","Normal","",73,95,62,85,65,85,465,"Intimidate","Frisk","Sap Sipper","",
235,"Smeargle","Normal","",55,20,35,20,45,75,250,"Own Tempo","Technician","Moody","",
236,"Tyrogue","Fighting","",35,35,35,35,35,35,210,"Guts","Steadfast","Vital Spirit","",
237,"Hitmontop","Fighting","",50,95,95,35,110,70,455,"Intimidate","Technician","Steadfast","",
238,"Smoochum","Ice","Psychic",45,30,15,85,65,65,305,"Oblivious","Forewarn","Hydration","",
239,"Elekid","Electric","",45,63,37,65,55,95,360,"Static","","Vital Spirit","",
240,"Magby","Fire","",45,75,37,70,55,83,365,"Flame Body","","Vital Spirit","",
241,"Miltank","Normal","",95,80,105,40,70,100,490,"Thick Fat","Scrappy","Sap Sipper","",
242,"Blissey","Normal","",255,10,10,75,135,55,540,"Natural Cure","Serene Grace","Healer","",
243,"Raikou","Electric","",90,85,75,115,100,115,580,"Pressure","","Volt Absorb","",
244,"Entei","Fire","",115,115,85,90,75,100,580,"Pressure","","Flash Fire","",
245,"Suicune","Water","",100,75,115,90,115,85,580,"Pressure","","Water Absorb","",
246,"Larvitar","Rock","Ground",50,64,50,45,50,41,300,"Guts","","Sand Veil","",
247,"Pupitar","Rock","Ground",70,84,70,65,70,51,410,"Shed Skin","","","",
248,"Tyranitar","Rock","Dark",100,134,110,95,100,61,600,"Sand Stream","","Unnerve","",
249,"Lugia","Psychic","Flying",106,90,130,90,154,110,680,"Pressure","","Multiscale","",
250,"Ho-Oh","Fire","Flying",106,130,90,110,154,90,680,"Pressure","","Regenerator","",
251,"Celebi","Psychic","Grass",100,100,100,100,100,100,600,"Natural Cure","","","",
252,"Treecko","Grass","",40,45,35,65,55,70,310,"Overgrow","","Unburden","",
253,"Grovyle","Grass","",50,65,45,85,65,95,405,"Overgrow","","Unburden","",
254,"Sceptile","Grass","",70,85,65,105,85,120,530,"Overgrow","","Unburden","",
255,"Torchic","Fire","",45,60,40,70,50,45,310,"Blaze","","Speed Boost","",
256,"Combusken","Fire","Fighting",60,85,60,85,60,55,405,"Blaze","","Speed Boost","",
257,"Blaziken","Fire","Fighting",80,120,70,110,70,80,530,"Blaze","","Speed Boost","",
258,"Mudkip","Water","",50,70,50,50,50,40,310,"Torrent","","Damp","",
259,"Marshtomp","Water","Ground",70,85,70,60,70,50,405,"Torrent","","Damp","",
260,"Swampert","Water","Ground",100,110,90,85,90,60,535,"Torrent","","Damp","",
261,"Poochyena","Dark","",35,55,35,30,30,35,220,"Run Away","Quick Feet","Rattled","",
262,"Mightyena","Dark","",70,90,70,60,60,70,420,"Intimidate","Quick Feet","Moxie","",
263,"Zigzagoon","Normal","",38,30,41,30,41,60,240,"Pickup","Gluttony","Quick Feet","",
264,"Linoone","Normal","",78,70,61,50,61,100,420,"Pickup","Gluttony","Quick Feet","",
265,"Wurmple","Bug","",45,45,35,20,30,20,195,"Shield Dust","","Run Away","",
266,"Silcoon","Bug","",50,35,55,25,25,15,205,"Shed Skin","","","",
267,"Beautifly","Bug","Flying",60,70,50,90,50,65,385,"Swarm","","Rivalry","",
268,"Cascoon","Bug","",50,35,55,25,25,15,205,"Shed Skin","","","",
269,"Dustox","Bug","Poison",60,50,70,50,90,65,385,"Shield Dust","","Compound Eyes","",
270,"Lotad","Water","Grass",40,30,30,40,50,30,220,"Swift Swim","Rain Dish","Own Tempo","",
271,"Lombre","Water","Grass",60,50,50,60,70,50,340,"Swift Swim","Rain Dish","Own Tempo","",
272,"Ludicolo","Water","Grass",80,70,70,90,100,70,480,"Swift Swim","Rain Dish","Own Tempo","",
273,"Seedot","Grass","",40,40,50,30,30,30,220,"Chlorophyll","Early Bird","Pickpocket","",
274,"Nuzleaf","Grass","Dark",70,70,40,60,40,60,340,"Chlorophyll","Early Bird","Pickpocket","",
275,"Shiftry","Grass","Dark",90,100,60,90,60,80,480,"Chlorophyll","Early Bird","Pickpocket","",
276,"Taillow","Normal","Flying",40,55,30,30,30,85,270,"Guts","","Scrappy","",
277,"Swellow","Normal","Flying",60,85,60,50,50,125,430,"Guts","","Scrappy","",
278,"Wingull","Water","Flying",40,30,30,55,30,85,270,"Keen Eye","","Rain Dish","",
279,"Pelipper","Water","Flying",60,50,100,85,70,65,430,"Keen Eye","","Rain Dish","",
280,"Ralts","Psychic","",28,25,25,45,35,40,198,"Synchronize","Trace","Telepathy","",
281,"Kirlia","Psychic","",38,35,35,65,55,50,278,"Synchronize","Trace","Telepathy","",
282,"Gardevoir","Psychic","",68,65,65,125,115,80,518,"Synchronize","Trace","Telepathy","",
283,"Surskit","Bug","Water",40,30,32,50,52,65,269,"Swift Swim","","Rain Dish","",
284,"Masquerain","Bug","Flying",70,60,62,80,82,60,414,"Intimidate","","Unnerve","",
285,"Shroomish","Grass","",60,40,60,40,60,35,295,"Effect Spore","Poison Heal","Quick Feet","",
286,"Breloom","Grass","Fighting",60,130,80,60,60,70,460,"Effect Spore","Poison Heal","Technician","",
287,"Slakoth","Normal","",60,60,60,35,35,30,280,"Truant","","","",
288,"Vigoroth","Normal","",80,80,80,55,55,90,440,"Vital Spirit","","","",
289,"Slaking","Normal","",150,160,100,95,65,100,670,"Truant","","","",
290,"Nincada","Bug","Ground",31,45,90,30,30,40,266,"Compound Eyes","","Run Away","",
