"Aura Wheel","Electric","Physical",110,100,110,10,0,"normal","Has a 100% chance to raise the user's Speed by 1 stage. If the user is a Morpeko in Full Belly Mode, this move is Electric type. If the user is a Morpeko in Hangry Mode, this move is Dark type. This move cannot be used successfully unless the user's current form, while considering Transform, is Full Belly or Hangry Mode Morpeko.",
"Aurora Beam","Ice","Special",65,100,65,20,0,"normal","Has a 10% chance to lower the target's Attack by 1 stage.",
"Aurora Veil","Ice","Status",0,true,0,20,0,"allySide","For 5 turns, the user and its party members take 0.5x damage from physical and special attacks, or 0.66x damage if in a Double Battle; does not reduce damage further with Reflect or Light Screen. Critical hits ignore this protection. It is removed from the user's side if the user or an ally is successfully hit by Brick Break, Psychic Fangs, or Defog. Brick Break and Psychic Fangs remove the effect before damage is calculated. Lasts for 8 turns if the user is holding Light Clay. Fails unless the weather is Hail.",
"Avalanche","Ice","Physical",60,100,60,10,-4,"normal","Power doubles if the user was hit by the target this turn.",
"Axe Kick","Fighting","Physical",120,90,108,10,0,"normal","Has a 30% chance to confuse the target. If this attack is not successful, the user loses half of its maximum HP, rounded down, as crash damage. Pokemon with the Magic Guard Ability are unaffected by crash damage.",
"Baby-Doll Eyes","Fairy","Status",0,100,0,30,1,"normal","Lowers the target's Attack by 1 stage.",
"Baneful Bunker","Poison","Status",0,true,0,10,4,"self","The user is protected from most attacks made by other Pokemon during this turn, and Pokemon making contact with the user become poisoned. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",
"Barb Barrage","Poison","Physical",60,100,60,10,0,"normal","Has a 50% chance to poison the target. Power doubles if the target is already poisoned.",
"Baton Pass","Normal","Status",0,true,0,40,0,"self","The user is replaced with another Pokemon in its party. The selected Pokemon has the user's stat stage changes, confusion, and certain move effects transferred to it.",
"Beak Blast","Flying","Physical",100,100,100,15,-3,"normal","If the user is hit by a contact move this turn before it can execute this move, the attacker is burned.",
"Beat Up","Dark","Physical",0,100,0,10,0,"normal","Hits one time for the user and one time for each unfainted Pokemon without a non-volatile status condition in the user's party. The power of each hit is equal to 5+(X/10), where X is each participating Pokemon's base Attack; each hit is considered to come from the user.",
"Behemoth Bash","Steel","Physical",100,100,100,5,0,"normal","No additional effect.",
"Behemoth Blade","Steel","Physical",100,100,100,5,0,"normal","No additional effect.",
"Belch","Poison","Special",120,90,108,10,0,"normal","This move cannot be selected until the user eats a Berry, either by eating one that was held, stealing and eating one off another Pokemon with Bug Bite or Pluck, or eating one that was thrown at it with Fling. Once the condition is met, this move can be selected and used for the rest of the battle even if the user gains or uses another item or switches out. Consuming a Berry with Natural Gift does not count for the purposes of eating one.",
"Belly Drum","Normal","Status",0,true,0,10,0,"self","Raises the user's Attack by 12 stages in exchange for the user losing 1/2 of its maximum HP, rounded down. Fails if the user would faint or if its Attack stat stage is 6.",
"Bind","Normal","Physical",15,85,12.75,20,0,"normal","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",
"Bite","Dark","Physical",60,100,60,25,0,"normal","Has a 30% chance to make the target flinch.",
"Bitter Blade","Fire","Physical",90,100,90,10,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Bitter Malice","Ghost","Special",75,100,75,10,0,"normal","Has a 100% chance to lower the target's Attack by 1 stage.",
"Blast Burn","Fire","Special",150,90,135,5,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move.",
"Blaze Kick","Fire","Physical",85,90,76.5,10,0,"normal","Has a 10% chance to burn the target and a higher chance for a critical hit.",
"Bleakwind Storm","Flying","Special",100,80,80,10,0,"allAdjacentFoes","Has a 30% chance to lower the target's Speed by 1 stage. If the weather is Primordial Sea or Rain Dance, this move does not check accuracy. If this move is used against a Pokemon holding Utility Umbrella, this move's accuracy remains at 80%.",
"Blizzard","Ice","Special",110,70,77,5,0,"allAdjacentFoes","Has a 10% chance to freeze the target. If the weather is Snow, this move does not check accuracy.",
"Block","Normal","Status",0,true,0,5,0,"normal","Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. If the target leaves the field using Baton Pass, the replacement will remain trapped. The effect ends if the user leaves the field.",
"Blood Moon","Normal","Special",140,100,140,5,0,"normal","Cannot be selected the turn after it's used.",
"Blue Flare","Fire","Special",130,85,110.5,5,0,"normal","Has a 20% chance to burn the target.",
"Body Press","Fighting","Physical",80,100,80,10,0,"normal","Damage is calculated using the user's Defense stat as its Attack, including stat stage changes. Other effects that modify the Attack stat are used as normal.",
"Body Slam","Normal","Physical",85,100,85,15,0,"normal","Has a 30% chance to paralyze the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.",
"Bolt Strike","Electric","Physical",130,85,110.5,5,0,"normal","Has a 20% chance to paralyze the target.",
"Bone Rush","Ground","Physical",25,90,22.5,10,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Boomburst","Normal","Special",140,100,140,10,0,"allAdjacent","No additional effect.",
"Bounce","Flying","Physical",85,85,72.25,5,0,"any","Has a 30% chance to paralyze the target. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister, and Gust and Twister have doubled power when used against it. If the user is holding a Power Herb, the move completes in one turn.",
"Branch Poke","Grass","Physical",40,100,40,40,0,"normal","No additional effect.",
"Brave Bird","Flying","Physical",120,100,120,15,0,"any","If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.",
"Breaking Swipe","Dragon","Physical",60,100,60,15,0,"allAdjacentFoes","Has a 100% chance to lower the target's Attack by 1 stage.",
"Brick Break","Fighting","Physical",75,100,75,15,0,"normal","If this attack does not miss, the effects of Reflect, Light Screen, and Aurora Veil end for the target's side of the field before damage is calculated.",
"Brine","Water","Special",65,100,65,10,0,"normal","Power doubles if the target has less than or equal to half of its maximum HP remaining.",
"Brutal Swing","Dark","Physical",60,100,60,20,0,"allAdjacent","No additional effect.",
"Bubble Beam","Water","Special",65,100,65,20,0,"normal","Has a 10% chance to lower the target's Speed by 1 stage.",
"Bug Bite","Bug","Physical",60,100,60,20,0,"normal","If this move is successful and the user has not fainted, it steals the target's held Berry if it is holding one and eats it immediately, gaining its effects even if the user's item is being ignored. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",
"Bug Buzz","Bug","Special",90,100,90,10,0,"normal","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Bulk Up","Fighting","Status",0,true,0,20,0,"self","Raises the user's Attack and Defense by 1 stage.",
"Bulldoze","Ground","Physical",60,100,60,20,0,"allAdjacent","Has a 100% chance to lower the target's Speed by 1 stage.",
"Bullet Punch","Steel","Physical",40,100,40,30,1,"normal","No additional effect.",
"Bullet Seed","Grass","Physical",25,100,25,30,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Burning Bulwark","Fire","Status",0,true,0,10,4,"self","The user is protected from most attacks made by other Pokemon during this turn, and Pokemon trying to make contact with the user become burned. Non-damaging moves go through this protection. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",
"Burning Jealousy","Fire","Special",70,100,70,5,0,"allAdjacentFoes","Has a 100% chance to burn the target if it had a stat stage raised this turn.",
"Calm Mind","Psychic","Status",0,true,0,20,0,"self","Raises the user's Special Attack and Special Defense by 1 stage.",
"Ceaseless Edge","Dark","Physical",65,90,58.5,15,0,"normal","If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. A maximum of three layers may be set, and opponents lose 1/8 of their maximum HP with one layer, 1/6 of their maximum HP with two layers, and 1/4 of their maximum HP with three layers, all rounded down. Can be removed from the opposing side if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",
"Celebrate","Normal","Status",0,true,0,40,0,"self","No competitive use.",
"Charge","Electric","Status",0,true,0,20,0,"self","Raises the user's Special Defense by 1 stage. The user's next Electric-type attack will have its power doubled; the effect ends when the user is no longer active, or after the user attempts to use any Electric-type move besides Charge, even if it is not successful.",
"Charge Beam","Electric","Special",50,90,45,10,0,"normal","Has a 70% chance to raise the user's Special Attack by 1 stage.",
"Charm","Fairy","Status",0,100,0,20,0,"normal","Lowers the target's Attack by 2 stages.",
"Chilling Water","Water","Special",50,100,50,20,0,"normal","Has a 100% chance to lower the target's Attack by 1 stage.",
"Chilly Reception","Ice","Status",0,true,0,10,0,"all","For 5 turns, the weather becomes Snow. The user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members.",
"Chloroblast","Grass","Special",150,95,142.5,5,0,"normal","If this move is successful, the user loses 1/2 of its maximum HP, rounded up, unless the user has the Magic Guard Ability.",
"Circle Throw","Fighting","Physical",60,90,54,10,-6,"normal","If both the user and the target have not fainted, the target is forced to switch out and be replaced with a random unfainted ally. This effect fails if the target is under the effect of Ingrain, has the Suction Cups Ability, or this move hit a substitute.",
"Clanging Scales","Dragon","Special",110,100,110,5,0,"allAdjacentFoes","Lowers the user's Defense by 1 stage.",
"Clangorous Soul","Dragon","Status",0,100,0,5,0,"self","Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage in exchange for the user losing 33% of its maximum HP, rounded down. Fails if the user would faint or if its Attack, Defense, Special Attack, Special Defense, and Speed stat stages would not change.",
"Clear Smog","Poison","Special",50,true,50,15,0,"normal","Resets all of the target's stat stages to 0.",
"Close Combat","Fighting","Physical",120,100,120,5,0,"normal","Lowers the user's Defense and Special Defense by 1 stage.",
"Coaching","Fighting","Status",0,true,0,10,0,"adjacentAlly","Raises the target's Attack and Defense by 1 stage. Fails if there is no ally adjacent to the user.",
"Coil","Poison","Status",0,true,0,20,0,"self","Raises the user's Attack, Defense, and accuracy by 1 stage.",
"Collision Course","Fighting","Physical",100,100,100,5,0,"normal","Damage is multiplied by 1.3333 if this move is super effective against the target.",
"Comeuppance","Dark","Physical",0,100,0,10,0,"scripted","Deals damage to the last opposing Pokemon to hit the user with a physical or special attack this turn equal to 1.5 times the HP lost by the user from that attack, rounded down. If the user did not lose HP from that attack, this move deals 1 HP of damage instead. If that opposing Pokemon's position is no longer in use and there is another opposing Pokemon on the field, the damage is done to it instead. Only the last hit of a multi-hit attack is counted. Fails if the user was not hit by an opposing Pokemon's physical or special attack this turn.",
"Confide","Normal","Status",0,true,0,20,0,"normal","Lowers the target's Special Attack by 1 stage.",
"Confuse Ray","Ghost","Status",0,100,0,10,0,"normal","Causes the target to become confused.",
"Confusion","Psychic","Special",50,100,50,25,0,"normal","Has a 10% chance to confuse the target.",
"Conversion","Normal","Status",0,true,0,30,0,"self","The user's type changes to match the original type of the move in its first move slot. Fails if the user cannot change its type, or if the type is one of the user's current types.",
"Conversion 2","Normal","Status",0,true,0,30,0,"normal","The user's type changes to match a type that resists or is immune to the type of the last move used by the target, but not either of its current types. The determined type of the move is used rather than the original type. Fails if the target has not made a move, if the user cannot change its type, or if this move would only be able to select one of the user's current types.",
"Copycat","Normal","Status",0,true,0,20,0,"self","The user uses the last move used by any Pokemon, including itself. Fails if no move has been used, or if the last move used was Assist, Baneful Bunker, Beak Blast, Behemoth Bash, Behemoth Blade, Belch, Bestow, Blazing Torque, Celebrate, Chatter, Circle Throw, Combat Torque, Copycat, Counter, Covet, Destiny Bond, Detect, Dragon Tail, Dynamax Cannon, Endure, Feint, Focus Punch, Follow Me, Helping Hand, Hold Hands, King's Shield, Magical Torque, Mat Block, Me First, Metronome, Mimic, Mirror Move, Nature Power, Noxious Torque, Protect, Rage Powder, Roar, Shell Trap, Sketch, Sleep Talk, Snatch, Spiky Shield, Spotlight, Struggle, Switcheroo, Tera Starstorm, Thief, Transform, Trick, Whirlwind, or Wicked Torque.",
"Cosmic Power","Psychic","Status",0,true,0,20,0,"self","Raises the user's Defense and Special Defense by 1 stage.",
"Cotton Guard","Grass","Status",0,true,0,10,0,"self","Raises the user's Defense by 3 stages.",
"Cotton Spore","Grass","Status",0,100,0,40,0,"allAdjacentFoes","Lowers the target's Speed by 2 stages.",
"Counter","Fighting","Physical",0,100,0,20,-5,"scripted","Deals damage to the last opposing Pokemon to hit the user with a physical attack this turn equal to twice the HP lost by the user from that attack. If the user did not lose HP from the attack, this move deals 1 HP of damage instead. If that opposing Pokemon's position is no longer in use and there is another opposing Pokemon on the field, the damage is done to it instead. Only the last hit of a multi-hit attack is counted. Fails if the user was not hit by an opposing Pokemon's physical attack this turn.",
"Court Change","Normal","Status",0,100,0,10,0,"all","Switches the Mist, Light Screen, Reflect, Spikes, Safeguard, Tailwind, Toxic Spikes, Stealth Rock, Water Pledge, Fire Pledge, Grass Pledge, Sticky Web, Aurora Veil, G-Max Steelsurge, G-Max Cannonade, G-Max Vine Lash, and G-Max Wildfire effects from the user's side to the opposing side and vice versa.",
"Covet","Normal","Physical",60,100,60,25,0,"normal","If this attack was successful and the user has not fainted, it steals the target's held item if the user is not holding one. The target's item is not stolen if it is a Mail or Z-Crystal, or if the target is a Kyogre holding a Blue Orb, a Groudon holding a Red Orb, a Giratina holding a Griseous Orb, an Arceus holding a Plate, a Genesect holding a Drive, a Silvally holding a Memory, or a Pokemon that can Mega Evolve holding the Mega Stone for its species. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",
"Crabhammer","Water","Physical",100,90,90,10,0,"normal","Has a higher chance for a critical hit.",
"Cross Chop","Fighting","Physical",100,80,80,5,0,"normal","Has a higher chance for a critical hit.",
"Cross Poison","Poison","Physical",70,100,70,20,0,"normal","Has a 10% chance to poison the target and a higher chance for a critical hit.",
"Crunch","Dark","Physical",80,100,80,15,0,"normal","Has a 20% chance to lower the target's Defense by 1 stage.",
"Crush Claw","Normal","Physical",75,95,71.25,10,0,"normal","Has a 50% chance to lower the target's Defense by 1 stage.",
"Crush Grip","Normal","Physical",0,100,0,5,0,"normal","Power is equal to 120 * (target's current HP / target's maximum HP), rounded half down, but not less than 1.",
"Curse","Ghost","Status",0,true,0,10,0,"normal","If the user is not a Ghost type, lowers the user's Speed by 1 stage and raises the user's Attack and Defense by 1 stage. If the user is a Ghost type, the user loses 1/2 of its maximum HP, rounded down and even if it would cause fainting, in exchange for the target losing 1/4 of its maximum HP, rounded down, at the end of each turn while it is active. If the target uses Baton Pass, the replacement will continue to be affected. Fails if there is no target or if the target is already affected.",
"Dark Pulse","Dark","Special",80,100,80,15,0,"any","Has a 20% chance to make the target flinch.",
"Dark Void","Dark","Status",0,50,0,10,0,"allAdjacentFoes","Causes the target to fall asleep. This move cannot be used successfully unless the user's current form, while considering Transform, is Darkrai.",
"Darkest Lariat","Dark","Physical",85,100,85,10,0,"normal","Ignores the target's stat stage changes, including evasiveness.",
"Dazzling Gleam","Fairy","Special",80,100,80,10,0,"allAdjacentFoes","No additional effect.",
"Decorate","Fairy","Status",0,true,0,15,0,"normal","Raises the target's Attack and Special Attack by 2 stages.",
"Defend Order","Bug","Status",0,true,0,10,0,"self","Raises the user's Defense and Special Defense by 1 stage.",
"Defense Curl","Normal","Status",0,true,0,40,0,"self","Raises the user's Defense by 1 stage. As long as the user remains active, the power of the user's Ice Ball and Rollout will be doubled (this effect is not stackable).",
"Defog","Flying","Status",0,true,0,15,0,"normal","Lowers the target's evasiveness by 1 stage. If this move is successful and whether or not the target's evasiveness was affected, the effects of Reflect, Light Screen, Aurora Veil, Safeguard, Mist, Spikes, Toxic Spikes, Stealth Rock, and Sticky Web end for the target's side, and the effects of Spikes, Toxic Spikes, Stealth Rock, and Sticky Web end for the user's side. Ignores a target's substitute, although a substitute will still block the lowering of evasiveness. If there is a terrain active and this move is successful, the terrain will be cleared.",
"Destiny Bond","Ghost","Status",0,true,0,5,0,"self","Until the user's next move, if an opposing Pokemon's attack knocks the user out, that Pokemon faints as well, unless the attack was Doom Desire or Future Sight. Fails if the user used this move successfully as its last move, disregarding moves used through the Dancer Ability.",
"Detect","Fighting","Status",0,true,0,5,4,"self","The user is protected from most attacks made by other Pokemon during this turn. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",
"Diamond Storm","Rock","Physical",100,95,95,5,0,"allAdjacentFoes","Has a 50% chance to raise the user's Defense by 2 stages.",
"Dig","Ground","Physical",80,100,80,10,0,"normal","This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Earthquake and Magnitude but takes double damage from them, and is also unaffected by weather. If the user is holding a Power Herb, the move completes in one turn.",
"Dire Claw","Poison","Physical",80,100,80,15,0,"normal","Has a 50% chance to cause the target to either fall asleep, become poisoned, or become paralyzed.",
"Disable","Normal","Status",0,100,0,20,0,"normal","For 4 turns, the target's last move used becomes disabled. Fails if one of the target's moves is already disabled, if the target has not made a move, if the target no longer knows the move, or if the move was a Max or G-Max Move.",
"Disarming Voice","Fairy","Special",40,true,40,15,0,"allAdjacentFoes","This move does not check accuracy.",
"Discharge","Electric","Special",80,100,80,15,0,"allAdjacent","Has a 30% chance to paralyze the target.",
"Dive","Water","Physical",80,100,80,10,0,"normal","This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Surf and Whirlpool but takes double damage from them, and is also unaffected by weather. If the user is holding a Power Herb, the move completes in one turn.",
"Doodle","Normal","Status",0,100,0,10,0,"adjacentFoe","The user and its ally's Abilities change to match the target's Ability. Does not change Ability if the user's or its ally's is As One, Battle Bond, Comatose, Disguise, Gulp Missile, Ice Face, Multitype, Power Construct, RKS System, Schooling, Shields Down, Stance Change, Tera Shift, Zen Mode, Zero to Hero, or already matches the target. Fails if both the user and its ally's Ability already matches the target, or if the target's Ability is As One, Battle Bond, Comatose, Commander, Disguise, Embody Aspect, Flower Gift, Forecast, Hunger Switch, Ice Face, Illusion, Imposter, Multitype, Neutralizing Gas, Poison Puppeteer, Power Construct, Power of Alchemy, Protosynthesis, Quark Drive, Receiver, RKS System, Schooling, Shields Down, Stance Change, Tera Shell, Tera Shift, Teraform Zero, Trace, Wonder Guard, Zen Mode, or Zero to Hero.",
"Doom Desire","Steel","Special",140,100,140,5,0,"normal","Deals damage two turns after this move is used. At the end of that turn, the damage is calculated at that time and dealt to the Pokemon at the position the target had when the move was used. If the user is no longer active at the time, damage is calculated based on the user's natural Special Attack stat, types, and level, with no boosts from its held item or Ability. Fails if this move or Future Sight is already in effect for the target's position.",
"Double Hit","Normal","Physical",35,90,31.5,10,0,"normal","Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.",
"Double Kick","Fighting","Physical",30,100,30,30,0,"normal","Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.",
"Double Shock","Electric","Physical",120,100,120,5,0,"normal","Fails unless the user is an Electric type. If this move is successful and the user is not Terastallized, the user's Electric type becomes typeless as long as it remains active.",
"Double Team","Normal","Status",0,true,0,15,0,"self","Raises the user's evasiveness by 1 stage.",
"Double-Edge","Normal","Physical",120,100,120,15,0,"normal","If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.",
"Draco Meteor","Dragon","Special",130,90,117,5,0,"normal","Lowers the user's Special Attack by 2 stages.",
"Dragon Ascent","Flying","Physical",120,100,120,5,0,"any","Lowers the user's Defense and Special Defense by 1 stage.",
"Dragon Breath","Dragon","Special",60,100,60,20,0,"normal","Has a 30% chance to paralyze the target.",
"Dragon Cheer","Dragon","Status",0,true,0,15,0,"adjacentAlly","Raises the target's chance for a critical hit by 1 stage, or by 2 stages if the target is Dragon type. Fails if there is no ally adjacent to the user, or if the target already has this effect or the Focus Energy effect. Baton Pass can be used to transfer this effect to an ally.",
"Dragon Claw","Dragon","Physical",80,100,80,15,0,"normal","No additional effect.",
"Dragon Dance","Dragon","Status",0,true,0,20,0,"self","Raises the user's Attack and Speed by 1 stage.",
"Dragon Darts","Dragon","Physical",50,100,50,10,0,"normal","Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit. In Double Battles, this move attempts to hit the targeted Pokemon and its ally once each. If hitting one of these Pokemon would be prevented by immunity, protection, semi-invulnerability, an Ability, or accuracy, it attempts to hit the other Pokemon twice instead. If this move is redirected, it hits that target twice.",
"Dragon Energy","Dragon","Special",150,100,150,5,0,"allAdjacentFoes","Power is equal to (user's current HP * 150 / user's maximum HP), rounded down, but not less than 1.",
"Dragon Hammer","Dragon","Physical",90,100,90,15,0,"normal","No additional effect.",
"Dragon Pulse","Dragon","Special",85,100,85,10,0,"any","No additional effect.",
"Dragon Rush","Dragon","Physical",100,75,75,10,0,"normal","Has a 20% chance to make the target flinch. Damage doubles and no accuracy check is done if the target has used Minimize while active.",
"Dragon Tail","Dragon","Physical",60,90,54,10,-6,"normal","If both the user and the target have not fainted, the target is forced to switch out and be replaced with a random unfainted ally. This effect fails if the target used Ingrain previously, has the Suction Cups Ability, or this move hit a substitute.",
"Drain Punch","Fighting","Physical",75,100,75,10,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Draining Kiss","Fairy","Special",50,100,50,10,0,"normal","The user recovers 3/4 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Dream Eater","Psychic","Special",100,100,100,15,0,"normal","The target is unaffected by this move unless it is asleep. The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Drill Peck","Flying","Physical",80,100,80,20,0,"any","No additional effect.",
"Drill Run","Ground","Physical",80,95,76,10,0,"normal","Has a higher chance for a critical hit.",
"Drum Beating","Grass","Physical",80,100,80,10,0,"normal","Has a 100% chance to lower the target's Speed by 1 stage.",
"Dual Wingbeat","Flying","Physical",40,90,36,10,0,"normal","Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.",
"Dynamax Cannon","Dragon","Special",100,100,100,5,0,"normal","No additional effect.",
"Dynamic Punch","Fighting","Physical",100,50,50,5,0,"normal","Has a 100% chance to confuse the target.",
"Earth Power","Ground","Special",90,100,90,10,0,"normal","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Earthquake","Ground","Physical",100,100,100,10,0,"allAdjacent","Damage doubles if the target is using Dig.",
