67,"Machoke","Fighting","",80,100,70,50,60,45,405,"Guts","No Guard","Steadfast","",
68,"Machamp","Fighting","",90,130,80,65,85,55,505,"Guts","No Guard","Steadfast","",
72,"Tentacool","Water","Poison",40,40,35,50,100,70,335,"Clear Body","Liquid Ooze","Rain Dish","",
73,"Tentacruel","Water","Poison",80,70,65,80,120,100,515,"Clear Body","Liquid Ooze","Rain Dish","",
77,"Ponyta","Fire","",50,85,55,65,65,90,410,"Run Away","Flash Fire","Flame Body","",
77,"Ponyta-Galar","Psychic","",50,85,55,65,65,90,410,"Run Away","Pastel Veil","Anticipation","",
78,"Rapidash","Fire","",65,100,70,80,80,105,500,"Run Away","Flash Fire","Flame Body","",
78,"Rapidash-Galar","Psychic","Fairy",65,100,70,80,80,105,500,"Run Away","Pastel Veil","Anticipation","",
79,"Slowpoke","Water","Psychic",90,65,65,40,40,15,315,"Oblivious","Own Tempo","Regenerator","",
79,"Slowpoke-Galar","Psychic","",90,65,65,40,40,15,315,"Gluttony","Own Tempo","Regenerator","",
80,"Slowbro","Water","Psychic",95,75,110,100,80,30,490,"Oblivious","Own Tempo","Regenerator","",
80,"Slowbro-Galar","Poison","Psychic",95,100,95,100,70,30,490,"Quick Draw","Own Tempo","Regenerator","",
81,"Magnemite","Electric","Steel",25,35,70,95,55,45,325,"Magnet Pull","Sturdy","Analytic","",
82,"Magneton","Electric","Steel",50,60,95,120,70,70,465,"Magnet Pull","Sturdy","Analytic","",
83,"Farfetch'd","Normal","Flying",52,90,55,58,62,60,377,"Keen Eye","Inner Focus","Defiant","",
83,"Farfetch'd-Galar","Fighting","",52,95,55,58,62,55,377,"Steadfast","","Scrappy","",
90,"Shellder","Water","",30,65,100,45,25,40,305,"Shell Armor","Skill Link","Overcoat","",
91,"Cloyster","Water","Ice",50,95,180,85,45,70,525,"Shell Armor","Skill Link","Overcoat","",
92,"Gastly","Ghost","Poison",30,35,30,100,35,80,310,"Levitate","","","",
93,"Haunter","Ghost","Poison",45,50,45,115,55,95,405,"Levitate","","","",
94,"Gengar","Ghost","Poison",60,65,60,130,75,110,500,"Cursed Body","","","",
95,"Onix","Rock","Ground",35,45,160,30,45,70,385,"Rock Head","Sturdy","Weak Armor","",
98,"Krabby","Water","",30,105,90,25,25,50,325,"Hyper Cutter","Shell Armor","Sheer Force","",
99,"Kingler","Water","",55,130,115,50,50,75,475,"Hyper Cutter","Shell Armor","Sheer Force","",
102,"Exeggcute","Grass","Psychic",60,40,80,60,45,40,325,"Chlorophyll","","Harvest","",
103,"Exeggutor","Grass","Psychic",95,95,85,125,75,55,530,"Chlorophyll","","Harvest","",
103,"Exeggutor-Alola","Grass","Dragon",95,105,85,125,75,45,530,"Frisk","","Harvest","",
104,"Cubone","Ground","",50,50,95,40,50,35,320,"Rock Head","Lightning Rod","Battle Armor","",
105,"Marowak","Ground","",60,80,110,50,80,45,425,"Rock Head","Lightning Rod","Battle Armor","",
105,"Marowak-Alola","Fire","Ghost",60,80,110,50,80,45,425,"Cursed Body","Lightning Rod","Rock Head","",
106,"Hitmonlee","Fighting","",50,120,53,35,110,87,455,"Limber","Reckless","Unburden","",
107,"Hitmonchan","Fighting","",50,105,79,35,110,76,455,"Keen Eye","Iron Fist","Inner Focus","",
108,"Lickitung","Normal","",90,55,75,60,75,30,385,"Own Tempo","Oblivious","Cloud Nine","",
109,"Koffing","Poison","",40,65,95,60,45,35,340,"Levitate","Neutralizing Gas","Stench","",
110,"Weezing","Poison","",65,90,120,85,70,60,490,"Levitate","Neutralizing Gas","Stench","",
110,"Weezing-Galar","Poison","Fairy",65,90,120,85,70,60,490,"Levitate","Neutralizing Gas","Misty Surge","",
111,"Rhyhorn","Ground","Rock",80,85,95,30,30,25,345,"Lightning Rod","Rock Head","Reckless","",
112,"Rhydon","Ground","Rock",105,130,120,45,45,40,485,"Lightning Rod","Rock Head","Reckless","",
113,"Chansey","Normal","",250,5,5,35,105,50,450,"Natural Cure","Serene Grace","Healer","",
114,"Tangela","Grass","",65,55,115,100,40,60,435,"Chlorophyll","Leaf Guard","Regenerator","",
115,"Kangaskhan","Normal","",105,95,80,40,80,90,490,"Early Bird","Scrappy","Inner Focus","",
116,"Horsea","Water","",30,40,70,70,25,60,295,"Swift Swim","Sniper","Damp","",
117,"Seadra","Water","",55,65,95,95,45,85,440,"Poison Point","Sniper","Damp","",
118,"Goldeen","Water","",45,67,60,35,50,63,320,"Swift Swim","Water Veil","Lightning Rod","",
119,"Seaking","Water","",80,92,65,65,80,68,450,"Swift Swim","Water Veil","Lightning Rod","",
120,"Staryu","Water","",30,45,55,70,55,85,340,"Illuminate","Natural Cure","Analytic","",
121,"Starmie","Water","Psychic",60,75,85,100,85,115,520,"Illuminate","Natural Cure","Analytic","",
122,"Mr. Mime","Psychic","Fairy",40,45,65,100,120,90,460,"Soundproof","Filter","Technician","",
122,"Mr. Mime-Galar","Ice","Psychic",50,65,65,90,90,100,460,"Vital Spirit","Screen Cleaner","Ice Body","",
123,"Scyther","Bug","Flying",70,110,80,55,80,105,500,"Swarm","Technician","Steadfast","",
124,"Jynx","Ice","Psychic",65,50,35,115,95,95,455,"Oblivious","Forewarn","Dry Skin","",
125,"Electabuzz","Electric","",65,83,57,95,85,105,490,"Static","","Vital Spirit","",
126,"Magmar","Fire","",65,95,57,100,85,93,495,"Flame Body","","Vital Spirit","",
127,"Pinsir","Bug","",65,125,100,55,70,85,500,"Hyper Cutter","Mold Breaker","Moxie","",
128,"Tauros","Normal","",75,100,95,40,70,110,490,"Intimidate","Anger Point","Sheer Force","",
129,"Magikarp","Water","",20,10,55,15,20,80,200,"Swift Swim","","Rattled","",
130,"Gyarados","Water","Flying",95,125,79,60,100,81,540,"Intimidate","","Moxie","",
131,"Lapras","Water","Ice",130,85,80,85,95,60,535,"Water Absorb","Shell Armor","Hydration","",
132,"Ditto","Normal","",48,48,48,48,48,48,288,"Limber","","Imposter","",
133,"Eevee","Normal","",55,55,50,45,65,55,325,"Run Away","Adaptability","Anticipation","",
134,"Vaporeon","Water","",130,65,60,110,95,65,525,"Water Absorb","","Hydration","",
135,"Jolteon","Electric","",65,65,60,110,95,130,525,"Volt Absorb","","Quick Feet","",
136,"Flareon","Fire","",65,130,60,95,110,65,525,"Flash Fire","","Guts","",
137,"Porygon","Normal","",65,60,70,85,75,40,395,"Trace","Download","Analytic","",
138,"Omanyte","Rock","Water",35,40,100,90,55,35,355,"Swift Swim","Shell Armor","Weak Armor","",
139,"Omastar","Rock","Water",70,60,125,115,70,55,495,"Swift Swim","Shell Armor","Weak Armor","",
140,"Kabuto","Rock","Water",30,80,90,55,45,55,355,"Swift Swim","Battle Armor","Weak Armor","",
141,"Kabutops","Rock","Water",60,115,105,65,70,80,495,"Swift Swim","Battle Armor","Weak Armor","",
142,"Aerodactyl","Rock","Flying",80,105,65,60,75,130,515,"Rock Head","Pressure","Unnerve","",
143,"Snorlax","Normal","",160,110,65,65,110,30,540,"Immunity","Thick Fat","Gluttony","",
144,"Articuno","Ice","Flying",90,85,100,95,125,85,580,"Pressure","","Snow Cloak","",
144,"Articuno-Galar","Psychic","Flying",90,85,85,125,100,95,580,"Competitive","","","",
145,"Zapdos","Electric","Flying",90,90,85,125,90,100,580,"Pressure","","Static","",
145,"Zapdos-Galar","Fighting","Flying",90,125,90,85,90,100,580,"Defiant","","","",
146,"Moltres","Fire","Flying",90,100,90,125,85,90,580,"Pressure","","Flame Body","",
146,"Moltres-Galar","Dark","Flying",90,85,90,100,125,90,580,"Berserk","","","",
147,"Dratini","Dragon","",41,64,45,50,50,50,300,"Shed Skin","","Marvel Scale","",
148,"Dragonair","Dragon","",61,84,65,70,70,70,420,"Shed Skin","","Marvel Scale","",
149,"Dragonite","Dragon","Flying",91,134,95,100,100,80,600,"Inner Focus","","Multiscale","",
150,"Mewtwo","Psychic","",106,110,90,154,90,130,680,"Pressure","","Unnerve","",
151,"Mew","Psychic","",100,100,100,100,100,100,600,"Synchronize","","","",
163,"Hoothoot","Normal","Flying",60,30,30,36,56,50,262,"Insomnia","Keen Eye","Tinted Lens","",
164,"Noctowl","Normal","Flying",100,50,50,86,96,70,452,"Insomnia","Keen Eye","Tinted Lens","",
169,"Crobat","Poison","Flying",85,90,80,70,80,130,535,"Inner Focus","","Infiltrator","",
170,"Chinchou","Water","Electric",75,38,38,56,56,67,330,"Volt Absorb","Illuminate","Water Absorb","",
171,"Lanturn","Water","Electric",125,58,58,76,76,67,460,"Volt Absorb","Illuminate","Water Absorb","",
172,"Pichu","Electric","",20,40,15,35,35,60,205,"Static","","Lightning Rod","",
173,"Cleffa","Fairy","",50,25,28,45,55,15,218,"Cute Charm","Magic Guard","Friend Guard","",
174,"Igglybuff","Normal","Fairy",90,30,15,40,20,15,210,"Cute Charm","Competitive","Friend Guard","",
175,"Togepi","Fairy","",35,20,65,40,65,20,245,"Hustle","Serene Grace","Super Luck","",
176,"Togetic","Fairy","Flying",55,40,85,80,105,40,405,"Hustle","Serene Grace","Super Luck","",
177,"Natu","Psychic","Flying",40,50,45,70,45,70,320,"Synchronize","Early Bird","Magic Bounce","",
178,"Xatu","Psychic","Flying",65,75,70,95,70,95,470,"Synchronize","Early Bird","Magic Bounce","",
182,"Bellossom","Grass","",75,80,95,90,100,50,490,"Chlorophyll","","Healer","",
183,"Marill","Water","Fairy",70,20,50,20,50,40,250,"Thick Fat","Huge Power","Sap Sipper","",
184,"Azumarill","Water","Fairy",100,50,80,60,80,50,420,"Thick Fat","Huge Power","Sap Sipper","",
185,"Sudowoodo","Rock","",70,100,115,30,65,30,410,"Sturdy","Rock Head","Rattled","",
186,"Politoed","Water","",90,75,75,90,100,70,500,"Water Absorb","Damp","Drizzle","",
194,"Wooper","Water","Ground",55,45,45,25,25,15,210,"Damp","Water Absorb","Unaware","",
195,"Quagsire","Water","Ground",95,85,85,65,65,35,430,"Damp","Water Absorb","Unaware","",
196,"Espeon","Psychic","",65,65,60,130,95,110,525,"Synchronize","","Magic Bounce","",
197,"Umbreon","Dark","",95,65,110,60,130,65,525,"Synchronize","","Inner Focus","",
199,"Slowking","Water","Psychic",95,75,80,100,110,30,490,"Oblivious","Own Tempo","Regenerator","",
199,"Slowking-Galar","Poison","Psychic",95,65,80,110,110,30,490,"Curious Medicine","Own Tempo","Regenerator","",
202,"Wobbuffet","Psychic","",190,33,58,33,58,33,405,"Shadow Tag","","Telepathy","",
206,"Dunsparce","Normal","",100,70,70,65,65,45,415,"Serene Grace","Run Away","Rattled","",
208,"Steelix","Steel","Ground",75,85,200,55,65,30,510,"Rock Head","Sturdy","Sheer Force","",
211,"Qwilfish","Water","Poison",65,95,85,55,55,85,440,"Poison Point","Swift Swim","Intimidate","",
212,"Scizor","Bug","Steel",70,130,100,55,80,65,500,"Swarm","Technician","Light Metal","",
213,"Shuckle","Bug","Rock",20,10,230,10,230,5,505,"Sturdy","Gluttony","Contrary","",
214,"Heracross","Bug","Fighting",80,125,75,40,95,85,500,"Swarm","Guts","Moxie","",
215,"Sneasel","Dark","Ice",55,95,55,35,75,115,430,"Inner Focus","Keen Eye","Pickpocket","",
220,"Swinub","Ice","Ground",50,50,40,30,30,50,250,"Oblivious","Snow Cloak","Thick Fat","",
221,"Piloswine","Ice","Ground",100,100,80,60,60,50,450,"Oblivious","Snow Cloak","Thick Fat","",
222,"Corsola","Water","Rock",65,55,95,65,95,35,410,"Hustle","Natural Cure","Regenerator","",
222,"Corsola-Galar","Ghost","",60,55,100,65,100,30,410,"Weak Armor","","Cursed Body","",
223,"Remoraid","Water","",35,65,35,65,35,65,300,"Hustle","Sniper","Moody","",
224,"Octillery","Water","",75,105,75,105,75,45,480,"Suction Cups","Sniper","Moody","",
225,"Delibird","Ice","Flying",45,55,45,65,45,75,330,"Vital Spirit","Hustle","Insomnia","",
226,"Mantine","Water","Flying",85,40,70,80,140,70,485,"Swift Swim","Water Absorb","Water Veil","",
227,"Skarmory","Steel","Flying",65,80,140,40,70,70,465,"Keen Eye","Sturdy","Weak Armor","",
230,"Kingdra","Water","Dragon",75,95,95,95,95,85,540,"Swift Swim","Sniper","Damp","",
233,"Porygon2","Normal","",85,80,90,105,95,60,515,"Trace","Download","Analytic","",
236,"Tyrogue","Fighting","",35,35,35,35,35,35,210,"Guts","Steadfast","Vital Spirit","",
237,"Hitmontop","Fighting","",50,95,95,35,110,70,455,"Intimidate","Technician","Steadfast","",
238,"Smoochum","Ice","Psychic",45,30,15,85,65,65,305,"Oblivious","Forewarn","Hydration","",
239,"Elekid","Electric","",45,63,37,65,55,95,360,"Static","","Vital Spirit","",
240,"Magby","Fire","",45,75,37,70,55,83,365,"Flame Body","","Vital Spirit","",
241,"Miltank","Normal","",95,80,105,40,70,100,490,"Thick Fat","Scrappy","Sap Sipper","",
242,"Blissey","Normal","",255,10,10,75,135,55,540,"Natural Cure","Serene Grace","Healer","",
243,"Raikou","Electric","",90,85,75,115,100,115,580,"Pressure","","Inner Focus","",
244,"Entei","Fire","",115,115,85,90,75,100,580,"Pressure","","Inner Focus","",
245,"Suicune","Water","",100,75,115,90,115,85,580,"Pressure","","Inner Focus","",
246,"Larvitar","Rock","Ground",50,64,50,45,50,41,300,"Guts","","Sand Veil","",
247,"Pupitar","Rock","Ground",70,84,70,65,70,51,410,"Shed Skin","","","",
248,"Tyranitar","Rock","Dark",100,134,110,95,100,61,600,"Sand Stream","","Unnerve","",
249,"Lugia","Psychic","Flying",106,90,130,90,154,110,680,"Pressure","","Multiscale","",
250,"Ho-Oh","Fire","Flying",106,130,90,110,154,90,680,"Pressure","","Regenerator","",
251,"Celebi","Psychic","Grass",100,100,100,100,100,100,600,"Natural Cure","","","",
252,"Treecko","Grass","",40,45,35,65,55,70,310,"Overgrow","","Unburden","",
253,"Grovyle","Grass","",50,65,45,85,65,95,405,"Overgrow","","Unburden","",
254,"Sceptile","Grass","",70,85,65,105,85,120,530,"Overgrow","","Unburden","",
255,"Torchic","Fire","",45,60,40,70,50,45,310,"Blaze","","Speed Boost","",
256,"Combusken","Fire","Fighting",60,85,60,85,60,55,405,"Blaze","","Speed Boost","",
257,"Blaziken","Fire","Fighting",80,120,70,110,70,80,530,"Blaze","","Speed Boost","",
258,"Mudkip","Water","",50,70,50,50,50,40,310,"Torrent","","Damp","",
259,"Marshtomp","Water","Ground",70,85,70,60,70,50,405,"Torrent","","Damp","",
260,"Swampert","Water","Ground",100,110,90,85,90,60,535,"Torrent","","Damp","",
263,"Zigzagoon","Normal","",38,30,41,30,41,60,240,"Pickup","Gluttony","Quick Feet","",
263,"Zigzagoon-Galar","Dark","Normal",38,30,41,30,41,60,240,"Pickup","Gluttony","Quick Feet","",
264,"Linoone","Normal","",78,70,61,50,61,100,420,"Pickup","Gluttony","Quick Feet","",
264,"Linoone-Galar","Dark","Normal",78,70,61,50,61,100,420,"Pickup","Gluttony","Quick Feet","",
270,"Lotad","Water","Grass",40,30,30,40,50,30,220,"Swift Swim","Rain Dish","Own Tempo","",
271,"Lombre","Water","Grass",60,50,50,60,70,50,340,"Swift Swim","Rain Dish","Own Tempo","",
272,"Ludicolo","Water","Grass",80,70,70,90,100,70,480,"Swift Swim","Rain Dish","Own Tempo","",
273,"Seedot","Grass","",40,40,50,30,30,30,220,"Chlorophyll","Early Bird","Pickpocket","",
274,"Nuzleaf","Grass","Dark",70,70,40,60,40,60,340,"Chlorophyll","Early Bird","Pickpocket","",
275,"Shiftry","Grass","Dark",90,100,60,90,60,80,480,"Chlorophyll","Early Bird","Pickpocket","",
278,"Wingull","Water","Flying",40,30,30,55,30,85,270,"Keen Eye","Hydration","Rain Dish","",
279,"Pelipper","Water","Flying",60,50,100,95,70,65,440,"Keen Eye","Drizzle","Rain Dish","",
280,"Ralts","Psychic","Fairy",28,25,25,45,35,40,198,"Synchronize","Trace","Telepathy","",
281,"Kirlia","Psychic","Fairy",38,35,35,65,55,50,278,"Synchronize","Trace","Telepathy","",
282,"Gardevoir","Psychic","Fairy",68,65,65,125,115,80,518,"Synchronize","Trace","Telepathy","",
290,"Nincada","Bug","Ground",31,45,90,30,30,40,266,"Compound Eyes","","Run Away","",
291,"Ninjask","Bug","Flying",61,90,45,50,50,160,456,"Speed Boost","","Infiltrator","",
292,"Shedinja","Bug","Ghost",1,90,45,30,30,40,236,"Wonder Guard","","","",
293,"Whismur","Normal","",64,51,23,51,23,28,240,"Soundproof","","Rattled","",
294,"Loudred","Normal","",84,71,43,71,43,48,360,"Soundproof","","Scrappy","",
295,"Exploud","Normal","",104,91,63,91,73,68,490,"Soundproof","","Scrappy","",
298,"Azurill","Normal","Fairy",50,20,40,20,40,20,190,"Thick Fat","Huge Power","Sap Sipper","",
302,"Sableye","Dark","Ghost",50,75,75,65,65,50,380,"Keen Eye","Stall","Prankster","",
303,"Mawile","Steel","Fairy",50,85,85,55,55,50,380,"Hyper Cutter","Intimidate","Sheer Force","",
304,"Aron","Steel","Rock",50,70,100,40,40,30,330,"Sturdy","Rock Head","Heavy Metal","",
305,"Lairon","Steel","Rock",60,90,140,50,50,40,430,"Sturdy","Rock Head","Heavy Metal","",
306,"Aggron","Steel","Rock",70,110,180,60,60,50,530,"Sturdy","Rock Head","Heavy Metal","",
309,"Electrike","Electric","",40,45,40,65,40,65,295,"Static","Lightning Rod","Minus","",
310,"Manectric","Electric","",70,75,60,105,60,105,475,"Static","Lightning Rod","Minus","",
315,"Roselia","Grass","Poison",50,60,45,100,80,65,400,"Natural Cure","Poison Point","Leaf Guard","",
318,"Carvanha","Water","Dark",45,90,20,65,20,65,305,"Rough Skin","","Speed Boost","",
319,"Sharpedo","Water","Dark",70,120,40,95,40,95,460,"Rough Skin","","Speed Boost","",
320,"Wailmer","Water","",130,70,35,70,35,60,400,"Water Veil","Oblivious","Pressure","",
321,"Wailord","Water","",170,90,45,90,45,60,500,"Water Veil","Oblivious","Pressure","",
324,"Torkoal","Fire","",70,85,140,85,70,20,470,"White Smoke","Drought","Shell Armor","",
328,"Trapinch","Ground","",45,100,45,45,45,10,290,"Hyper Cutter","Arena Trap","Sheer Force","",
329,"Vibrava","Ground","Dragon",50,70,50,50,50,70,340,"Levitate","","","",
330,"Flygon","Ground","Dragon",80,100,80,80,80,100,520,"Levitate","","","",
333,"Swablu","Normal","Flying",45,40,60,40,75,50,310,"Natural Cure","","Cloud Nine","",
334,"Altaria","Dragon","Flying",75,70,90,70,105,80,490,"Natural Cure","","Cloud Nine","",
337,"Lunatone","Rock","Psychic",90,55,65,95,85,70,460,"Levitate","","","",
338,"Solrock","Rock","Psychic",90,95,85,55,65,70,460,"Levitate","","","",
339,"Barboach","Water","Ground",50,48,43,46,41,60,288,"Oblivious","Anticipation","Hydration","",
340,"Whiscash","Water","Ground",110,78,73,76,71,60,468,"Oblivious","Anticipation","Hydration","",
341,"Corphish","Water","",43,80,65,50,35,35,308,"Hyper Cutter","Shell Armor","Adaptability","",
342,"Crawdaunt","Water","Dark",63,120,85,90,55,55,468,"Hyper Cutter","Shell Armor","Adaptability","",
343,"Baltoy","Ground","Psychic",40,40,55,40,70,55,300,"Levitate","","","",
344,"Claydol","Ground","Psychic",60,70,105,70,120,75,500,"Levitate","","","",
345,"Lileep","Rock","Grass",66,41,77,61,87,23,355,"Suction Cups","","Storm Drain","",
346,"Cradily","Rock","Grass",86,81,97,81,107,43,495,"Suction Cups","","Storm Drain","",
347,"Anorith","Rock","Bug",45,95,50,40,50,75,355,"Battle Armor","","Swift Swim","",
348,"Armaldo","Rock","Bug",75,125,100,70,80,45,495,"Battle Armor","","Swift Swim","",
349,"Feebas","Water","",20,15,20,10,55,80,200,"Swift Swim","Oblivious","Adaptability","",
350,"Milotic","Water","",95,60,79,100,125,81,540,"Marvel Scale","Competitive","Cute Charm","",
355,"Duskull","Ghost","",20,40,90,30,90,25,295,"Levitate","","Frisk","",
356,"Dusclops","Ghost","",40,70,130,60,130,25,455,"Pressure","","Frisk","",
359,"Absol","Dark","",65,130,60,75,60,75,465,"Pressure","Super Luck","Justified","",
360,"Wynaut","Psychic","",95,23,48,23,48,23,260,"Shadow Tag","","Telepathy","",
361,"Snorunt","Ice","",50,50,50,50,50,50,300,"Inner Focus","Ice Body","Moody","",
362,"Glalie","Ice","",80,80,80,80,80,80,480,"Inner Focus","Ice Body","Moody","",
363,"Spheal","Ice","Water",70,40,50,55,50,25,290,"Thick Fat","Ice Body","Oblivious","",
364,"Sealeo","Ice","Water",90,60,70,75,70,45,410,"Thick Fat","Ice Body","Oblivious","",
365,"Walrein","Ice","Water",110,80,90,95,90,65,530,"Thick Fat","Ice Body","Oblivious","",
369,"Relicanth","Water","Rock",100,90,130,45,65,55,485,"Swift Swim","Rock Head","Sturdy","",
371,"Bagon","Dragon","",45,75,60,40,30,50,300,"Rock Head","","Sheer Force","",
372,"Shelgon","Dragon","",65,95,100,60,50,50,420,"Rock Head","","Overcoat","",
373,"Salamence","Dragon","Flying",95,135,80,110,80,100,600,"Intimidate","","Moxie","",
374,"Beldum","Steel","Psychic",40,55,80,35,60,30,300,"Clear Body","","Light Metal","",
375,"Metang","Steel","Psychic",60,75,100,55,80,50,420,"Clear Body","","Light Metal","",
376,"Metagross","Steel","Psychic",80,135,130,95,90,70,600,"Clear Body","","Light Metal","",
377,"Regirock","Rock","",80,100,200,50,100,50,580,"Clear Body","","Sturdy","",
378,"Regice","Ice","",80,50,100,100,200,50,580,"Clear Body","","Ice Body","",
