"Sitrus Berry (文柚果)","Restores 30 HP when at 1/2 max HP or less. Single use.",
"Soft Sand (柔软沙子)","Holder's Ground-type attacks have 1.1x power.",
"Soul Dew (心之水滴)","If held by a Latias or a Latios, its Sp. Atk and Sp. Def are 1.5x.",
"Spell Tag (咒术之符)","Holder's Ghost-type attacks have 1.1x power.",
"Spelon Berry (刺角果)","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Starf Berry (星桃果)","Raises a random stat by 2 when at 1/4 max HP or less (not acc/eva). Single use.",
"Stick","If held by a Farfetch'd, its critical hit ratio is raised by 2 stages.",
"Sun Stone (日之石)","Evolves Gloom into Bellossom, Sunkern into Sunflora, Cottonee into Whimsicott, Petilil into Lilligant, and Helioptile into Heliolisk when used.",
"Tamato Berry (茄番果)","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Thick Club (粗骨头)","If held by a Cubone or a Marowak, its Attack is doubled.",
"Thunder Stone (雷之石)","Evolves Pikachu into Raichu or Alolan Raichu, Eevee into Jolteon, and Eelektrik into Eelektross when used.",
"Timer Ball (计时球)","A Poke Ball that becomes better the more turns there are in a battle.",
"Twisted Spoon (弯曲的汤匙)","Holder's Psychic-type attacks have 1.1x power.",
"Ultra Ball (高级球)","An ultra-performance Ball that provides a higher catch rate than a Great Ball.",
"Up-Grade (升级数据)","Evolves Porygon into Porygon2 when traded.",
"Water Stone (水之石)","Evolves Poliwhirl into Poliwrath, Shellder into Cloyster, Staryu into Starmie, Eevee into Vaporeon, Lombre into Ludicolo, and Panpour into Simipour when used.",
"Watmel Berry (瓜西果)","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Wepear Berry (西梨果)","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"White Herb (白色香草)","Restores all lowered stat stages to 0 when one is less than 0. Single use.",
"Wiki Berry (异奇果)","Restores 1/8 max HP at 1/2 max HP or less; confuses if -SpA Nature. Single use.",
