"Dig","Ground","Physical",100,100,10,0,"normal","This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Bide, Swift, and Transform. If the user is fully paralyzed on the second turn, it continues avoiding attacks until it switches out or successfully executes the second turn of this move or Fly.",
"Disable","Normal","Status",0,55,20,0,"normal","For 0 to 7 turns, one of the target's known moves that has at least 1 PP remaining becomes disabled, at random. Fails if one of the target's moves is already disabled, or if none of the target's moves have PP remaining. If any Pokemon uses Haze, this effect ends. Whether or not this move was successful, it counts as a hit for the purposes of the opponent's use of Rage.",
"Dizzy Punch","Normal","Physical",70,100,10,0,"normal","No additional effect.",
"Double Kick","Fighting","Physical",30,100,30,0,"normal","Hits twice. Damage is calculated once for the first hit and used for both hits. If the first hit breaks the target's substitute, the move ends.",
"Double Slap","Normal","Physical",15,85,10,0,"normal","Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. Damage is calculated once for the first hit and used for every hit. If one of the hits breaks the target's substitute, the move ends.",
"Double Team","Normal","Status",0,true,15,0,"self","Raises the user's evasiveness by 1 stage.",
"Double-Edge","Normal","Physical",100,100,15,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded down, but not less than 1 HP. If this move breaks the target's substitute, the user does not take any recoil damage.",
"Dragon Rage","Dragon","Special",1,100,10,0,"normal","Deals 40 HP of damage to the target.",
"Dream Eater","Psychic","Special",100,100,15,0,"normal","The target is unaffected by this move unless it is asleep. The user recovers 1/2 the HP lost by the target, rounded down, but not less than 1 HP. If this move breaks the target's substitute, the user does not recover any HP.",
"Drill Peck","Flying","Physical",80,100,20,0,"any","No additional effect.",
"Earthquake","Ground","Physical",100,100,10,0,"allAdjacent","No additional effect.",
"Egg Bomb","Normal","Physical",100,75,10,0,"normal","No additional effect.",
"Ember","Fire","Special",40,100,25,0,"normal","Has a 10% chance to burn the target.",
"Explosion","Normal","Physical",170,100,5,0,"normal","The user faints after using this move, unless this move broke the target's substitute. The target's Defense is halved during damage calculation.",
"Fire Blast","Fire","Special",120,85,5,0,"normal","Has a 30% chance to burn the target.",
"Fire Punch","Fire","Special",75,100,15,0,"normal","Has a 10% chance to burn the target.",
"Fire Spin","Fire","Special",15,70,15,0,"normal","The user spends two to five turns using this move. Has a 3/8 chance to last two or three turns, and a 1/8 chance to last four or five turns. The damage calculated for the first turn is used for every other turn. The user cannot select a move and the target cannot execute a move during the effect, but both may switch out. If the user switches out, the target remains unable to execute a move during that turn. If the target switches out, the user uses this move again automatically, and if it had 0 PP at the time, it becomes 63. If the user or the target switch out, or the user is prevented from moving, the effect ends. This move can prevent the target from moving even if it has type immunity, but will not deal damage.",
"Fissure","Ground","Physical",0,30,5,0,"normal","Deals 65535 damage to the target. Fails if the target's Speed is greater than the user's.",
"Flamethrower","Fire","Special",95,100,15,0,"normal","Has a 10% chance to burn the target.",
"Flash","Normal","Status",0,70,20,0,"normal","Lowers the target's accuracy by 1 stage.",
"Fly","Flying","Physical",70,95,15,0,"any","This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Bide, Swift, and Transform. If the user is fully paralyzed on the second turn, it continues avoiding attacks until it switches out or successfully executes the second turn of this move or Dig.",
"Focus Energy","Normal","Status",0,true,30,0,"self","While the user remains active, its chance for a critical hit is quartered. Fails if the user already has the effect. If any Pokemon uses Haze, this effect ends.",
"Fury Attack","Normal","Physical",15,85,20,0,"normal","Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. Damage is calculated once for the first hit and used for every hit. If one of the hits breaks the target's substitute, the move ends.",
"Fury Swipes","Normal","Physical",18,80,15,0,"normal","Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. Damage is calculated once for the first hit and used for every hit. If one of the hits breaks the target's substitute, the move ends.",
"Glare","Normal","Status",0,75,30,0,"normal","Paralyzes the target.",
"Growl","Normal","Status",0,100,40,0,"allAdjacentFoes","Lowers the target's Attack by 1 stage.",
"Growth","Normal","Status",0,true,40,0,"self","Raises the user's Special by 1 stage.",
"Guillotine","Normal","Physical",0,30,5,0,"normal","Deals 65535 damage to the target. Fails if the target's Speed is greater than the user's.",
"Gust","Normal","Physical",40,100,35,0,"any","No additional effect.",
"Harden","Normal","Status",0,true,30,0,"self","Raises the user's Defense by 1 stage.",
"Haze","Ice","Status",0,true,30,0,"self","Resets the stat stages of both Pokemon to 0 and removes stat reductions due to burn and paralysis. Resets Toxic counters to 0 and removes the effect of confusion, Disable, Focus Energy, Leech Seed, Light Screen, Mist, and Reflect from both Pokemon. Removes the opponent's non-volatile status condition.",
"Headbutt","Normal","Physical",70,100,15,0,"normal","Has a 30% chance to make the target flinch.",
"High Jump Kick","Fighting","Physical",85,90,20,0,"normal","If this attack misses the target, the user takes 1 HP of crash damage. If the user has a substitute, the crash damage is dealt to the target's substitute if it has one, otherwise no crash damage is dealt.",
"Horn Attack","Normal","Physical",65,100,25,0,"normal","No additional effect.",
"Horn Drill","Normal","Physical",0,30,5,0,"normal","Deals 65535 damage to the target. Fails if the target's Speed is greater than the user's.",
"Hydro Pump","Water","Special",120,80,5,0,"normal","No additional effect.",
"Hyper Beam","Normal","Physical",150,90,5,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move, unless the target or its substitute was knocked out by this move.",
"Hyper Fang","Normal","Physical",80,90,15,0,"normal","Has a 10% chance to make the target flinch.",
"Hypnosis","Psychic","Status",0,60,20,0,"normal","Causes the target to fall asleep.",
"Ice Beam","Ice","Special",95,100,10,0,"normal","Has a 10% chance to freeze the target.",
"Ice Punch","Ice","Special",75,100,15,0,"normal","Has a 10% chance to freeze the target.",
"Jump Kick","Fighting","Physical",70,95,25,0,"normal","If this attack misses the target, the user takes 1 HP of crash damage. If the user has a substitute, the crash damage is dealt to the target's substitute if it has one, otherwise no crash damage is dealt.",
"Karate Chop","Normal","Physical",50,100,25,0,"normal","Has a higher chance for a critical hit.",
"Kinesis","Psychic","Status",0,80,15,0,"normal","Lowers the target's accuracy by 1 stage.",
"Leech Life","Bug","Physical",20,100,15,0,"normal","The user recovers 1/2 the HP lost by the target, rounded down.",
"Leech Seed","Grass","Status",0,90,10,0,"normal","At the end of each of the target's turns, The Pokemon at the user's position steals 1/16 of the target's maximum HP, rounded down and multiplied by the target's current Toxic counter if it has one, even if the target currently has less than that amount of HP remaining. If the target switches out or any Pokemon uses Haze, this effect ends. Grass-type Pokemon are immune to this move.",
"Leer","Normal","Status",0,100,30,0,"allAdjacentFoes","Lowers the target's Defense by 1 stage.",
"Lick","Ghost","Physical",20,100,30,0,"normal","Has a 30% chance to paralyze the target.",
"Light Screen","Psychic","Status",0,true,30,0,"self","While the user remains active, its Special is doubled when taking damage. Critical hits ignore this effect. If any Pokemon uses Haze, this effect ends.",
"Lovely Kiss","Normal","Status",0,75,10,0,"normal","Causes the target to fall asleep.",
"Low Kick","Fighting","Physical",50,90,20,0,"normal","Has a 30% chance to make the target flinch.",
"Meditate","Psychic","Status",0,true,40,0,"self","Raises the user's Attack by 1 stage.",
"Mega Drain","Grass","Special",40,100,10,0,"normal","The user recovers 1/2 the HP lost by the target, rounded down.",
"Mega Kick","Normal","Physical",120,75,5,0,"normal","No additional effect.",
"Mega Punch","Normal","Physical",80,85,20,0,"normal","No additional effect.",
"Metronome","Normal","Status",0,true,10,0,"self","A random move is selected for use, other than Metronome or Struggle.",
"Mimic","Normal","Status",0,100,10,0,"normal","While the user remains active, this move is replaced by a random move known by the target, even if the user already knows that move. The copied move keeps the remaining PP for this move, regardless of the copied move's maximum PP. Whenever one PP is used for a copied move, one PP is used for this move.",
"Minimize","Normal","Status",0,true,20,0,"self","Raises the user's evasiveness by 1 stage.",
"Mirror Move","Flying","Status",0,true,20,0,"self","The user uses the last move used by the target. Fails if the target has not made a move since the user switched in, or if the last move used was Mirror Move.",
"Mist","Ice","Status",0,true,30,0,"self","While the user remains active, it is protected from having its stat stages lowered by other Pokemon, unless caused by the secondary effect of a move. Fails if the user already has the effect. If any Pokemon uses Haze, this effect ends.",
"Night Shade","Ghost","Physical",1,100,15,0,"normal","Deals damage to the target equal to the user's level. This move ignores type immunity.",
"Pay Day","Normal","Physical",40,100,20,0,"normal","No additional effect.",
"Peck","Flying","Physical",35,100,35,0,"any","No additional effect.",
"Petal Dance","Grass","Special",70,100,20,0,"randomNormal","Whether or not this move is successful, the user spends three or four turns locked into this move and becomes confused immediately after its move on the last turn of the effect, even if it is already confused. If the user is prevented from moving, the effect ends without causing confusion. During the effect, this move's accuracy is overwritten every turn with the current calculated accuracy including stat stage changes, but not to less than 1/256 or more than 255/256.",
"Pin Missile","Bug","Physical",14,85,20,0,"normal","Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. Damage is calculated once for the first hit and used for every hit. If one of the hits breaks the target's substitute, the move ends.",
"Poison Gas","Poison","Status",0,55,40,0,"normal","Poisons the target.",
"Poison Powder","Poison","Status",0,75,35,0,"normal","Poisons the target.",
"Poison Sting","Poison","Physical",15,100,35,0,"normal","Has a 20% chance to poison the target.",
"Pound","Normal","Physical",40,100,35,0,"normal","No additional effect.",
"Psybeam","Psychic","Special",65,100,20,0,"normal","Has a 10% chance to confuse the target.",
"Psychic","Psychic","Special",90,100,10,0,"normal","Has a 33% chance to lower the target's Special by 1 stage.",
"Psywave","Psychic","Special",1,80,15,0,"normal","Deals damage to the target equal to a random number from 1 to (user's level * 1.5 - 1), rounded down, but not less than 1 HP.",
"Quick Attack","Normal","Physical",40,100,30,1,"normal","No additional effect.",
"Rage","Normal","Physical",20,100,20,0,"normal","Once this move is successfully used, the user automatically uses this move every turn and can no longer switch out. During the effect, the user's Attack is raised by 1 stage every time it is hit by the opposing Pokemon, and this move's accuracy is overwritten every turn with the current calculated accuracy including stat stage changes, but not to less than 1/256 or more than 255/256.",
"Razor Leaf","Grass","Special",55,95,25,0,"normal","Has a higher chance for a critical hit.",
"Razor Wind","Normal","Physical",80,75,10,0,"normal","This attack charges on the first turn and executes on the second.",
"Recover","Normal","Status",0,true,20,0,"self","The user restores 1/2 of its maximum HP, rounded down. Fails if (user's maximum HP - user's current HP + 1) is divisible by 256.",
"Reflect","Psychic","Status",0,true,20,0,"self","While the user remains active, its Defense is doubled when taking damage. Critical hits ignore this protection. This effect can be removed by Haze.",
"Rest","Psychic","Status",0,true,10,0,"self","The user falls asleep for the next two turns and restores all of its HP, curing itself of any non-volatile status condition in the process. This does not remove the user's stat penalty for burn or paralysis. Fails if the user has full HP.",
"Roar","Normal","Status",0,100,20,0,"normal","No competitive use.",
"Rock Slide","Rock","Physical",75,90,10,0,"normal","No additional effect.",
"Rock Throw","Rock","Physical",50,65,15,0,"normal","No additional effect.",
"Rolling Kick","Fighting","Physical",60,85,15,0,"normal","Has a 30% chance to make the target flinch.",
"Sand Attack","Normal","Status",0,100,15,0,"normal","Lowers the target's accuracy by 1 stage.",
"Scratch","Normal","Physical",40,100,35,0,"normal","No additional effect.",
"Screech","Normal","Status",0,85,40,0,"normal","Lowers the target's Defense by 2 stages.",
"Seismic Toss","Fighting","Physical",1,100,20,0,"normal","Deals damage to the target equal to the user's level. This move ignores type immunity.",
"Self-Destruct","Normal","Physical",130,100,5,0,"normal","The user faints after using this move, unless the target's substitute was broken by the damage. The target's Defense is halved during damage calculation.",
"Sharpen","Normal","Status",0,true,30,0,"self","Raises the user's Attack by 1 stage.",
"Sing","Normal","Status",0,55,15,0,"normal","Causes the target to fall asleep.",
"Skull Bash","Normal","Physical",100,100,15,0,"normal","This attack charges on the first turn and executes on the second.",
"Sky Attack","Flying","Physical",140,90,5,0,"any","This attack charges on the first turn and executes on the second.",
"Slam","Normal","Physical",80,75,20,0,"normal","No additional effect.",
"Slash","Normal","Physical",70,100,20,0,"normal","Has a higher chance for a critical hit.",
"Sleep Powder","Grass","Status",0,75,15,0,"normal","Causes the target to fall asleep.",
"Sludge","Poison","Physical",65,100,20,0,"normal","Has a 40% chance to poison the target.",
"Smog","Poison","Physical",20,70,20,0,"normal","Has a 40% chance to poison the target.",
"Smokescreen","Normal","Status",0,100,20,0,"normal","Lowers the target's accuracy by 1 stage.",
"Soft-Boiled","Normal","Status",0,true,10,0,"self","The user restores 1/2 of its maximum HP, rounded down. Fails if (user's maximum HP - user's current HP + 1) is divisible by 256.",
"Solar Beam","Grass","Special",120,100,10,0,"normal","This attack charges on the first turn and executes on the second.",
"Sonic Boom","Normal","Physical",1,90,20,0,"normal","Deals 20 HP of damage to the target. This move ignores type immunity.",
"Spike Cannon","Normal","Physical",20,100,15,0,"normal","Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. Damage is calculated once for the first hit and used for every hit. If one of the hits breaks the target's substitute, the move ends.",
"Splash","Normal","Status",0,true,40,0,"self","No competitive use.",
"Spore","Grass","Status",0,100,15,0,"normal","Causes the target to fall asleep.",
"Stomp","Normal","Physical",65,100,20,0,"normal","Has a 30% chance to make the target flinch.",
"Strength","Normal","Physical",80,100,15,0,"normal","No additional effect.",
"String Shot","Bug","Status",0,95,40,0,"allAdjacentFoes","Lowers the target's Speed by 1 stage.",
"Struggle","Normal","Physical",50,100,10,0,"randomNormal","Deals Normal-type damage. If this move was successful, the user takes damage equal to 1/2 the HP lost by the target, rounded down, but not less than 1 HP. This move is automatically used if none of the user's known moves can be selected.",
"Stun Spore","Grass","Status",0,75,30,0,"normal","Paralyzes the target.",
"Submission","Fighting","Physical",80,80,25,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded down, but not less than 1 HP. If this move breaks the target's substitute, the user does not take any recoil damage.",
"Substitute","Normal","Status",0,true,10,0,"self","The user takes 1/4 of its maximum HP, rounded down, and puts it into a substitute to take its place in battle. The substitute has 1 HP plus the HP used to create it, and is removed once enough damage is inflicted on it or 255 damage is inflicted at once, or if the user switches out or faints. Until the substitute is broken, it receives damage from all attacks made by the opposing Pokemon and shields the user from status effects and stat stage changes caused by the opponent, unless the effect is Disable, Leech Seed, sleep, primary paralysis, or secondary confusion and the user's substitute did not break. The user still takes normal damage from status effects while behind its substitute, unless the effect is confusion damage, which is applied to the opposing Pokemon's substitute instead. If the substitute breaks during a multi-hit attack, the attack ends. Fails if the user does not have enough HP remaining to create a substitute, or if it already has a substitute. The user will create a substitute and then faint if its current HP is exactly 1/4 of its maximum HP.",
"Super Fang","Normal","Physical",1,90,10,0,"normal","Deals damage to the target equal to half of its current HP, rounded down, but not less than 1 HP. This move ignores type immunity.",
"Supersonic","Normal","Status",0,55,20,0,"normal","Causes the target to become confused.",
"Surf","Water","Special",95,100,15,0,"allAdjacentFoes","No additional effect.",
"Swift","Normal","Physical",60,true,20,0,"allAdjacentFoes","This move does not check accuracy and hits even if the target is using Dig or Fly.",
"Swords Dance","Normal","Status",0,true,30,0,"self","Raises the user's Attack by 2 stages.",
"Tackle","Normal","Physical",35,95,35,0,"normal","No additional effect.",
"Tail Whip","Normal","Status",0,100,30,0,"allAdjacentFoes","Lowers the target's Defense by 1 stage.",
"Take Down","Normal","Physical",90,85,20,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded down, but not less than 1 HP. If this move breaks the target's substitute, the user does not take any recoil damage.",
"Teleport","Psychic","Status",0,true,20,0,"self","Fails when used.",
"Thrash","Normal","Physical",90,100,20,0,"randomNormal","Whether or not this move is successful, the user spends three or four turns locked into this move and becomes confused immediately after its move on the last turn of the effect, even if it is already confused. If the user is prevented from moving, the effect ends without causing confusion. During the effect, this move's accuracy is overwritten every turn with the current calculated accuracy including stat stage changes, but not to less than 1/256 or more than 255/256.",
"Thunder","Electric","Special",120,70,10,0,"normal","Has a 10% chance to paralyze the target.",
"Thunder Punch","Electric","Special",75,100,15,0,"normal","Has a 10% chance to paralyze the target.",
"Thunder Shock","Electric","Special",40,100,30,0,"normal","Has a 10% chance to paralyze the target.",
"Thunder Wave","Electric","Status",0,100,20,0,"normal","Paralyzes the target. This move does not ignore type immunity.",
"Thunderbolt","Electric","Special",95,100,15,0,"normal","Has a 10% chance to paralyze the target.",
"Toxic","Poison","Status",0,85,10,0,"normal","Badly poisons the target.",
"Transform","Normal","Status",0,true,10,0,"normal","The user transforms into the target. The target's current stats, stat stages, types, moves, DVs, species, and sprite are copied. The user's level and HP remain the same and each copied move receives only 5 PP. This move can hit a target using Dig or Fly.",
"Tri Attack","Normal","Physical",80,100,10,0,"normal","No additional effect.",
"Twineedle","Bug","Physical",25,100,20,0,"normal","Hits twice, with the second hit having a 20% chance to poison the target. If the first hit breaks the target's substitute, the move ends.",
"Vine Whip","Grass","Special",35,100,10,0,"normal","No additional effect.",
"Vise Grip","Normal","Physical",55,100,30,0,"normal","No additional effect.",
"Water Gun","Water","Special",40,100,25,0,"normal","No additional effect.",
"Waterfall","Water","Special",80,100,15,0,"normal","No additional effect.",
"Whirlwind","Normal","Status",0,85,20,0,"normal","No competitive use.",
"Wing Attack","Flying","Physical",35,100,35,0,"any","No additional effect.",
"Withdraw","Water","Status",0,true,40,0,"self","Raises the user's Defense by 1 stage.",
"Wrap","Normal","Physical",15,85,20,0,"normal","The user spends two to five turns using this move. Has a 3/8 chance to last two or three turns, and a 1/8 chance to last four or five turns. The damage calculated for the first turn is used for every other turn. The user cannot select a move and the target cannot execute a move during the effect, but both may switch out. If the user switches out, the target remains unable to execute a move during that turn. If the target switches out, the user uses this move again automatically, and if it had 0 PP at the time, it becomes 63. If the user or the target switch out, or the user is prevented from moving, the effect ends. This move can prevent the target from moving even if it has type immunity, but will not deal damage.",
