"Cover Fossil","Can be revived into Tirtouga.",
"Custap Berry","Holder moves first in its priority bracket when at 1/4 max HP or less. Single use.",
"Damp Rock","Holder's use of Rain Dance lasts 8 turns instead of 5.",
"Dark Memory","Holder's Multi-Attack is Dark type.",
"Darkinium Z","If holder has a Dark move, this item allows it to use a Dark Z-Move.",
"Dawn Stone","Evolves male Kirlia into Gallade and female Snorunt into Froslass when used.",
"Decidium Z","If held by a Decidueye with Spirit Shackle, it can use Sinister Arrow Raid.",
"Deep Sea Scale","If held by a Clamperl, its Sp. Def is doubled. Evolves Clamperl into Gorebyss when traded.",
"Deep Sea Tooth","If held by a Clamperl, its Sp. Atk is doubled. Evolves Clamperl into Huntail when traded.",
"Destiny Knot","If holder becomes infatuated, the other Pokemon also becomes infatuated.",
"Diancite","If held by a Diancie, this item allows it to Mega Evolve in battle.",
"Dive Ball","A Poke Ball that works especially well on Pokemon that live underwater.",
"Dome Fossil","Can be revived into Kabuto.",
"Douse Drive","Holder's Techno Blast is Water type.",
"Draco Plate","Holder's Dragon-type attacks have 1.2x power. Judgment is Dragon type.",
"Dragon Fang","Holder's Dragon-type attacks have 1.2x power.",
"Dragon Memory","Holder's Multi-Attack is Dragon type.",
"Dragon Scale","Evolves Seadra into Kingdra when traded.",
"Dragonium Z","If holder has a Dragon move, this item allows it to use a Dragon Z-Move.",
"Dread Plate","Holder's Dark-type attacks have 1.2x power. Judgment is Dark type.",
"Dubious Disc","Evolves Porygon2 into Porygon-Z when traded.",
"Dusk Ball","A Poke Ball that makes it easier to catch wild Pokemon at night or in caves.",
"Dusk Stone","Evolves Murkrow into Honchkrow, Misdreavus into Mismagius, Lampent into Chandelure, and Doublade into Aegislash when used.",
"Earth Plate","Holder's Ground-type attacks have 1.2x power. Judgment is Ground type.",
"Eevium Z","If held by an Eevee with Last Resort, it can use Extreme Evoboost.",
"Eject Button","If holder survives a hit, it immediately switches out to a chosen ally. Single use.",
"Electirizer","Evolves Electabuzz into Electivire when traded.",
"Electric Memory","Holder's Multi-Attack is Electric type.",
"Electric Seed","If the terrain is Electric Terrain, raises holder's Defense by 1 stage. Single use.",
"Electrium Z","If holder has an Electric move, this item allows it to use an Electric Z-Move.",
"Enigma Berry","Restores 1/4 max HP after holder is hit by a supereffective move. Single use.",
"Eviolite","If holder's species can evolve, its Defense and Sp. Def are 1.5x.",
"Expert Belt","Holder's attacks that are super effective against the target do 1.2x damage.",
"Fairium Z","If holder has a Fairy move, this item allows it to use a Fairy Z-Move.",
"Fairy Memory","Holder's Multi-Attack is Fairy type.",
"Fast Ball","A Poke Ball that makes it easier to catch Pokemon which are quick to run away.",
"Fighting Memory","Holder's Multi-Attack is Fighting type.",
"Fightinium Z","If holder has a Fighting move, this item allows it to use a Fighting Z-Move.",
"Figy Berry","Restores 1/2 max HP at 1/4 max HP or less; confuses if -Atk Nature. Single use.",
"Fire Memory","Holder's Multi-Attack is Fire type.",
"Fire Stone","Evolves Vulpix into Ninetales, Growlithe into Arcanine, Eevee into Flareon, and Pansear into Simisear when used.",
"Firium Z","If holder has a Fire move, this item allows it to use a Fire Z-Move.",
"Fist Plate","Holder's Fighting-type attacks have 1.2x power. Judgment is Fighting type.",
"Flame Orb","At the end of every turn, this item attempts to burn the holder.",
"Flame Plate","Holder's Fire-type attacks have 1.2x power. Judgment is Fire type.",
"Float Stone","Holder's weight is halved.",
"Flying Memory","Holder's Multi-Attack is Flying type.",
"Flyinium Z","If holder has a Flying move, this item allows it to use a Flying Z-Move.",
"Focus Band","Holder has a 10% chance to survive an attack that would KO it with 1 HP.",
"Focus Sash","If holder's HP is full, will survive an attack that would KO it with 1 HP. Single use.",
"Friend Ball","A Poke Ball that makes caught Pokemon more friendly.",
"Full Incense","Holder moves last in its priority bracket.",
"Galladite","If held by a Gallade, this item allows it to Mega Evolve in battle.",
"Ganlon Berry","Raises holder's Defense by 1 stage when at 1/4 max HP or less. Single use.",
"Garchompite","If held by a Garchomp, this item allows it to Mega Evolve in battle.",
"Gardevoirite","If held by a Gardevoir, this item allows it to Mega Evolve in battle.",
"Gengarite","If held by a Gengar, this item allows it to Mega Evolve in battle.",
"Ghost Memory","Holder's Multi-Attack is Ghost type.",
"Ghostium Z","If holder has a Ghost move, this item allows it to use a Ghost Z-Move.",
"Glalitite","If held by a Glalie, this item allows it to Mega Evolve in battle.",
"Gold Bottle Cap","Used for Hyper Training. All of a Pokemon's stats are calculated with an IV of 31.",
"Grass Memory","Holder's Multi-Attack is Grass type.",
"Grassium Z","If holder has a Grass move, this item allows it to use a Grass Z-Move.",
"Grassy Seed","If the terrain is Grassy Terrain, raises holder's Defense by 1 stage. Single use.",
"Great Ball","A high-performance Ball that provides a higher catch rate than a Poke Ball.",
"Grepa Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Grip Claw","Holder's partial-trapping moves always last 7 turns.",
"Griseous Orb","If held by a Giratina, its Ghost- and Dragon-type attacks have 1.2x power.",
"Ground Memory","Holder's Multi-Attack is Ground type.",
"Groundium Z","If holder has a Ground move, this item allows it to use a Ground Z-Move.",
"Gyaradosite","If held by a Gyarados, this item allows it to Mega Evolve in battle.",
"Haban Berry","Halves damage taken from a supereffective Dragon-type attack. Single use.",
"Hard Stone","Holder's Rock-type attacks have 1.2x power.",
"Heal Ball","A remedial Poke Ball that restores the caught Pokemon's HP and status problem.",
"Heat Rock","Holder's use of Sunny Day lasts 8 turns instead of 5.",
"Heavy Ball","A Poke Ball for catching very heavy Pokemon.",
"Helix Fossil","Can be revived into Omanyte.",
"Heracronite","If held by a Heracross, this item allows it to Mega Evolve in battle.",
"Hondew Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Houndoominite","If held by a Houndoom, this item allows it to Mega Evolve in battle.",
"Iapapa Berry","Restores 1/2 max HP at 1/4 max HP or less; confuses if -Def Nature. Single use.",
"Ice Memory","Holder's Multi-Attack is Ice type.",
"Ice Stone","Evolves Alolan Sandshrew into Alolan Sandslash and Alolan Vulpix into Alolan Ninetales when used.",
"Icicle Plate","Holder's Ice-type attacks have 1.2x power. Judgment is Ice type.",
"Icium Z","If holder has an Ice move, this item allows it to use an Ice Z-Move.",
"Icy Rock","Holder's use of Hail lasts 8 turns instead of 5.",
"Incinium Z","If held by an Incineroar with Darkest Lariat, it can use Malicious Moonsault.",
"Insect Plate","Holder's Bug-type attacks have 1.2x power. Judgment is Bug type.",
"Iron Ball","Holder is grounded, Speed halved. If Flying type, takes neutral Ground damage.",
"Iron Plate","Holder's Steel-type attacks have 1.2x power. Judgment is Steel type.",
"Jaboca Berry","If holder is hit by a physical move, attacker loses 1/8 of its max HP. Single use.",
"Jaw Fossil","Can be revived into Tyrunt.",
"Kangaskhanite","If held by a Kangaskhan, this item allows it to Mega Evolve in battle.",
"Kasib Berry","Halves damage taken from a supereffective Ghost-type attack. Single use.",
"Kebia Berry","Halves damage taken from a supereffective Poison-type attack. Single use.",
"Kee Berry","Raises holder's Defense by 1 stage after it is hit by a physical attack. Single use.",
"Kelpsy Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"King's Rock","Holder's attacks without a chance to make the target flinch gain a 10% chance to make the target flinch. Evolves Poliwhirl into Politoed and Slowpoke into Slowking when traded.",
"Kommonium Z","If held by a Kommo-o with Clanging Scales, it can use Clangorous Soulblaze.",
"Lagging Tail","Holder moves last in its priority bracket.",
"Lansat Berry","Holder gains the Focus Energy effect when at 1/4 max HP or less. Single use.",
"Latiasite","If held by a Latias, this item allows it to Mega Evolve in battle.",
"Latiosite","If held by a Latios, this item allows it to Mega Evolve in battle.",
"Lax Incense","The accuracy of attacks against the holder is 0.9x.",
"Leaf Stone","Evolves Gloom into Vileplume, Weepinbell into Victreebel, Exeggcute into Exeggutor or Alolan Exeggutor, Nuzleaf into Shiftry, and Pansage into Simisage when used.",
"Leftovers","At the end of every turn, holder restores 1/16 of its max HP.",
"Leppa Berry","Restores 10 PP to the first of the holder's moves to reach 0 PP. Single use.",
"Level Ball","A Poke Ball for catching Pokemon that are a lower level than your own.",
"Liechi Berry","Raises holder's Attack by 1 stage when at 1/4 max HP or less. Single use.",
"Life Orb","Holder's attacks do 1.3x damage, and it loses 1/10 its max HP after the attack.",
"Light Ball","If held by a Pikachu, its Attack and Sp. Atk are doubled.",
"Light Clay","Holder's use of Aurora Veil, Light Screen, or Reflect lasts 8 turns instead of 5.",
"Lopunnite","If held by a Lopunny, this item allows it to Mega Evolve in battle.",
"Love Ball","Poke Ball for catching Pokemon that are the opposite gender of your Pokemon.",
"Lucarionite","If held by a Lucario, this item allows it to Mega Evolve in battle.",
"Lucky Punch","If held by a Chansey, its critical hit ratio is raised by 2 stages.",
"Lum Berry","Holder cures itself if it has a non-volatile status or is confused. Single use.",
"Luminous Moss","Raises holder's Sp. Def by 1 stage if hit by a Water-type attack. Single use.",
"Lunalium Z","Lunala or Dawn Wings Necrozma with Moongeist Beam can use a special Z-Move.",
"Lure Ball","A Poke Ball for catching Pokemon hooked by a Rod when fishing.",
"Lustrous Orb","If held by a Palkia, its Water- and Dragon-type attacks have 1.2x power.",
"Luxury Ball","A comfortable Poke Ball that makes a caught wild Pokemon quickly grow friendly.",
"Lycanium Z","If held by a Lycanroc forme with Stone Edge, it can use Splintered Stormshards.",
"Magmarizer","Evolves Magmar into Magmortar when traded.",
"Magnet","Holder's Electric-type attacks have 1.2x power.",
"Mago Berry","Restores 1/2 max HP at 1/4 max HP or less; confuses if -Spe Nature. Single use.",
"Manectite","If held by a Manectric, this item allows it to Mega Evolve in battle.",
"Maranga Berry","Raises holder's Sp. Def by 1 stage after it is hit by a special attack. Single use.",
"Marshadium Z","If held by Marshadow with Spectral Thief, it can use Soul-Stealing 7-Star Strike.",
"Master Ball","The best Ball with the ultimate performance. It will catch any wild Pokemon.",
"Mawilite","If held by a Mawile, this item allows it to Mega Evolve in battle.",
"Meadow Plate","Holder's Grass-type attacks have 1.2x power. Judgment is Grass type.",
"Medichamite","If held by a Medicham, this item allows it to Mega Evolve in battle.",
"Mental Herb","Cures holder of Attract, Disable, Encore, Heal Block, Taunt, Torment. Single use.",
"Metagrossite","If held by a Metagross, this item allows it to Mega Evolve in battle.",
"Metal Coat","Holder's Steel-type attacks have 1.2x power. Evolves Onix into Steelix and Scyther into Scizor when traded.",
"Metal Powder","If held by a Ditto that hasn't Transformed, its Defense is doubled.",
"Metronome","Damage of moves used on consecutive turns is increased. Max 2x after 5 turns.",
"Mewnium Z","If held by a Mew with Psychic, it can use Genesis Supernova.",
"Mewtwonite X","If held by a Mewtwo, this item allows it to Mega Evolve in battle.",
"Mewtwonite Y","If held by a Mewtwo, this item allows it to Mega Evolve in battle.",
"Micle Berry","Holder's next move has 1.2x accuracy when at 1/4 max HP or less. Single use.",
"Mimikium Z","If held by a Mimikyu with Play Rough, it can use Let's Snuggle Forever.",
"Mind Plate","Holder's Psychic-type attacks have 1.2x power. Judgment is Psychic type.",
"Miracle Seed","Holder's Grass-type attacks have 1.2x power.",
"Misty Seed","If the terrain is Misty Terrain, raises holder's Sp. Def by 1 stage. Single use.",
"Moon Ball","A Poke Ball for catching Pokemon that evolve using the Moon Stone.",
"Moon Stone","Evolves Nidorina into Nidoqueen, Nidorino into Nidoking, Clefairy into Clefable, Jigglypuff into Wigglytuff, Skitty into Delcatty, and Munna into Musharna when used.",
"Muscle Band","Holder's physical attacks have 1.1x power.",
"Mystic Water","Holder's Water-type attacks have 1.2x power.",
"Nest Ball","A Poke Ball that works especially well on weaker Pokemon in the wild.",
"Net Ball","A Poke Ball that works especially well on Water- and Bug-type Pokemon.",
"Never-Melt Ice","Holder's Ice-type attacks have 1.2x power.",
"Normal Gem","Holder's first successful Normal-type attack will have 1.3x power. Single use.",
"Normalium Z","If holder has a Normal move, this item allows it to use a Normal Z-Move.",
"Occa Berry","Halves damage taken from a supereffective Fire-type attack. Single use.",
"Odd Incense","Holder's Psychic-type attacks have 1.2x power.",
"Oran Berry","Restores 10 HP when at 1/2 max HP or less. Single use.",
"Oval Stone","Evolves Happiny into Chansey when held and leveled up during the day.",
"Passho Berry","Halves damage taken from a supereffective Water-type attack. Single use.",
"Payapa Berry","Halves damage taken from a supereffective Psychic-type attack. Single use.",
"Pecha Berry","Holder is cured if it is poisoned. Single use.",
"Persim Berry","Holder is cured if it is confused. Single use.",
"Petaya Berry","Raises holder's Sp. Atk by 1 stage when at 1/4 max HP or less. Single use.",
"Pidgeotite","If held by a Pidgeot, this item allows it to Mega Evolve in battle.",
"Pikanium Z","If held by a Pikachu with Volt Tackle, it can use Catastropika.",
"Pikashunium Z","If held by cap Pikachu with Thunderbolt, it can use 10,000,000 Volt Thunderbolt.",
"Pinap Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Pinsirite","If held by a Pinsir, this item allows it to Mega Evolve in battle.",
"Pixie Plate","Holder's Fairy-type attacks have 1.2x power. Judgment is Fairy type.",
"Plume Fossil","Can be revived into Archen.",
"Poison Barb","Holder's Poison-type attacks have 1.2x power.",
"Poison Memory","Holder's Multi-Attack is Poison type.",
"Poisonium Z","If holder has a Poison move, this item allows it to use a Poison Z-Move.",
"Poke Ball","A device for catching wild Pokemon. It is designed as a capsule system.",
"Pomeg Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Power Anklet","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Band","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Belt","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Bracer","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Herb","Holder's two-turn moves complete in one turn (except Sky Drop). Single use.",
"Power Lens","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Weight","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Premier Ball","A rare Poke Ball that has been crafted to commemorate an event.",
"Primarium Z","If held by a Primarina with Sparkling Aria, it can use Oceanic Operetta.",
"Prism Scale","Evolves Feebas into Milotic when traded.",
"Protective Pads","Holder's moves are protected from adverse contact effects, except Pickpocket.",
"Protector","Evolves Rhydon into Rhyperior when traded.",
"Psychic Memory","Holder's Multi-Attack is Psychic type.",
"Psychic Seed","If the terrain is Psychic Terrain, raises holder's Sp. Def by 1 stage. Single use.",
"Psychium Z","If holder has a Psychic move, this item allows it to use a Psychic Z-Move.",
"Qualot Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Quick Ball","A Poke Ball that provides a better catch rate at the start of a wild encounter.",
"Quick Claw","Each turn, holder has a 20% chance to move first in its priority bracket.",
"Quick Powder","If held by a Ditto that hasn't Transformed, its Speed is doubled.",
"Rare Bone","No competitive use other than when used with Fling.",
"Rawst Berry","Holder is cured if it is burned. Single use.",
"Razor Claw","Holder's critical hit ratio is raised by 1 stage. Evolves Sneasel into Weavile when held and leveled up during the night.",
"Razor Fang","Holder's attacks without a chance to make the target flinch gain a 10% chance to make the target flinch. Evolves Gligar into Gliscor when held and leveled up during the night.",
"Reaper Cloth","Evolves Dusclops into Dusknoir when traded.",
"Red Card","If holder survives a hit, attacker is forced to switch to a random ally. Single use.",
"Red Orb","If held by a Groudon, this item triggers its Primal Reversion in battle.",
"Repeat Ball","A Poke Ball that works well on Pokemon species that were previously caught.",
"Rindo Berry","Halves damage taken from a supereffective Grass-type attack. Single use.",
"Ring Target","The holder's type immunities granted solely by its typing are negated.",
"Rock Incense","Holder's Rock-type attacks have 1.2x power.",
"Rock Memory","Holder's Multi-Attack is Rock type.",
"Rockium Z","If holder has a Rock move, this item allows it to use a Rock Z-Move.",
"Rocky Helmet","If holder is hit by a contact move, the attacker loses 1/6 of its max HP.",
"Root Fossil","Can be revived into Lileep.",
"Rose Incense","Holder's Grass-type attacks have 1.2x power.",
"Roseli Berry","Halves damage taken from a supereffective Fairy-type attack. Single use.",
"Rowap Berry","If holder is hit by a special move, attacker loses 1/8 of its max HP. Single use.",
"Sablenite","If held by a Sableye, this item allows it to Mega Evolve in battle.",
"Sachet","Evolves Spritzee into Aromatisse when traded.",
"Safety Goggles","Holder is immune to powder moves and damage from Sandstorm or Hail.",
"Sail Fossil","Can be revived into Amaura.",
"Salac Berry","Raises holder's Speed by 1 stage when at 1/4 max HP or less. Single use.",
"Salamencite","If held by a Salamence, this item allows it to Mega Evolve in battle.",
"Sceptilite","If held by a Sceptile, this item allows it to Mega Evolve in battle.",
"Scizorite","If held by a Scizor, this item allows it to Mega Evolve in battle.",
"Scope Lens","Holder's critical hit ratio is raised by 1 stage.",
"Sea Incense","Holder's Water-type attacks have 1.2x power.",
"Sharp Beak","Holder's Flying-type attacks have 1.2x power.",
"Sharpedonite","If held by a Sharpedo, this item allows it to Mega Evolve in battle.",
"Shed Shell","Holder may switch out even when trapped by another Pokemon, or by Ingrain.",
"Shell Bell","After an attack, holder gains 1/8 of the damage in HP dealt to other Pokemon.",
"Shiny Stone","Evolves Togetic into Togekiss, Roselia into Roserade, Minccino into Cinccino, and Floette into Florges when used.",
"Shock Drive","Holder's Techno Blast is Electric type.",
"Shuca Berry","Halves damage taken from a supereffective Ground-type attack. Single use.",
"Silk Scarf","Holder's Normal-type attacks have 1.2x power.",
"Silver Powder","Holder's Bug-type attacks have 1.2x power.",
"Sitrus Berry","Restores 1/4 max HP when at 1/2 max HP or less. Single use.",
"Skull Fossil","Can be revived into Cranidos.",
"Sky Plate","Holder's Flying-type attacks have 1.2x power. Judgment is Flying type.",
"Slowbronite","If held by a Slowbro, this item allows it to Mega Evolve in battle.",
"Smooth Rock","Holder's use of Sandstorm lasts 8 turns instead of 5.",
"Snorlium Z","If held by a Snorlax with Giga Impact, it can use Pulverizing Pancake.",
"Snowball","Raises holder's Attack by 1 if hit by an Ice-type attack. Single use.",
"Soft Sand","Holder's Ground-type attacks have 1.2x power.",
"Solganium Z","Solgaleo or Dusk Mane Necrozma with Sunsteel Strike can use a special Z-Move.",
"Soul Dew","If held by a Latias/Latios, its Dragon- and Psychic-type moves have 1.2x power.",
"Spell Tag","Holder's Ghost-type attacks have 1.2x power.",
"Splash Plate","Holder's Water-type attacks have 1.2x power. Judgment is Water type.",
"Spooky Plate","Holder's Ghost-type attacks have 1.2x power. Judgment is Ghost type.",
"Starf Berry","Raises a random stat by 2 when at 1/4 max HP or less (not acc/eva). Single use.",
"Steel Memory","Holder's Multi-Attack is Steel type.",
"Steelium Z","If holder has a Steel move, this item allows it to use a Steel Z-Move.",
"Steelixite","If held by a Steelix, this item allows it to Mega Evolve in battle.",
"Stick","If held by a Farfetch'd, its critical hit ratio is raised by 2 stages.",
"Sticky Barb","Each turn, holder loses 1/8 max HP. An attacker making contact can receive it.",
"Stone Plate","Holder's Rock-type attacks have 1.2x power. Judgment is Rock type.",
"Sun Stone","Evolves Gloom into Bellossom, Sunkern into Sunflora, Cottonee into Whimsicott, Petilil into Lilligant, and Helioptile into Heliolisk when used.",
"Swampertite","If held by a Swampert, this item allows it to Mega Evolve in battle.",
"Tamato Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Tanga Berry","Halves damage taken from a supereffective Bug-type attack. Single use.",
"Tapunium Z","If held by a Tapu with Nature's Madness, it can use Guardian of Alola.",
"Terrain Extender","Holder's use of Electric/Grassy/Misty/Psychic Terrain lasts 8 turns instead of 5.",
"Thick Club","If held by a Cubone or a Marowak, its Attack is doubled.",
"Thunder Stone","Evolves Pikachu into Raichu or Alolan Raichu, Eevee into Jolteon, and Eelektrik into Eelektross when used.",
"Timer Ball","A Poke Ball that becomes better the more turns there are in a battle.",
"Toxic Orb","At the end of every turn, this item attempts to badly poison the holder.",
"Toxic Plate","Holder's Poison-type attacks have 1.2x power. Judgment is Poison type.",
"Twisted Spoon","Holder's Psychic-type attacks have 1.2x power.",
"Tyranitarite","If held by a Tyranitar, this item allows it to Mega Evolve in battle.",
"Ultra Ball","An ultra-performance Ball that provides a higher catch rate than a Great Ball.",
"Ultranecrozium Z","Dusk Mane/Dawn Wings Necrozma: Ultra Burst, then Z-Move w/ Photon Geyser.",
"Up-Grade","Evolves Porygon into Porygon2 when traded.",
"Venusaurite","If held by a Venusaur, this item allows it to Mega Evolve in battle.",
"Wacan Berry","Halves damage taken from a supereffective Electric-type attack. Single use.",
"Water Memory","Holder's Multi-Attack is Water type.",
"Water Stone","Evolves Poliwhirl into Poliwrath, Shellder into Cloyster, Staryu into Starmie, Eevee into Vaporeon, Lombre into Ludicolo, and Panpour into Simipour when used.",
"Waterium Z","If holder has a Water move, this item allows it to use a Water Z-Move.",
"Wave Incense","Holder's Water-type attacks have 1.2x power.",
"Weakness Policy","If holder is hit super effectively, raises Attack, Sp. Atk by 2 stages. Single use.",
"Whipped Dream","Evolves Swirlix into Slurpuff when traded.",
"White Herb","Restores all lowered stat stages to 0 when one is less than 0. Single use.",
"Wide Lens","The accuracy of attacks by the holder is 1.1x.",
"Wiki Berry","Restores 1/2 max HP at 1/4 max HP or less; confuses if -SpA Nature. Single use.",
"Wise Glasses","Holder's special attacks have 1.1x power.",
"Yache Berry","Halves damage taken from a supereffective Ice-type attack. Single use.",
"Zap Plate","Holder's Electric-type attacks have 1.2x power. Judgment is Electric type.",
"Zoom Lens","The accuracy of attacks by the holder is 1.2x if it moves after its target.",
