96,"Drowzee","Psychic","",60,48,45,43,90,42,328,"Insomnia","Forewarn","","",
97,"Hypno","Psychic","",85,73,70,73,115,67,483,"Insomnia","Forewarn","","",
98,"Krabby","Water","",30,105,90,25,25,50,325,"Hyper Cutter","Shell Armor","","",
99,"Kingler","Water","",55,130,115,50,50,75,475,"Hyper Cutter","Shell Armor","","",
100,"Voltorb","Electric","",40,30,50,55,55,100,330,"Soundproof","Static","","",
101,"Electrode","Electric","",60,50,70,80,80,140,480,"Soundproof","Static","","",
102,"Exeggcute","Grass","Psychic",60,40,80,60,45,40,325,"Chlorophyll","","","",
103,"Exeggutor","Grass","Psychic",95,95,85,125,65,55,520,"Chlorophyll","","","",
104,"Cubone","Ground","",50,50,95,40,50,35,320,"Rock Head","Lightning Rod","","",
105,"Marowak","Ground","",60,80,110,50,80,45,425,"Rock Head","Lightning Rod","","",
106,"Hitmonlee","Fighting","",50,120,53,35,110,87,455,"Limber","Reckless","","",
107,"Hitmonchan","Fighting","",50,105,79,35,110,76,455,"Keen Eye","Iron Fist","","",
108,"Lickitung","Normal","",90,55,75,60,75,30,385,"Own Tempo","Oblivious","","",
109,"Koffing","Poison","",40,65,95,60,45,35,340,"Levitate","","","",
110,"Weezing","Poison","",65,90,120,85,70,60,490,"Levitate","","","",
111,"Rhyhorn","Ground","Rock",80,85,95,30,30,25,345,"Lightning Rod","Rock Head","","",
112,"Rhydon","Ground","Rock",105,130,120,45,45,40,485,"Lightning Rod","Rock Head","","",
113,"Chansey","Normal","",250,5,5,35,105,50,450,"Natural Cure","Serene Grace","","",
114,"Tangela","Grass","",65,55,115,100,40,60,435,"Chlorophyll","Leaf Guard","","",
115,"Kangaskhan","Normal","",105,95,80,40,80,90,490,"Early Bird","Scrappy","","",
116,"Horsea","Water","",30,40,70,70,25,60,295,"Swift Swim","Sniper","","",
117,"Seadra","Water","",55,65,95,95,45,85,440,"Poison Point","Sniper","","",
118,"Goldeen","Water","",45,67,60,35,50,63,320,"Swift Swim","Water Veil","","",
119,"Seaking","Water","",80,92,65,65,80,68,450,"Swift Swim","Water Veil","","",
120,"Staryu","Water","",30,45,55,70,55,85,340,"Illuminate","Natural Cure","","",
121,"Starmie","Water","Psychic",60,75,85,100,85,115,520,"Illuminate","Natural Cure","","",
122,"Mr. Mime","Psychic","",40,45,65,100,120,90,460,"Soundproof","Filter","","",
123,"Scyther","Bug","Flying",70,110,80,55,80,105,500,"Swarm","Technician","","",
124,"Jynx","Ice","Psychic",65,50,35,115,95,95,455,"Oblivious","Forewarn","","",
125,"Electabuzz","Electric","",65,83,57,95,85,105,490,"Static","","","",
126,"Magmar","Fire","",65,95,57,100,85,93,495,"Flame Body","","","",
127,"Pinsir","Bug","",65,125,100,55,70,85,500,"Hyper Cutter","Mold Breaker","","",
128,"Tauros","Normal","",75,100,95,40,70,110,490,"Intimidate","Anger Point","","",
129,"Magikarp","Water","",20,10,55,15,20,80,200,"Swift Swim","","","",
130,"Gyarados","Water","Flying",95,125,79,60,100,81,540,"Intimidate","","","",
131,"Lapras","Water","Ice",130,85,80,85,95,60,535,"Water Absorb","Shell Armor","","",
132,"Ditto","Normal","",48,48,48,48,48,48,288,"Limber","","","",
133,"Eevee","Normal","",55,55,50,45,65,55,325,"Run Away","Adaptability","","",
134,"Vaporeon","Water","",130,65,60,110,95,65,525,"Water Absorb","","","",
135,"Jolteon","Electric","",65,65,60,110,95,130,525,"Volt Absorb","","","",
136,"Flareon","Fire","",65,130,60,95,110,65,525,"Flash Fire","","","",
137,"Porygon","Normal","",65,60,70,85,75,40,395,"Trace","Download","","",
138,"Omanyte","Rock","Water",35,40,100,90,55,35,355,"Swift Swim","Shell Armor","","",
139,"Omastar","Rock","Water",70,60,125,115,70,55,495,"Swift Swim","Shell Armor","","",
140,"Kabuto","Rock","Water",30,80,90,55,45,55,355,"Swift Swim","Battle Armor","","",
141,"Kabutops","Rock","Water",60,115,105,65,70,80,495,"Swift Swim","Battle Armor","","",
142,"Aerodactyl","Rock","Flying",80,105,65,60,75,130,515,"Rock Head","Pressure","","",
143,"Snorlax","Normal","",160,110,65,65,110,30,540,"Immunity","Thick Fat","","",
144,"Articuno","Ice","Flying",90,85,100,95,125,85,580,"Pressure","","","",
145,"Zapdos","Electric","Flying",90,90,85,125,90,100,580,"Pressure","","","",
146,"Moltres","Fire","Flying",90,100,90,125,85,90,580,"Pressure","","","",
147,"Dratini","Dragon","",41,64,45,50,50,50,300,"Shed Skin","","","",
148,"Dragonair","Dragon","",61,84,65,70,70,70,420,"Shed Skin","","","",
149,"Dragonite","Dragon","Flying",91,134,95,100,100,80,600,"Inner Focus","","","",
150,"Mewtwo","Psychic","",106,110,90,154,90,130,680,"Pressure","","","",
151,"Mew","Psychic","",100,100,100,100,100,100,600,"Synchronize","","","",
152,"Chikorita","Grass","",45,49,65,49,65,45,318,"Overgrow","","","",
153,"Bayleef","Grass","",60,62,80,63,80,60,405,"Overgrow","","","",
154,"Meganium","Grass","",80,82,100,83,100,80,525,"Overgrow","","","",
155,"Cyndaquil","Fire","",39,52,43,60,50,65,309,"Blaze","","","",
156,"Quilava","Fire","",58,64,58,80,65,80,405,"Blaze","","","",
157,"Typhlosion","Fire","",78,84,78,109,85,100,534,"Blaze","","","",
158,"Totodile","Water","",50,65,64,44,48,43,314,"Torrent","","","",
159,"Croconaw","Water","",65,80,80,59,63,58,405,"Torrent","","","",
160,"Feraligatr","Water","",85,105,100,79,83,78,530,"Torrent","","","",
161,"Sentret","Normal","",35,46,34,35,45,20,215,"Run Away","Keen Eye","","",
162,"Furret","Normal","",85,76,64,45,55,90,415,"Run Away","Keen Eye","","",
163,"Hoothoot","Normal","Flying",60,30,30,36,56,50,262,"Insomnia","Keen Eye","","",
164,"Noctowl","Normal","Flying",100,50,50,76,96,70,442,"Insomnia","Keen Eye","","",
165,"Ledyba","Bug","Flying",40,20,30,40,80,55,265,"Swarm","Early Bird","","",
166,"Ledian","Bug","Flying",55,35,50,55,110,85,390,"Swarm","Early Bird","","",
167,"Spinarak","Bug","Poison",40,60,40,40,40,30,250,"Swarm","Insomnia","","",
168,"Ariados","Bug","Poison",70,90,70,60,60,40,390,"Swarm","Insomnia","","",
169,"Crobat","Poison","Flying",85,90,80,70,80,130,535,"Inner Focus","","","",
170,"Chinchou","Water","Electric",75,38,38,56,56,67,330,"Volt Absorb","Illuminate","","",
171,"Lanturn","Water","Electric",125,58,58,76,76,67,460,"Volt Absorb","Illuminate","","",
172,"Pichu","Electric","",20,40,15,35,35,60,205,"Static","","","",
173,"Cleffa","Normal","",50,25,28,45,55,15,218,"Cute Charm","Magic Guard","","",
174,"Igglybuff","Normal","",90,30,15,40,20,15,210,"Cute Charm","","","",
175,"Togepi","Normal","",35,20,65,40,65,20,245,"Hustle","Serene Grace","","",
176,"Togetic","Normal","Flying",55,40,85,80,105,40,405,"Hustle","Serene Grace","","",
177,"Natu","Psychic","Flying",40,50,45,70,45,70,320,"Synchronize","Early Bird","","",
178,"Xatu","Psychic","Flying",65,75,70,95,70,95,470,"Synchronize","Early Bird","","",
179,"Mareep","Electric","",55,40,40,65,45,35,280,"Static","","","",
180,"Flaaffy","Electric","",70,55,55,80,60,45,365,"Static","","","",
181,"Ampharos","Electric","",90,75,75,115,90,55,500,"Static","","","",
182,"Bellossom","Grass","",75,80,85,90,100,50,480,"Chlorophyll","","","",
183,"Marill","Water","",70,20,50,20,50,40,250,"Thick Fat","Huge Power","","",
184,"Azumarill","Water","",100,50,80,50,80,50,410,"Thick Fat","Huge Power","","",
185,"Sudowoodo","Rock","",70,100,115,30,65,30,410,"Sturdy","Rock Head","","",
186,"Politoed","Water","",90,75,75,90,100,70,500,"Water Absorb","Damp","","",
187,"Hoppip","Grass","Flying",35,35,40,35,55,50,250,"Chlorophyll","Leaf Guard","","",
188,"Skiploom","Grass","Flying",55,45,50,45,65,80,340,"Chlorophyll","Leaf Guard","","",
189,"Jumpluff","Grass","Flying",75,55,70,55,85,110,450,"Chlorophyll","Leaf Guard","","",
190,"Aipom","Normal","",55,70,55,40,55,85,360,"Run Away","Pickup","","",
191,"Sunkern","Grass","",30,30,30,30,30,30,180,"Chlorophyll","Solar Power","","",
192,"Sunflora","Grass","",75,75,55,105,85,30,425,"Chlorophyll","Solar Power","","",
193,"Yanma","Bug","Flying",65,65,45,75,45,95,390,"Speed Boost","Compound Eyes","","",
194,"Wooper","Water","Ground",55,45,45,25,25,15,210,"Damp","Water Absorb","","",
195,"Quagsire","Water","Ground",95,85,85,65,65,35,430,"Damp","Water Absorb","","",
196,"Espeon","Psychic","",65,65,60,130,95,110,525,"Synchronize","","","",
197,"Umbreon","Dark","",95,65,110,60,130,65,525,"Synchronize","","","",
198,"Murkrow","Dark","Flying",60,85,42,85,42,91,405,"Insomnia","Super Luck","","",
199,"Slowking","Water","Psychic",95,75,80,100,110,30,490,"Oblivious","Own Tempo","","",
200,"Misdreavus","Ghost","",60,60,60,85,85,85,435,"Levitate","","","",
201,"Unown","Psychic","",48,72,48,72,48,48,336,"Levitate","","","",
202,"Wobbuffet","Psychic","",190,33,58,33,58,33,405,"Shadow Tag","","","",
203,"Girafarig","Normal","Psychic",70,80,65,90,65,85,455,"Inner Focus","Early Bird","","",
204,"Pineco","Bug","",50,65,90,35,35,15,290,"Sturdy","","","",
205,"Forretress","Bug","Steel",75,90,140,60,60,40,465,"Sturdy","","","",
206,"Dunsparce","Normal","",100,70,70,65,65,45,415,"Serene Grace","Run Away","","",
207,"Gligar","Ground","Flying",65,75,105,35,65,85,430,"Hyper Cutter","Sand Veil","","",
208,"Steelix","Steel","Ground",75,85,200,55,65,30,510,"Rock Head","Sturdy","","",
209,"Snubbull","Normal","",60,80,50,40,40,30,300,"Intimidate","Run Away","","",
210,"Granbull","Normal","",90,120,75,60,60,45,450,"Intimidate","Quick Feet","","",
211,"Qwilfish","Water","Poison",65,95,75,55,55,85,430,"Poison Point","Swift Swim","","",
212,"Scizor","Bug","Steel",70,130,100,55,80,65,500,"Swarm","Technician","","",
213,"Shuckle","Bug","Rock",20,10,230,10,230,5,505,"Sturdy","Gluttony","","",
214,"Heracross","Bug","Fighting",80,125,75,40,95,85,500,"Swarm","Guts","","",
215,"Sneasel","Dark","Ice",55,95,55,35,75,115,430,"Inner Focus","Keen Eye","","",
216,"Teddiursa","Normal","",60,80,50,50,50,40,330,"Pickup","Quick Feet","","",
217,"Ursaring","Normal","",90,130,75,75,75,55,500,"Guts","Quick Feet","","",
218,"Slugma","Fire","",40,40,40,70,40,20,250,"Magma Armor","Flame Body","","",
219,"Magcargo","Fire","Rock",50,50,120,80,80,30,410,"Magma Armor","Flame Body","","",
220,"Swinub","Ice","Ground",50,50,40,30,30,50,250,"Oblivious","Snow Cloak","","",
221,"Piloswine","Ice","Ground",100,100,80,60,60,50,450,"Oblivious","Snow Cloak","","",
222,"Corsola","Water","Rock",55,55,85,65,85,35,380,"Hustle","Natural Cure","","",
223,"Remoraid","Water","",35,65,35,65,35,65,300,"Hustle","Sniper","","",
224,"Octillery","Water","",75,105,75,105,75,45,480,"Suction Cups","Sniper","","",
225,"Delibird","Ice","Flying",45,55,45,65,45,75,330,"Vital Spirit","Hustle","","",
226,"Mantine","Water","Flying",65,40,70,80,140,70,465,"Swift Swim","Water Absorb","","",
227,"Skarmory","Steel","Flying",65,80,140,40,70,70,465,"Keen Eye","Sturdy","","",
228,"Houndour","Dark","Fire",45,60,30,80,50,65,330,"Early Bird","Flash Fire","","",
229,"Houndoom","Dark","Fire",75,90,50,110,80,95,500,"Early Bird","Flash Fire","","",
230,"Kingdra","Water","Dragon",75,95,95,95,95,85,540,"Swift Swim","Sniper","","",
231,"Phanpy","Ground","",90,60,60,40,40,40,330,"Pickup","","","",
232,"Donphan","Ground","",90,120,120,60,60,50,500,"Sturdy","","","",
233,"Porygon2","Normal","",85,80,90,105,95,60,515,"Trace","Download","","",
234,"Stantler","Normal","",73,95,62,85,65,85,465,"Intimidate","Frisk","","",
235,"Smeargle","Normal","",55,20,35,20,45,75,250,"Own Tempo","Technician","","",
236,"Tyrogue","Fighting","",35,35,35,35,35,35,210,"Guts","Steadfast","","",
237,"Hitmontop","Fighting","",50,95,95,35,110,70,455,"Intimidate","Technician","","",
238,"Smoochum","Ice","Psychic",45,30,15,85,65,65,305,"Oblivious","Forewarn","","",
239,"Elekid","Electric","",45,63,37,65,55,95,360,"Static","","","",
240,"Magby","Fire","",45,75,37,70,55,83,365,"Flame Body","","","",
241,"Miltank","Normal","",95,80,105,40,70,100,490,"Thick Fat","Scrappy","","",
242,"Blissey","Normal","",255,10,10,75,135,55,540,"Natural Cure","Serene Grace","","",
243,"Raikou","Electric","",90,85,75,115,100,115,580,"Pressure","","","",
244,"Entei","Fire","",115,115,85,90,75,100,580,"Pressure","","","",
245,"Suicune","Water","",100,75,115,90,115,85,580,"Pressure","","","",
246,"Larvitar","Rock","Ground",50,64,50,45,50,41,300,"Guts","","","",
247,"Pupitar","Rock","Ground",70,84,70,65,70,51,410,"Shed Skin","","","",
248,"Tyranitar","Rock","Dark",100,134,110,95,100,61,600,"Sand Stream","","","",
249,"Lugia","Psychic","Flying",106,90,130,90,154,110,680,"Pressure","","","",
250,"Ho-Oh","Fire","Flying",106,130,90,110,154,90,680,"Pressure","","","",
251,"Celebi","Psychic","Grass",100,100,100,100,100,100,600,"Natural Cure","","","",
