"Earth Plate","Holder's Ground-type attacks have 1.2x power. Judgment is Ground type.",
"Electirizer","Evolves Electabuzz into Electivire when traded.",
"Enigma Berry","Restores 1/4 max HP after holder is hit by a supereffective move. Single use.",
"Expert Belt","Holder's attacks that are super effective against the target do 1.2x damage.",
"Fast Ball","A Poke Ball that makes it easier to catch Pokemon which are quick to run away.",
"Figy Berry","Restores 1/8 max HP at 1/2 max HP or less; confuses if -Atk Nature. Single use.",
"Fire Stone","Evolves Vulpix into Ninetales, Growlithe into Arcanine, Eevee into Flareon, and Pansear into Simisear when used.",
"Fist Plate","Holder's Fighting-type attacks have 1.2x power. Judgment is Fighting type.",
"Flame Orb","At the end of every turn, this item attempts to burn the holder.",
"Flame Plate","Holder's Fire-type attacks have 1.2x power. Judgment is Fire type.",
"Focus Band","Holder has a 10% chance to survive an attack that would KO it with 1 HP.",
"Focus Sash","If holder's HP is full, survives all hits of one attack with at least 1 HP. Single use.",
"Friend Ball","A Poke Ball that makes caught Pokemon more friendly.",
"Full Incense","Holder moves last in its priority bracket.",
"Ganlon Berry","Raises holder's Defense by 1 stage when at 1/4 max HP or less. Single use.",
"Great Ball","A high-performance Ball that provides a higher catch rate than a Poke Ball.",
"Grepa Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Grip Claw","Holder's partial-trapping moves always last 7 turns.",
"Griseous Orb","Can only be held by Giratina. Its Ghost- & Dragon-type attacks have 1.2x power.",
"Haban Berry","Halves damage taken from a supereffective Dragon-type attack. Single use.",
"Hard Stone","Holder's Rock-type attacks have 1.2x power.",
"Heal Ball","A remedial Poke Ball that restores the caught Pokemon's HP and status problem.",
"Heat Rock","Holder's use of Sunny Day lasts 8 turns instead of 5.",
"Heavy Ball","A Poke Ball for catching very heavy Pokemon.",
"Helix Fossil","Can be revived into Omanyte.",
"Hondew Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Iapapa Berry","Restores 1/8 max HP at 1/2 max HP or less; confuses if -Def Nature. Single use.",
"Icicle Plate","Holder's Ice-type attacks have 1.2x power. Judgment is Ice type.",
"Icy Rock","Holder's use of Hail lasts 8 turns instead of 5.",
"Insect Plate","Holder's Bug-type attacks have 1.2x power. Judgment is Bug type.",
"Iron Ball","Holder's Speed is halved and it becomes grounded.",
"Iron Plate","Holder's Steel-type attacks have 1.2x power. Judgment is Steel type.",
"Jaboca Berry","If holder is hit by a physical move, attacker loses 1/8 of its max HP. Single use.",
"Kasib Berry","Halves damage taken from a supereffective Ghost-type attack. Single use.",
"Kebia Berry","Halves damage taken from a supereffective Poison-type attack. Single use.",
"Kelpsy Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"King's Rock","Holder's attacks without a chance to make the target flinch gain a 10% chance to make the target flinch. Evolves Poliwhirl into Politoed and Slowpoke into Slowking when traded.",
"Lagging Tail","Holder moves last in its priority bracket.",
"Lansat Berry","Holder gains the Focus Energy effect when at 1/4 max HP or less. Single use.",
"Lax Incense","The accuracy of attacks against the holder is 0.9x.",
"Leaf Stone","Evolves Gloom into Vileplume, Weepinbell into Victreebel, Exeggcute into Exeggutor or Alolan Exeggutor, Nuzleaf into Shiftry, and Pansage into Simisage when used.",
"Leftovers","At the end of every turn, holder restores 1/16 of its max HP.",
"Leppa Berry","Restores 10 PP to the first of the holder's moves to reach 0 PP. Single use.",
"Level Ball","A Poke Ball for catching Pokemon that are a lower level than your own.",
"Liechi Berry","Raises holder's Attack by 1 stage when at 1/4 max HP or less. Single use.",
"Life Orb","Holder's attacks do 1.3x damage, and it loses 1/10 its max HP after the attack.",
"Light Ball","If held by a Pikachu, its attacks have their power doubled.",
"Light Clay","Holder's use of Light Screen or Reflect lasts 8 turns instead of 5.",
"Love Ball","Poke Ball for catching Pokemon that are the opposite gender of your Pokemon.",
"Lucky Punch","If held by a Chansey, its critical hit ratio is raised by 2 stages.",
"Lum Berry","Holder cures itself if it has a non-volatile status or is confused. Single use.",
"Lure Ball","A Poke Ball for catching Pokemon hooked by a Rod when fishing.",
"Lustrous Orb","If held by a Palkia, its Water- and Dragon-type attacks have 1.2x power.",
"Luxury Ball","A comfortable Poke Ball that makes a caught wild Pokemon quickly grow friendly.",
"Macho Brace","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Magmarizer","Evolves Magmar into Magmortar when traded.",
"Magnet","Holder's Electric-type attacks have 1.2x power.",
"Mago Berry","Restores 1/8 max HP at 1/2 max HP or less; confuses if -Spe Nature. Single use.",
"Magost Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Mail","Cannot be given to or taken from a Pokemon, except by Covet/Knock Off/Thief.",
"Master Ball","The best Ball with the ultimate performance. It will catch any wild Pokemon.",
"Meadow Plate","Holder's Grass-type attacks have 1.2x power. Judgment is Grass type.",
"Mental Herb","Holder is cured if it is infatuated. Single use.",
"Metal Coat","Holder's Steel-type attacks have 1.2x power. Evolves Onix into Steelix and Scyther into Scizor when traded.",
"Metal Powder","If held by a Ditto that hasn't Transformed, its Defense is doubled.",
"Metronome","Damage of moves used on consecutive turns is increased. Max 2x after 10 turns.",
"Micle Berry","Holder's next move has 1.2x accuracy when at 1/4 max HP or less. Single use.",
"Mind Plate","Holder's Psychic-type attacks have 1.2x power. Judgment is Psychic type.",
"Miracle Seed","Holder's Grass-type attacks have 1.2x power.",
"Moon Ball","A Poke Ball for catching Pokemon that evolve using the Moon Stone.",
"Moon Stone","Evolves Nidorina into Nidoqueen, Nidorino into Nidoking, Clefairy into Clefable, Jigglypuff into Wigglytuff, Skitty into Delcatty, and Munna into Musharna when used.",
"Muscle Band","Holder's physical attacks have 1.1x power.",
"Mystic Water","Holder's Water-type attacks have 1.2x power.",
"Nanab Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Nest Ball","A Poke Ball that works especially well on weaker Pokemon in the wild.",
"Net Ball","A Poke Ball that works especially well on Water- and Bug-type Pokemon.",
"Never-Melt Ice","Holder's Ice-type attacks have 1.2x power.",
"Nomel Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Occa Berry","Halves damage taken from a supereffective Fire-type attack. Single use.",
"Odd Incense","Holder's Psychic-type attacks have 1.2x power.",
"Old Amber","Can be revived into Aerodactyl.",
"Oran Berry","Restores 10 HP when at 1/2 max HP or less. Single use.",
"Oval Stone","Evolves Happiny into Chansey when held and leveled up during the day.",
"Pamtre Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Passho Berry","Halves damage taken from a supereffective Water-type attack. Single use.",
"Payapa Berry","Halves damage taken from a supereffective Psychic-type attack. Single use.",
"Pecha Berry","Holder is cured if it is poisoned. Single use.",
"Persim Berry","Holder is cured if it is confused. Single use.",
"Petaya Berry","Raises holder's Sp. Atk by 1 stage when at 1/4 max HP or less. Single use.",
"Pinap Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Poison Barb","Holder's Poison-type attacks have 1.2x power.",
"Poke Ball","A device for catching wild Pokemon. It is designed as a capsule system.",
"Pomeg Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Power Anklet","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Band","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Belt","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Bracer","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Herb","Holder's two-turn moves complete in one turn (except Sky Drop). Single use.",
"Power Lens","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Power Weight","Holder's Speed is halved. The Klutz Ability does not ignore this effect.",
"Premier Ball","A rare Poke Ball that has been crafted to commemorate an event.",
"Protector","Evolves Rhydon into Rhyperior when traded.",
"Qualot Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Quick Ball","A Poke Ball that provides a better catch rate at the start of a wild encounter.",
"Quick Claw","Each turn, holder has a 20% chance to move first in its priority bracket.",
"Quick Powder","If held by a Ditto that hasn't Transformed, its Speed is doubled.",
"Rabuta Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Rare Bone","No competitive use other than when used with Fling.",
"Rawst Berry","Holder is cured if it is burned. Single use.",
"Razor Claw","Holder's critical hit ratio is raised by 1 stage. Evolves Sneasel into Weavile when held and leveled up during the night.",
"Razor Fang","Holder's attacks without a chance to make the target flinch gain a 10% chance to make the target flinch. Evolves Gligar into Gliscor when held and leveled up during the night.",
"Razz Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Reaper Cloth","Evolves Dusclops into Dusknoir when traded.",
"Repeat Ball","A Poke Ball that works well on Pokemon species that were previously caught.",
"Rindo Berry","Halves damage taken from a supereffective Grass-type attack. Single use.",
"Rock Incense","Holder's Rock-type attacks have 1.2x power.",
"Root Fossil","Can be revived into Lileep.",
"Rose Incense","Holder's Grass-type attacks have 1.2x power.",
"Rowap Berry","If holder is hit by a special move, attacker loses 1/8 of its max HP. Single use.",
"Salac Berry","Raises holder's Speed by 1 stage when at 1/4 max HP or less. Single use.",
"Scope Lens","Holder's critical hit ratio is raised by 1 stage.",
"Sea Incense","Holder's Water-type attacks have 1.2x power.",
"Sharp Beak","Holder's Flying-type attacks have 1.2x power.",
"Shed Shell","Holder may switch out even when trapped by another Pokemon, or by Ingrain.",
"Shell Bell","After an attack, holder gains 1/8 of the damage in HP dealt to other Pokemon.",
"Shiny Stone","Evolves Togetic into Togekiss, Roselia into Roserade, Minccino into Cinccino, and Floette into Florges when used.",
"Shuca Berry","Halves damage taken from a supereffective Ground-type attack. Single use.",
"Silk Scarf","Holder's Normal-type attacks have 1.2x power.",
"Silver Powder","Holder's Bug-type attacks have 1.2x power.",
"Sitrus Berry","Restores 1/4 max HP when at 1/2 max HP or less. Single use.",
"Skull Fossil","Can be revived into Cranidos.",
"Sky Plate","Holder's Flying-type attacks have 1.2x power. Judgment is Flying type.",
"Smooth Rock","Holder's use of Sandstorm lasts 8 turns instead of 5.",
"Soft Sand","Holder's Ground-type attacks have 1.2x power.",
"Soul Dew","If held by a Latias or a Latios, its Sp. Atk and Sp. Def are 1.5x.",
"Spell Tag","Holder's Ghost-type attacks have 1.2x power.",
"Spelon Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Splash Plate","Holder's Water-type attacks have 1.2x power. Judgment is Water type.",
"Spooky Plate","Holder's Ghost-type attacks have 1.2x power. Judgment is Ghost type.",
"Sport Ball","A special Poke Ball for the Bug-Catching Contest.",
"Starf Berry","Raises a random stat by 2 when at 1/4 max HP or less (not acc/eva). Single use.",
"Stick","If held by a Farfetch'd, its critical hit ratio is raised by 2 stages.",
"Sticky Barb","Each turn, holder loses 1/8 max HP. An attacker making contact can receive it.",
"Stone Plate","Holder's Rock-type attacks have 1.2x power. Judgment is Rock type.",
"Sun Stone","Evolves Gloom into Bellossom, Sunkern into Sunflora, Cottonee into Whimsicott, Petilil into Lilligant, and Helioptile into Heliolisk when used.",
"Tamato Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Tanga Berry","Halves damage taken from a supereffective Bug-type attack. Single use.",
"Thick Club","If held by a Cubone or a Marowak, its Attack is doubled.",
"Thunder Stone","Evolves Pikachu into Raichu or Alolan Raichu, Eevee into Jolteon, and Eelektrik into Eelektross when used.",
"Timer Ball","A Poke Ball that becomes better the more turns there are in a battle.",
"Toxic Orb","At the end of every turn, this item attempts to badly poison the holder.",
"Toxic Plate","Holder's Poison-type attacks have 1.2x power. Judgment is Poison type.",
"Twisted Spoon","Holder's Psychic-type attacks have 1.2x power.",
"Ultra Ball","An ultra-performance Ball that provides a higher catch rate than a Great Ball.",
"Up-Grade","Evolves Porygon into Porygon2 when traded.",
"Wacan Berry","Halves damage taken from a supereffective Electric-type attack. Single use.",
"Water Stone","Evolves Poliwhirl into Poliwrath, Shellder into Cloyster, Staryu into Starmie, Eevee into Vaporeon, Lombre into Ludicolo, and Panpour into Simipour when used.",
"Watmel Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"Wave Incense","Holder's Water-type attacks have 1.2x power.",
"Wepear Berry","Cannot be eaten by the holder. No effect when eaten with Bug Bite or Pluck.",
"White Herb","Restores all lowered stat stages to 0 when one is less than 0. Single use.",
"Wide Lens","The accuracy of attacks by the holder is 1.1x.",
"Wiki Berry","Restores 1/8 max HP at 1/2 max HP or less; confuses if -SpA Nature. Single use.",
"Wise Glasses","Holder's special attacks have 1.1x power.",
"Yache Berry","Halves damage taken from a supereffective Ice-type attack. Single use.",
"Zap Plate","Holder's Electric-type attacks have 1.2x power. Judgment is Electric type.",
"Zoom Lens","The accuracy of attacks by the holder is 1.2x if it moves after its target.",
